target "start time (UTC)" "end time (UTC)"
M31-pointing-2f "2019-01-25 03:30:00.000" "2019-01-25 04:11:40.000"
TransitionBlock "2019-01-25 04:11:40.000" "2019-01-25 04:12:20.000"
"Unused Time" "2019-01-25 04:12:20.000" "2019-01-25 04:18:20.002"
CAL_CRL618 "2019-01-25 04:18:20.002" "2019-01-25 04:21:20.002"
"Unused Time" "2019-01-25 04:21:20.002" "2019-01-25 04:22:00.002"
CAL_CRL618 "2019-01-25 04:22:00.002" "2019-01-25 04:25:00.002"
TransitionBlock "2019-01-25 04:25:00.002" "2019-01-25 04:25:20.002"
"Unused Time" "2019-01-25 04:25:20.002" "2019-01-25 04:25:40.002"
CAL_0355+508 "2019-01-25 04:25:40.002" "2019-01-25 04:28:40.002"
TransitionBlock "2019-01-25 04:28:40.002" "2019-01-25 04:29:20.002"
"Unused Time" "2019-01-25 04:29:20.002" "2019-01-25 04:30:00.002"
M31-pointing-2f "2019-01-25 04:30:00.002" "2019-01-25 05:11:40.002"
TransitionBlock "2019-01-25 05:11:40.002" "2019-01-25 05:12:20.002"
"Unused Time" "2019-01-25 05:12:20.002" "2019-01-25 05:15:00.004"
CAL_CRL618 "2019-01-25 05:15:00.004" "2019-01-25 05:18:00.004"
CAL_CRL618 "2019-01-25 05:18:00.004" "2019-01-25 05:21:00.004"
TransitionBlock "2019-01-25 05:21:00.004" "2019-01-25 05:21:20.004"
"Unused Time" "2019-01-25 05:21:20.004" "2019-01-25 05:26:00.004"
CAL_0355+508 "2019-01-25 05:26:00.004" "2019-01-25 05:29:00.004"
TransitionBlock "2019-01-25 05:29:00.004" "2019-01-25 05:29:40.004"
"Unused Time" "2019-01-25 05:29:40.004" "2019-01-25 05:36:40.005"
M31-pointing-2f "2019-01-25 05:36:40.005" "2019-01-25 06:18:20.005"
TransitionBlock "2019-01-25 06:18:20.005" "2019-01-25 06:19:00.005"
"Unused Time" "2019-01-25 06:19:00.005" "2019-01-25 06:20:40.006"
CAL_0355+508 "2019-01-25 06:20:40.006" "2019-01-25 06:23:40.006"
TransitionBlock "2019-01-25 06:23:40.006" "2019-01-25 06:24:00.006"
CAL_CRL618 "2019-01-25 06:24:00.006" "2019-01-25 06:27:00.007"
CAL_CRL618 "2019-01-25 06:27:00.007" "2019-01-25 06:30:00.007"
TransitionBlock "2019-01-25 06:30:00.007" "2019-01-25 06:30:40.007"
"Unused Time" "2019-01-25 06:30:40.007" "2019-01-25 06:31:00.007"
M31-pointing-2f "2019-01-25 06:31:00.007" "2019-01-25 07:12:40.007"
TransitionBlock "2019-01-25 07:12:40.007" "2019-01-25 07:13:20.007"
"Unused Time" "2019-01-25 07:13:20.007" "2019-01-25 07:15:00.008"
CAL_CRL618 "2019-01-25 07:15:00.008" "2019-01-25 07:18:00.008"
TransitionBlock "2019-01-25 07:18:00.008" "2019-01-25 07:18:20.008"
"Unused Time" "2019-01-25 07:18:20.008" "2019-01-25 07:18:40.008"
CAL_0355+508 "2019-01-25 07:18:40.008" "2019-01-25 07:21:40.008"
TransitionBlock "2019-01-25 07:21:40.008" "2019-01-25 07:22:00.008"
"Unused Time" "2019-01-25 07:22:00.008" "2019-01-25 07:24:00.009"
CAL_CRL618 "2019-01-25 07:24:00.009" "2019-01-25 07:27:00.009"
TransitionBlock "2019-01-25 07:27:00.009" "2019-01-25 07:27:40.009"
"Unused Time" "2019-01-25 07:27:40.009" "2019-01-25 07:32:20.009"
"Orion A Field 3" "2019-01-25 07:32:20.009" "2019-01-25 08:13:20.009"
TransitionBlock "2019-01-25 08:13:20.009" "2019-01-25 08:14:00.009"
"Unused Time" "2019-01-25 08:14:00.009" "2019-01-25 08:15:00.010"
CAL_CRL618 "2019-01-25 08:15:00.010" "2019-01-25 08:18:00.010"
TransitionBlock "2019-01-25 08:18:00.010" "2019-01-25 08:18:20.010"
"Unused Time" "2019-01-25 08:18:20.010" "2019-01-25 08:18:40.011"
CAL_0355+508 "2019-01-25 08:18:40.011" "2019-01-25 08:21:40.011"
TransitionBlock "2019-01-25 08:21:40.011" "2019-01-25 08:22:00.011"
"Unused Time" "2019-01-25 08:22:00.011" "2019-01-25 08:25:20.011"
CAL_CRL618 "2019-01-25 08:25:20.011" "2019-01-25 08:28:20.011"
TransitionBlock "2019-01-25 08:28:20.011" "2019-01-25 08:29:40.011"
"Unused Time" "2019-01-25 08:29:40.011" "2019-01-25 08:38:40.011"
STUDIES-1_offset_N2 "2019-01-25 08:38:40.011" "2019-01-25 09:09:40.011"
TransitionBlock "2019-01-25 09:09:40.011" "2019-01-25 09:11:00.011"
"Unused Time" "2019-01-25 09:11:00.011" "2019-01-25 09:19:20.013"
CAL_0355+508 "2019-01-25 09:19:20.013" "2019-01-25 09:22:20.013"
TransitionBlock "2019-01-25 09:22:20.013" "2019-01-25 09:22:40.013"
"Unused Time" "2019-01-25 09:22:40.013" "2019-01-25 09:23:20.013"
CAL_CRL618 "2019-01-25 09:23:20.013" "2019-01-25 09:26:20.013"
"Unused Time" "2019-01-25 09:26:20.013" "2019-01-25 09:27:00.013"
CAL_CRL618 "2019-01-25 09:27:00.013" "2019-01-25 09:30:00.013"
TransitionBlock "2019-01-25 09:30:00.013" "2019-01-25 09:31:20.013"
"Unused Time" "2019-01-25 09:31:20.013" "2019-01-25 09:36:20.013"
STUDIES-1_offset_N2 "2019-01-25 09:36:20.013" "2019-01-25 10:07:20.013"
TransitionBlock "2019-01-25 10:07:20.013" "2019-01-25 10:08:40.013"
"Unused Time" "2019-01-25 10:08:40.013" "2019-01-25 10:18:20.015"
CAL_0355+508 "2019-01-25 10:18:20.015" "2019-01-25 10:21:20.015"
TransitionBlock "2019-01-25 10:21:20.015" "2019-01-25 10:21:40.015"
CAL_CRL618 "2019-01-25 10:21:40.015" "2019-01-25 10:24:40.015"
CAL_CRL618 "2019-01-25 10:24:40.015" "2019-01-25 10:27:40.015"
TransitionBlock "2019-01-25 10:27:40.015" "2019-01-25 10:29:00.015"
"Unused Time" "2019-01-25 10:29:00.015" "2019-01-25 10:41:00.016"
STUDIES-1_offset_N2 "2019-01-25 10:41:00.016" "2019-01-25 11:12:00.016"
TransitionBlock "2019-01-25 11:12:00.016" "2019-01-25 11:12:20.016"
"Unused Time" "2019-01-25 11:12:20.016" "2019-01-25 11:16:40.017"
CAL_IRC+10216 "2019-01-25 11:16:40.017" "2019-01-25 11:19:40.017"
