target "start time (UTC)" "end time (UTC)"
M31-pointing-1h "2019-02-26 03:30:00.000" "2019-02-26 04:11:40.000"
TransitionBlock "2019-02-26 04:11:40.000" "2019-02-26 04:12:20.000"
"Unused Time" "2019-02-26 04:12:20.000" "2019-02-26 04:18:20.002"
CAL_CRL618 "2019-02-26 04:18:20.002" "2019-02-26 04:21:20.002"
TransitionBlock "2019-02-26 04:21:20.002" "2019-02-26 04:21:40.002"
"Unused Time" "2019-02-26 04:21:40.002" "2019-02-26 04:25:40.002"
CAL_0552+398 "2019-02-26 04:25:40.002" "2019-02-26 04:28:40.002"
TransitionBlock "2019-02-26 04:28:40.002" "2019-02-26 04:29:40.002"
"Unused Time" "2019-02-26 04:29:40.002" "2019-02-26 04:31:00.002"
M31-pointing-2b "2019-02-26 04:31:00.002" "2019-02-26 05:12:40.002"
TransitionBlock "2019-02-26 05:12:40.002" "2019-02-26 05:13:20.002"
"Unused Time" "2019-02-26 05:13:20.002" "2019-02-26 05:15:00.004"
CAL_CRL618 "2019-02-26 05:15:00.004" "2019-02-26 05:18:00.004"
TransitionBlock "2019-02-26 05:18:00.004" "2019-02-26 05:18:40.004"
"Unused Time" "2019-02-26 05:18:40.004" "2019-02-26 05:22:00.004"
CAL_N2071IR "2019-02-26 05:22:00.004" "2019-02-26 05:25:00.004"
TransitionBlock "2019-02-26 05:25:00.004" "2019-02-26 05:25:40.004"
"Unused Time" "2019-02-26 05:25:40.004" "2019-02-26 05:26:00.004"
CAL_0552+398 "2019-02-26 05:26:00.004" "2019-02-26 05:29:00.004"
TransitionBlock "2019-02-26 05:29:00.004" "2019-02-26 05:29:40.004"
"Unused Time" "2019-02-26 05:29:40.004" "2019-02-26 05:33:40.005"
"Rosette Field 2" "2019-02-26 05:33:40.005" "2019-02-26 06:14:40.005"
TransitionBlock "2019-02-26 06:14:40.005" "2019-02-26 06:15:20.005"
"Unused Time" "2019-02-26 06:15:20.005" "2019-02-26 06:17:00.006"
CAL_CRL618 "2019-02-26 06:17:00.006" "2019-02-26 06:20:00.006"
TransitionBlock "2019-02-26 06:20:00.006" "2019-02-26 06:20:20.006"
"Unused Time" "2019-02-26 06:20:20.006" "2019-02-26 06:20:40.006"
CAL_0552+398 "2019-02-26 06:20:40.006" "2019-02-26 06:23:40.006"
TransitionBlock "2019-02-26 06:23:40.006" "2019-02-26 06:24:20.006"
"Unused Time" "2019-02-26 06:24:20.006" "2019-02-26 06:27:00.007"
CAL_N2071IR "2019-02-26 06:27:00.007" "2019-02-26 06:30:00.007"
TransitionBlock "2019-02-26 06:30:00.007" "2019-02-26 06:31:00.007"
"Unused Time" "2019-02-26 06:31:00.007" "2019-02-26 06:40:40.007"
STUDIES-1_offset_N2 "2019-02-26 06:40:40.007" "2019-02-26 07:11:40.007"
TransitionBlock "2019-02-26 07:11:40.007" "2019-02-26 07:13:00.007"
"Unused Time" "2019-02-26 07:13:00.007" "2019-02-26 07:15:00.008"
CAL_CRL618 "2019-02-26 07:15:00.008" "2019-02-26 07:18:00.008"
TransitionBlock "2019-02-26 07:18:00.008" "2019-02-26 07:18:20.008"
