target "start time (UTC)" "end time (UTC)"
"V370 And" "2019-04-04 03:30:00.000" "2019-04-04 04:01:00.000"
TransitionBlock "2019-04-04 04:01:00.000" "2019-04-04 04:01:40.000"
"Unused Time" "2019-04-04 04:01:40.000" "2019-04-04 04:18:20.002"
CAL_CRL618 "2019-04-04 04:18:20.002" "2019-04-04 04:21:20.002"
TransitionBlock "2019-04-04 04:21:20.002" "2019-04-04 04:22:20.002"
"Unused Time" "2019-04-04 04:22:20.002" "2019-04-04 04:25:40.002"
CAL_0829+046 "2019-04-04 04:25:40.002" "2019-04-04 04:28:40.002"
TransitionBlock "2019-04-04 04:28:40.002" "2019-04-04 04:29:40.002"
"Unused Time" "2019-04-04 04:29:40.002" "2019-04-04 04:37:20.002"
"IRAS 05090-1154" "2019-04-04 04:37:20.002" "2019-04-04 05:08:20.002"
TransitionBlock "2019-04-04 05:08:20.002" "2019-04-04 05:09:20.002"
"Unused Time" "2019-04-04 05:09:20.002" "2019-04-04 05:15:00.004"
CAL_CRL618 "2019-04-04 05:15:00.004" "2019-04-04 05:18:00.004"
TransitionBlock "2019-04-04 05:18:00.004" "2019-04-04 05:19:00.004"
"Unused Time" "2019-04-04 05:19:00.004" "2019-04-04 05:22:20.004"
CAL_IRC+10216 "2019-04-04 05:22:20.004" "2019-04-04 05:25:20.004"
TransitionBlock "2019-04-04 05:25:20.004" "2019-04-04 05:25:40.004"
"Unused Time" "2019-04-04 05:25:40.004" "2019-04-04 05:26:00.004"
CAL_0829+046 "2019-04-04 05:26:00.004" "2019-04-04 05:29:00.004"
TransitionBlock "2019-04-04 05:29:00.004" "2019-04-04 05:30:00.004"
"Unused Time" "2019-04-04 05:30:00.004" "2019-04-04 05:41:20.005"
"IRAS 05251-1244" "2019-04-04 05:41:20.005" "2019-04-04 06:12:20.005"
TransitionBlock "2019-04-04 06:12:20.005" "2019-04-04 06:13:20.005"
"Unused Time" "2019-04-04 06:13:20.005" "2019-04-04 06:17:00.006"
CAL_IRC+10216 "2019-04-04 06:17:00.006" "2019-04-04 06:20:00.006"
TransitionBlock "2019-04-04 06:20:00.006" "2019-04-04 06:20:20.006"
"Unused Time" "2019-04-04 06:20:20.006" "2019-04-04 06:20:40.006"
CAL_0829+046 "2019-04-04 06:20:40.006" "2019-04-04 06:23:40.006"
TransitionBlock "2019-04-04 06:23:40.006" "2019-04-04 06:24:40.006"
"Unused Time" "2019-04-04 06:24:40.006" "2019-04-04 06:27:00.007"
CAL_CRL618 "2019-04-04 06:27:00.007" "2019-04-04 06:30:00.007"
TransitionBlock "2019-04-04 06:30:00.007" "2019-04-04 06:30:20.007"
"Unused Time" "2019-04-04 06:30:20.007" "2019-04-04 06:38:40.007"
"IRAS 05073+5248" "2019-04-04 06:38:40.007" "2019-04-04 07:09:40.007"
TransitionBlock "2019-04-04 07:09:40.007" "2019-04-04 07:10:40.007"
"Unused Time" "2019-04-04 07:10:40.007" "2019-04-04 07:18:40.008"
CAL_0829+046 "2019-04-04 07:18:40.008" "2019-04-04 07:21:40.008"
TransitionBlock "2019-04-04 07:21:40.008" "2019-04-04 07:22:00.008"
"Unused Time" "2019-04-04 07:22:00.008" "2019-04-04 07:37:00.009"
STUDIES-1_offset_N2 "2019-04-04 07:37:00.009" "2019-04-04 08:08:00.009"
TransitionBlock "2019-04-04 08:08:00.009" "2019-04-04 08:08:20.009"
"Unused Time" "2019-04-04 08:08:20.009" "2019-04-04 08:18:40.011"
CAL_0829+046 "2019-04-04 08:18:40.011" "2019-04-04 08:21:40.011"
TransitionBlock "2019-04-04 08:21:40.011" "2019-04-04 08:22:00.011"
"Unused Time" "2019-04-04 08:22:00.011" "2019-04-04 08:25:20.011"
CAL_IRC+10216 "2019-04-04 08:25:20.011" "2019-04-04 08:28:20.011"
TransitionBlock "2019-04-04 08:28:20.011" "2019-04-04 08:29:20.011"
