target "start time (UTC)" "end time (UTC)"
"Unused Time" "2019-01-15 03:30:00.000" "2019-01-15 04:17:20.002"
CAL_CRL618 "2019-01-15 04:17:20.002" "2019-01-15 04:20:20.002"
TransitionBlock "2019-01-15 04:20:20.002" "2019-01-15 04:20:40.002"
"Unused Time" "2019-01-15 04:20:40.002" "2019-01-15 04:22:40.002"
CAL_0300+471 "2019-01-15 04:22:40.002" "2019-01-15 04:25:40.002"
TransitionBlock "2019-01-15 04:25:40.002" "2019-01-15 04:26:00.002"
"Unused Time" "2019-01-15 04:26:00.002" "2019-01-15 04:26:40.002"
CAL_CRL618 "2019-01-15 04:26:40.002" "2019-01-15 04:29:40.002"
"Unused Time" "2019-01-15 04:29:40.002" "2019-01-15 05:17:40.004"
CAL_CRL618 "2019-01-15 05:17:40.004" "2019-01-15 05:20:40.004"
CAL_CRL618 "2019-01-15 05:20:40.004" "2019-01-15 05:23:40.004"
TransitionBlock "2019-01-15 05:23:40.004" "2019-01-15 05:24:00.004"
"Unused Time" "2019-01-15 05:24:00.004" "2019-01-15 05:25:20.004"
CAL_0300+471 "2019-01-15 05:25:20.004" "2019-01-15 05:28:20.004"
TransitionBlock "2019-01-15 05:28:20.004" "2019-01-15 05:28:40.004"
"Unused Time" "2019-01-15 05:28:40.004" "2019-01-15 06:16:20.006"
CAL_CRL618 "2019-01-15 06:16:20.006" "2019-01-15 06:19:20.006"
"Unused Time" "2019-01-15 06:19:20.006" "2019-01-15 06:22:00.006"
CAL_CRL618 "2019-01-15 06:22:00.006" "2019-01-15 06:25:00.006"
TransitionBlock "2019-01-15 06:25:00.006" "2019-01-15 06:25:20.006"
"Unused Time" "2019-01-15 06:25:20.006" "2019-01-15 06:26:40.006"
CAL_0300+471 "2019-01-15 06:26:40.006" "2019-01-15 06:29:40.006"
TransitionBlock "2019-01-15 06:29:40.006" "2019-01-15 06:30:00.006"
"Unused Time" "2019-01-15 06:30:00.006" "2019-01-15 07:16:20.008"
CAL_CRL618 "2019-01-15 07:16:20.008" "2019-01-15 07:19:20.008"
TransitionBlock "2019-01-15 07:19:20.008" "2019-01-15 07:19:40.008"
"Unused Time" "2019-01-15 07:19:40.008" "2019-01-15 07:21:20.008"
CAL_0300+471 "2019-01-15 07:21:20.008" "2019-01-15 07:24:20.008"
TransitionBlock "2019-01-15 07:24:20.008" "2019-01-15 07:24:40.008"
"Unused Time" "2019-01-15 07:24:40.008" "2019-01-15 07:25:00.009"
CAL_CRL618 "2019-01-15 07:25:00.009" "2019-01-15 07:28:00.009"
TransitionBlock "2019-01-15 07:28:00.009" "2019-01-15 07:28:20.009"
"Unused Time" "2019-01-15 07:28:20.009" "2019-01-15 08:16:40.011"
CAL_0300+471 "2019-01-15 08:16:40.011" "2019-01-15 08:19:40.011"
TransitionBlock "2019-01-15 08:19:40.011" "2019-01-15 08:20:00.011"
"Unused Time" "2019-01-15 08:20:00.011" "2019-01-15 08:21:20.011"
CAL_CRL618 "2019-01-15 08:21:20.011" "2019-01-15 08:24:20.011"
"Unused Time" "2019-01-15 08:24:20.011" "2019-01-15 08:25:40.011"
CAL_CRL618 "2019-01-15 08:25:40.011" "2019-01-15 08:28:40.011"
"Unused Time" "2019-01-15 08:28:40.011" "2019-01-15 09:15:00.013"
CAL_CRL618 "2019-01-15 09:15:00.013" "2019-01-15 09:18:00.013"
TransitionBlock "2019-01-15 09:18:00.013" "2019-01-15 09:18:20.013"
"Unused Time" "2019-01-15 09:18:20.013" "2019-01-15 09:19:40.013"
CAL_0300+471 "2019-01-15 09:19:40.013" "2019-01-15 09:22:40.013"
TransitionBlock "2019-01-15 09:22:40.013" "2019-01-15 09:23:00.013"
"Unused Time" "2019-01-15 09:23:00.013" "2019-01-15 09:24:00.013"
CAL_CRL618 "2019-01-15 09:24:00.013" "2019-01-15 09:27:00.013"
"Unused Time" "2019-01-15 09:27:00.013" "2019-01-15 10:21:20.015"
CAL_CRL618 "2019-01-15 10:21:20.015" "2019-01-15 10:24:20.015"
CAL_CRL618 "2019-01-15 10:24:20.015" "2019-01-15 10:27:20.015"
TransitionBlock "2019-01-15 10:27:20.015" "2019-01-15 10:28:20.015"
"Unused Time" "2019-01-15 10:28:20.015" "2019-01-15 11:15:40.017"
CAL_IRC+10216 "2019-01-15 11:15:40.017" "2019-01-15 11:18:40.017"
TransitionBlock "2019-01-15 11:18:40.017" "2019-01-15 11:19:20.017"
"Unused Time" "2019-01-15 11:19:20.017" "2019-01-15 11:21:00.017"
CAL_0917+449 "2019-01-15 11:21:00.017" "2019-01-15 11:24:00.017"
"Unused Time" "2019-01-15 11:24:00.017" "2019-01-15 12:20:20.019"
CAL_0917+449 "2019-01-15 12:20:20.019" "2019-01-15 12:23:20.019"
TransitionBlock "2019-01-15 12:23:20.019" "2019-01-15 12:24:40.019"
"Unused Time" "2019-01-15 12:24:40.019" "2019-01-15 12:45:40.020"
"IRAS 10329-3918" "2019-01-15 12:45:40.020" "2019-01-15 13:13:40.020"
TransitionBlock "2019-01-15 13:13:40.020" "2019-01-15 13:14:40.020"
"Unused Time" "2019-01-15 13:14:40.020" "2019-01-15 13:16:00.021"
CAL_IRC+10216 "2019-01-15 13:16:00.021" "2019-01-15 13:19:00.021"
TransitionBlock "2019-01-15 13:19:00.021" "2019-01-15 13:19:40.021"
"Unused Time" "2019-01-15 13:19:40.021" "2019-01-15 13:21:00.022"
CAL_0917+449 "2019-01-15 13:21:00.022" "2019-01-15 13:24:00.022"
TransitionBlock "2019-01-15 13:24:00.022" "2019-01-15 13:25:20.022"
"Unused Time" "2019-01-15 13:25:20.022" "2019-01-15 13:46:00.023"
"IRAS 12106-3350" "2019-01-15 13:46:00.023" "2019-01-15 14:14:00.023"
TransitionBlock "2019-01-15 14:14:00.023" "2019-01-15 14:15:00.023"
"Unused Time" "2019-01-15 14:15:00.023" "2019-01-15 14:16:00.024"
CAL_IRC+10216 "2019-01-15 14:16:00.024" "2019-01-15 14:19:00.024"
TransitionBlock "2019-01-15 14:19:00.024" "2019-01-15 14:19:40.024"
"Unused Time" "2019-01-15 14:19:40.024" "2019-01-15 14:20:00.024"
CAL_0917+449 "2019-01-15 14:20:00.024" "2019-01-15 14:23:00.024"
TransitionBlock "2019-01-15 14:23:00.024" "2019-01-15 14:24:20.024"
"Unused Time" "2019-01-15 14:24:20.024" "2019-01-15 14:27:00.024"
CAL_Arp220 "2019-01-15 14:27:00.024" "2019-01-15 14:30:00.024"
TransitionBlock "2019-01-15 14:30:00.024" "2019-01-15 14:30:20.024"
"Unused Time" "2019-01-15 14:30:20.024" "2019-01-15 14:40:00.025"
"IRAS 15566+3609" "2019-01-15 14:40:00.025" "2019-01-15 15:08:00.025"
TransitionBlock "2019-01-15 15:08:00.025" "2019-01-15 15:09:00.025"
"Unused Time" "2019-01-15 15:09:00.025" "2019-01-15 15:15:00.026"
CAL_0917+449 "2019-01-15 15:15:00.026" "2019-01-15 15:18:00.026"
TransitionBlock "2019-01-15 15:18:00.026" "2019-01-15 15:19:20.026"
"Unused Time" "2019-01-15 15:19:20.026" "2019-01-15 15:19:40.026"
CAL_Arp220 "2019-01-15 15:19:40.026" "2019-01-15 15:22:40.026"
TransitionBlock "2019-01-15 15:22:40.026" "2019-01-15 15:24:00.026"
"Unused Time" "2019-01-15 15:24:00.026" "2019-01-15 15:26:40.026"
CAL_IRC+10216 "2019-01-15 15:26:40.026" "2019-01-15 15:29:40.026"
TransitionBlock "2019-01-15 15:29:40.026" "2019-01-15 15:31:00.026"
"Unused Time" "2019-01-15 15:31:00.026" "2019-01-15 15:45:40.027"
"IRAS 14020-3515" "2019-01-15 15:45:40.027" "2019-01-15 16:13:40.027"
TransitionBlock "2019-01-15 16:13:40.027" "2019-01-15 16:14:40.027"
"Unused Time" "2019-01-15 16:14:40.027" "2019-01-15 16:16:40.028"
CAL_Arp220 "2019-01-15 16:16:40.028" "2019-01-15 16:19:40.028"
TransitionBlock "2019-01-15 16:19:40.028" "2019-01-15 16:21:00.028"
"Unused Time" "2019-01-15 16:21:00.028" "2019-01-15 16:22:00.028"
CAL_IRC+10216 "2019-01-15 16:22:00.028" "2019-01-15 16:25:00.028"
TransitionBlock "2019-01-15 16:25:00.028" "2019-01-15 16:25:40.028"
"Unused Time" "2019-01-15 16:25:40.028" "2019-01-15 16:27:00.000"
CAL_0917+449 "2019-01-15 16:27:00.000" "2019-01-15 16:30:00.000"
