target "start time (UTC)" "end time (UTC)"
"Unused Time" "2019-07-31 03:30:00.000" "2019-07-31 04:17:20.002"
CAL_16293-2422 "2019-07-31 04:17:20.002" "2019-07-31 04:20:20.002"
TransitionBlock "2019-07-31 04:20:20.002" "2019-07-31 04:21:20.002"
"Unused Time" "2019-07-31 04:21:20.002" "2019-07-31 04:22:40.002"
CAL_1611+343 "2019-07-31 04:22:40.002" "2019-07-31 04:25:40.002"
TransitionBlock "2019-07-31 04:25:40.002" "2019-07-31 04:26:00.002"
"Unused Time" "2019-07-31 04:26:00.002" "2019-07-31 04:26:40.002"
CAL_Arp220 "2019-07-31 04:26:40.002" "2019-07-31 04:29:40.002"
TransitionBlock "2019-07-31 04:29:40.002" "2019-07-31 04:30:00.002"
"Unused Time" "2019-07-31 04:30:00.002" "2019-07-31 05:17:40.004"
CAL_1611+343 "2019-07-31 05:17:40.004" "2019-07-31 05:20:40.004"
TransitionBlock "2019-07-31 05:20:40.004" "2019-07-31 05:21:40.004"
"Unused Time" "2019-07-31 05:21:40.004" "2019-07-31 05:25:20.004"
CAL_16293-2422 "2019-07-31 05:25:20.004" "2019-07-31 05:28:20.004"
"Unused Time" "2019-07-31 05:28:20.004" "2019-07-31 06:16:20.006"
CAL_16293-2422 "2019-07-31 06:16:20.006" "2019-07-31 06:19:20.006"
TransitionBlock "2019-07-31 06:19:20.006" "2019-07-31 06:20:20.006"
"Unused Time" "2019-07-31 06:20:20.006" "2019-07-31 06:22:00.006"
CAL_Arp220 "2019-07-31 06:22:00.006" "2019-07-31 06:25:00.006"
TransitionBlock "2019-07-31 06:25:00.006" "2019-07-31 06:25:20.006"
"Unused Time" "2019-07-31 06:25:20.006" "2019-07-31 06:26:40.006"
CAL_1611+343 "2019-07-31 06:26:40.006" "2019-07-31 06:29:40.006"
TransitionBlock "2019-07-31 06:29:40.006" "2019-07-31 06:30:40.006"
"Unused Time" "2019-07-31 06:30:40.006" "2019-07-31 07:16:20.008"
CAL_16293-2422 "2019-07-31 07:16:20.008" "2019-07-31 07:19:20.008"
TransitionBlock "2019-07-31 07:19:20.008" "2019-07-31 07:20:20.008"
