target "start time (UTC)" "end time (UTC)"
NGC2024 "2019-04-23 03:30:00.000" "2019-04-23 04:12:00.000"
TransitionBlock "2019-04-23 04:12:00.000" "2019-04-23 04:13:00.000"
"Unused Time" "2019-04-23 04:13:00.000" "2019-04-23 04:18:20.002"
CAL_IRC+10216 "2019-04-23 04:18:20.002" "2019-04-23 04:21:20.002"
TransitionBlock "2019-04-23 04:21:20.002" "2019-04-23 04:22:00.002"
"Unused Time" "2019-04-23 04:22:00.002" "2019-04-23 04:25:40.002"
CAL_0917+449 "2019-04-23 04:25:40.002" "2019-04-23 04:28:40.002"
TransitionBlock "2019-04-23 04:28:40.002" "2019-04-23 04:29:40.002"
"Unused Time" "2019-04-23 04:29:40.002" "2019-04-23 04:31:20.002"
"NGC 2071" "2019-04-23 04:31:20.002" "2019-04-23 05:13:20.002"
TransitionBlock "2019-04-23 05:13:20.002" "2019-04-23 05:14:20.002"
"Unused Time" "2019-04-23 05:14:20.002" "2019-04-23 05:15:00.004"
CAL_IRC+10216 "2019-04-23 05:15:00.004" "2019-04-23 05:18:00.004"
TransitionBlock "2019-04-23 05:18:00.004" "2019-04-23 05:18:40.004"
"Unused Time" "2019-04-23 05:18:40.004" "2019-04-23 05:26:00.004"
CAL_0917+449 "2019-04-23 05:26:00.004" "2019-04-23 05:29:00.004"
"Unused Time" "2019-04-23 05:29:00.004" "2019-04-23 06:20:40.006"
CAL_0917+449 "2019-04-23 06:20:40.006" "2019-04-23 06:23:40.006"
"Unused Time" "2019-04-23 06:23:40.006" "2019-04-23 07:18:40.008"
CAL_0917+449 "2019-04-23 07:18:40.008" "2019-04-23 07:21:40.008"
TransitionBlock "2019-04-23 07:21:40.008" "2019-04-23 07:22:20.008"
"Unused Time" "2019-04-23 07:22:20.008" "2019-04-23 07:24:40.009"
CAL_IRC+10216 "2019-04-23 07:24:40.009" "2019-04-23 07:27:40.009"
TransitionBlock "2019-04-23 07:27:40.009" "2019-04-23 07:28:20.009"
"Unused Time" "2019-04-23 07:28:20.009" "2019-04-23 08:18:40.011"
CAL_0917+449 "2019-04-23 08:18:40.011" "2019-04-23 08:21:40.011"
TransitionBlock "2019-04-23 08:21:40.011" "2019-04-23 08:23:00.011"
"Unused Time" "2019-04-23 08:23:00.011" "2019-04-23 08:25:20.011"
CAL_Arp220 "2019-04-23 08:25:20.011" "2019-04-23 08:28:20.011"
TransitionBlock "2019-04-23 08:28:20.011" "2019-04-23 08:29:40.011"
"Unused Time" "2019-04-23 08:29:40.011" "2019-04-23 09:15:20.013"
CAL_IRC+10216 "2019-04-23 09:15:20.013" "2019-04-23 09:18:20.013"
TransitionBlock "2019-04-23 09:18:20.013" "2019-04-23 09:19:00.013"
"Unused Time" "2019-04-23 09:19:00.013" "2019-04-23 09:19:20.013"
CAL_0917+449 "2019-04-23 09:19:20.013" "2019-04-23 09:22:20.013"
TransitionBlock "2019-04-23 09:22:20.013" "2019-04-23 09:23:40.013"
"Unused Time" "2019-04-23 09:23:40.013" "2019-04-23 09:27:00.013"
CAL_Arp220 "2019-04-23 09:27:00.013" "2019-04-23 09:30:00.013"
"Unused Time" "2019-04-23 09:30:00.013" "2019-04-23 10:18:20.015"
CAL_Arp220 "2019-04-23 10:18:20.015" "2019-04-23 10:21:20.015"
TransitionBlock "2019-04-23 10:21:20.015" "2019-04-23 10:22:20.015"
"Unused Time" "2019-04-23 10:22:20.015" "2019-04-23 10:32:20.015"
NEP-15 "2019-04-23 10:32:20.015" "2019-04-23 11:14:00.015"
TransitionBlock "2019-04-23 11:14:00.015" "2019-04-23 11:14:20.015"
"Unused Time" "2019-04-23 11:14:20.015" "2019-04-23 11:16:00.017"
CAL_1823+568 "2019-04-23 11:16:00.017" "2019-04-23 11:19:00.017"
TransitionBlock "2019-04-23 11:19:00.017" "2019-04-23 11:20:00.017"
"Unused Time" "2019-04-23 11:20:00.017" "2019-04-23 11:23:00.017"
CAL_G34.3 "2019-04-23 11:23:00.017" "2019-04-23 11:26:00.017"
TransitionBlock "2019-04-23 11:26:00.017" "2019-04-23 11:27:00.017"
"Unused Time" "2019-04-23 11:27:00.017" "2019-04-23 11:27:40.018"
NEP-16 "2019-04-23 11:27:40.018" "2019-04-23 12:09:20.018"
TransitionBlock "2019-04-23 12:09:20.018" "2019-04-23 12:09:40.018"
"Unused Time" "2019-04-23 12:09:40.018" "2019-04-23 12:18:40.019"
CAL_1823+568 "2019-04-23 12:18:40.019" "2019-04-23 12:21:40.019"
TransitionBlock "2019-04-23 12:21:40.019" "2019-04-23 12:22:40.019"
"Unused Time" "2019-04-23 12:22:40.019" "2019-04-23 12:24:20.020"
CAL_G34.3 "2019-04-23 12:24:20.020" "2019-04-23 12:27:20.020"
TransitionBlock "2019-04-23 12:27:20.020" "2019-04-23 12:28:20.020"
"Unused Time" "2019-04-23 12:28:20.020" "2019-04-23 12:31:40.020"
NEP-15 "2019-04-23 12:31:40.020" "2019-04-23 13:13:20.020"
TransitionBlock "2019-04-23 13:13:20.020" "2019-04-23 13:14:20.020"
"Unused Time" "2019-04-23 13:14:20.020" "2019-04-23 13:16:20.022"
CAL_G34.3 "2019-04-23 13:16:20.022" "2019-04-23 13:19:20.022"
TransitionBlock "2019-04-23 13:19:20.022" "2019-04-23 13:20:00.022"
"Unused Time" "2019-04-23 13:20:00.022" "2019-04-23 13:21:20.022"
CAL_MWC349 "2019-04-23 13:21:20.022" "2019-04-23 13:24:20.022"
TransitionBlock "2019-04-23 13:24:20.022" "2019-04-23 13:25:00.022"
"Unused Time" "2019-04-23 13:25:00.022" "2019-04-23 13:25:20.022"
CAL_1823+568 "2019-04-23 13:25:20.022" "2019-04-23 13:28:20.022"
TransitionBlock "2019-04-23 13:28:20.022" "2019-04-23 13:28:40.022"
"Unused Time" "2019-04-23 13:28:40.022" "2019-04-23 13:31:00.022"
NEP-15 "2019-04-23 13:31:00.022" "2019-04-23 14:12:40.022"
TransitionBlock "2019-04-23 14:12:40.022" "2019-04-23 14:13:20.022"
"Unused Time" "2019-04-23 14:13:20.022" "2019-04-23 14:15:00.024"
CAL_MWC349 "2019-04-23 14:15:00.024" "2019-04-23 14:18:00.024"
TransitionBlock "2019-04-23 14:18:00.024" "2019-04-23 14:18:40.024"
"Unused Time" "2019-04-23 14:18:40.024" "2019-04-23 14:20:00.024"
CAL_G34.3 "2019-04-23 14:20:00.024" "2019-04-23 14:23:00.024"
TransitionBlock "2019-04-23 14:23:00.024" "2019-04-23 14:24:00.024"
"Unused Time" "2019-04-23 14:24:00.024" "2019-04-23 14:26:00.024"
CAL_1823+568 "2019-04-23 14:26:00.024" "2019-04-23 14:29:00.024"
TransitionBlock "2019-04-23 14:29:00.024" "2019-04-23 14:29:20.024"
NEP-15 "2019-04-23 14:29:20.024" "2019-04-23 15:11:00.024"
TransitionBlock "2019-04-23 15:11:00.024" "2019-04-23 15:12:00.024"
"Unused Time" "2019-04-23 15:12:00.024" "2019-04-23 15:16:40.026"
CAL_G34.3 "2019-04-23 15:16:40.026" "2019-04-23 15:19:40.026"
TransitionBlock "2019-04-23 15:19:40.026" "2019-04-23 15:20:20.026"
"Unused Time" "2019-04-23 15:20:20.026" "2019-04-23 15:22:00.026"
CAL_MWC349 "2019-04-23 15:22:00.026" "2019-04-23 15:25:00.026"
TransitionBlock "2019-04-23 15:25:00.026" "2019-04-23 15:25:40.026"
"Unused Time" "2019-04-23 15:25:40.026" "2019-04-23 15:26:40.026"
CAL_1823+568 "2019-04-23 15:26:40.026" "2019-04-23 15:29:40.026"
TransitionBlock "2019-04-23 15:29:40.026" "2019-04-23 15:30:00.026"
"Unused Time" "2019-04-23 15:30:00.026" "2019-04-23 15:30:40.026"
NEP-15 "2019-04-23 15:30:40.026" "2019-04-23 16:12:20.026"
TransitionBlock "2019-04-23 16:12:20.026" "2019-04-23 16:13:00.026"
"Unused Time" "2019-04-23 16:13:00.026" "2019-04-23 16:18:40.028"
CAL_MWC349 "2019-04-23 16:18:40.028" "2019-04-23 16:21:40.028"
TransitionBlock "2019-04-23 16:21:40.028" "2019-04-23 16:22:20.028"
"Unused Time" "2019-04-23 16:22:20.028" "2019-04-23 16:24:40.028"
CAL_1823+568 "2019-04-23 16:24:40.028" "2019-04-23 16:27:40.028"
TransitionBlock "2019-04-23 16:27:40.028" "2019-04-23 16:28:00.028"
"Unused Time" "2019-04-23 16:28:00.028" "2019-04-23 16:31:20.029"
NEP-16 "2019-04-23 16:31:20.029" "2019-04-23 17:13:00.029"
TransitionBlock "2019-04-23 17:13:00.029" "2019-04-23 17:13:40.029"
"Unused Time" "2019-04-23 17:13:40.029" "2019-04-23 17:17:40.030"
CAL_MWC349 "2019-04-23 17:17:40.030" "2019-04-23 17:20:40.030"
TransitionBlock "2019-04-23 17:20:40.030" "2019-04-23 17:21:20.030"
"Unused Time" "2019-04-23 17:21:20.030" "2019-04-23 17:21:40.030"
CAL_G34.3 "2019-04-23 17:21:40.030" "2019-04-23 17:24:40.030"
TransitionBlock "2019-04-23 17:24:40.030" "2019-04-23 17:25:40.030"
"Unused Time" "2019-04-23 17:25:40.030" "2019-04-23 17:26:00.031"
CAL_1823+568 "2019-04-23 17:26:00.031" "2019-04-23 17:29:00.031"
TransitionBlock "2019-04-23 17:29:00.031" "2019-04-23 17:29:20.031"
"Unused Time" "2019-04-23 17:29:20.031" "2019-04-23 17:29:40.031"
NEP-17 "2019-04-23 17:29:40.031" "2019-04-23 18:11:20.031"
TransitionBlock "2019-04-23 18:11:20.031" "2019-04-23 18:12:00.031"
"Unused Time" "2019-04-23 18:12:00.031" "2019-04-23 18:15:20.032"
CAL_MWC349 "2019-04-23 18:15:20.032" "2019-04-23 18:18:20.032"
TransitionBlock "2019-04-23 18:18:20.032" "2019-04-23 18:19:00.032"
"Unused Time" "2019-04-23 18:19:00.032" "2019-04-23 18:19:20.033"
CAL_G34.3 "2019-04-23 18:19:20.033" "2019-04-23 18:22:20.033"
TransitionBlock "2019-04-23 18:22:20.033" "2019-04-23 18:23:20.033"
"Unused Time" "2019-04-23 18:23:20.033" "2019-04-23 18:23:40.033"
CAL_1823+568 "2019-04-23 18:23:40.033" "2019-04-23 18:26:40.033"
TransitionBlock "2019-04-23 18:26:40.033" "2019-04-23 18:27:20.033"
"Unused Time" "2019-04-23 18:27:20.033" "2019-04-23 19:18:20.035"
CAL_MWC349 "2019-04-23 19:18:20.035" "2019-04-23 19:21:20.035"
TransitionBlock "2019-04-23 19:21:20.035" "2019-04-23 19:22:40.035"
"Unused Time" "2019-04-23 19:22:40.035" "2019-04-23 19:34:40.035"
XMM-LSS-037 "2019-04-23 19:34:40.035" "2019-04-23 20:16:20.035"
TransitionBlock "2019-04-23 20:16:20.035" "2019-04-23 20:17:40.035"
"Unused Time" "2019-04-23 20:17:40.035" "2019-04-23 20:27:00.000"
CAL_MWC349 "2019-04-23 20:27:00.000" "2019-04-23 20:30:00.000"
