target "start time (UTC)" "end time (UTC)"
"STUDIES-SXDS offset E1 15" "2019-03-21 03:30:00.000" "2019-03-21 04:01:00.000"
TransitionBlock "2019-03-21 04:01:00.000" "2019-03-21 04:02:00.000"
"Unused Time" "2019-03-21 04:02:00.000" "2019-03-21 04:18:20.002"
CAL_CRL618 "2019-03-21 04:18:20.002" "2019-03-21 04:21:20.002"
TransitionBlock "2019-03-21 04:21:20.002" "2019-03-21 04:22:20.002"
"Unused Time" "2019-03-21 04:22:20.002" "2019-03-21 04:25:40.002"
CAL_0736+017 "2019-03-21 04:25:40.002" "2019-03-21 04:28:40.002"
TransitionBlock "2019-03-21 04:28:40.002" "2019-03-21 04:29:20.002"
"Unused Time" "2019-03-21 04:29:20.002" "2019-03-21 04:37:00.002"
STUDIES-1_offset_N2 "2019-03-21 04:37:00.002" "2019-03-21 05:08:00.002"
TransitionBlock "2019-03-21 05:08:00.002" "2019-03-21 05:09:20.002"
"Unused Time" "2019-03-21 05:09:20.002" "2019-03-21 05:15:00.004"
CAL_CRL618 "2019-03-21 05:15:00.004" "2019-03-21 05:18:00.004"
TransitionBlock "2019-03-21 05:18:00.004" "2019-03-21 05:19:00.004"
"Unused Time" "2019-03-21 05:19:00.004" "2019-03-21 05:22:20.004"
CAL_OH231.8 "2019-03-21 05:22:20.004" "2019-03-21 05:25:20.004"
TransitionBlock "2019-03-21 05:25:20.004" "2019-03-21 05:25:40.004"
"Unused Time" "2019-03-21 05:25:40.004" "2019-03-21 05:26:00.004"
CAL_0736+017 "2019-03-21 05:26:00.004" "2019-03-21 05:29:00.004"
TransitionBlock "2019-03-21 05:29:00.004" "2019-03-21 05:29:40.004"
"Unused Time" "2019-03-21 05:29:40.004" "2019-03-21 05:43:20.005"
STUDIES-1_offset_N2 "2019-03-21 05:43:20.005" "2019-03-21 06:14:20.005"
TransitionBlock "2019-03-21 06:14:20.005" "2019-03-21 06:15:40.005"
"Unused Time" "2019-03-21 06:15:40.005" "2019-03-21 06:16:20.006"
CAL_CRL618 "2019-03-21 06:16:20.006" "2019-03-21 06:19:20.006"
TransitionBlock "2019-03-21 06:19:20.006" "2019-03-21 06:20:20.006"
"Unused Time" "2019-03-21 06:20:20.006" "2019-03-21 06:20:40.006"
CAL_0736+017 "2019-03-21 06:20:40.006" "2019-03-21 06:23:40.006"
TransitionBlock "2019-03-21 06:23:40.006" "2019-03-21 06:24:00.006"
"Unused Time" "2019-03-21 06:24:00.006" "2019-03-21 06:27:00.007"
CAL_OH231.8 "2019-03-21 06:27:00.007" "2019-03-21 06:30:00.007"
TransitionBlock "2019-03-21 06:30:00.007" "2019-03-21 06:30:40.007"
"Unused Time" "2019-03-21 06:30:40.007" "2019-03-21 06:40:40.007"
