target "start time (UTC)" "end time (UTC)"
"Unused Time" "2019-01-06 03:30:00.000" "2019-01-06 04:17:20.002"
CAL_CRL618 "2019-01-06 04:17:20.002" "2019-01-06 04:20:20.002"
TransitionBlock "2019-01-06 04:20:20.002" "2019-01-06 04:21:00.002"
"Unused Time" "2019-01-06 04:21:00.002" "2019-01-06 04:22:40.002"
CAL_0219+428 "2019-01-06 04:22:40.002" "2019-01-06 04:25:40.002"
TransitionBlock "2019-01-06 04:25:40.002" "2019-01-06 04:26:00.002"
"Unused Time" "2019-01-06 04:26:00.002" "2019-01-06 04:26:40.002"
CAL_W3(OH) "2019-01-06 04:26:40.002" "2019-01-06 04:29:40.002"
TransitionBlock "2019-01-06 04:29:40.002" "2019-01-06 04:30:20.002"
"Unused Time" "2019-01-06 04:30:20.002" "2019-01-06 05:17:40.004"
CAL_CRL618 "2019-01-06 05:17:40.004" "2019-01-06 05:20:40.004"
TransitionBlock "2019-01-06 05:20:40.004" "2019-01-06 05:21:20.004"
CAL_W3(OH) "2019-01-06 05:21:20.004" "2019-01-06 05:24:20.004"
TransitionBlock "2019-01-06 05:24:20.004" "2019-01-06 05:24:40.004"
"Unused Time" "2019-01-06 05:24:40.004" "2019-01-06 05:25:20.004"
CAL_0219+428 "2019-01-06 05:25:20.004" "2019-01-06 05:28:20.004"
TransitionBlock "2019-01-06 05:28:20.004" "2019-01-06 05:29:00.004"
"Unused Time" "2019-01-06 05:29:00.004" "2019-01-06 05:33:20.005"
"IRAS 05411+6957" "2019-01-06 05:33:20.005" "2019-01-06 06:01:20.005"
TransitionBlock "2019-01-06 06:01:20.005" "2019-01-06 06:01:40.005"
"Unused Time" "2019-01-06 06:01:40.005" "2019-01-06 06:16:20.006"
CAL_W3(OH) "2019-01-06 06:16:20.006" "2019-01-06 06:19:20.006"
TransitionBlock "2019-01-06 06:19:20.006" "2019-01-06 06:20:00.006"
"Unused Time" "2019-01-06 06:20:00.006" "2019-01-06 06:22:00.006"
CAL_CRL618 "2019-01-06 06:22:00.006" "2019-01-06 06:25:00.006"
TransitionBlock "2019-01-06 06:25:00.006" "2019-01-06 06:25:40.006"
"Unused Time" "2019-01-06 06:25:40.006" "2019-01-06 06:26:40.006"
CAL_0219+428 "2019-01-06 06:26:40.006" "2019-01-06 06:29:40.006"
TransitionBlock "2019-01-06 06:29:40.006" "2019-01-06 06:30:20.006"
"Unused Time" "2019-01-06 06:30:20.006" "2019-01-06 06:43:40.007"
"IRAS 05559+7430" "2019-01-06 06:43:40.007" "2019-01-06 07:11:40.007"
TransitionBlock "2019-01-06 07:11:40.007" "2019-01-06 07:12:00.007"
"Unused Time" "2019-01-06 07:12:00.007" "2019-01-06 07:16:20.008"
CAL_W3(OH) "2019-01-06 07:16:20.008" "2019-01-06 07:19:20.008"
TransitionBlock "2019-01-06 07:19:20.008" "2019-01-06 07:19:40.008"
