target "start time (UTC)" "end time (UTC)"
XMM-LSS-034 "2019-03-17 03:30:00.000" "2019-03-17 04:11:40.000"
TransitionBlock "2019-03-17 04:11:40.000" "2019-03-17 04:12:20.000"
"Unused Time" "2019-03-17 04:12:20.000" "2019-03-17 04:18:20.002"
CAL_V883Ori "2019-03-17 04:18:20.002" "2019-03-17 04:21:20.002"
TransitionBlock "2019-03-17 04:21:20.002" "2019-03-17 04:22:00.002"
CAL_OH231.8 "2019-03-17 04:22:00.002" "2019-03-17 04:25:00.002"
TransitionBlock "2019-03-17 04:25:00.002" "2019-03-17 04:25:20.002"
"Unused Time" "2019-03-17 04:25:20.002" "2019-03-17 04:25:40.002"
CAL_0736+017 "2019-03-17 04:25:40.002" "2019-03-17 04:28:40.002"
TransitionBlock "2019-03-17 04:28:40.002" "2019-03-17 04:29:20.002"
"Unused Time" "2019-03-17 04:29:20.002" "2019-03-17 05:15:00.004"
CAL_V883Ori "2019-03-17 05:15:00.004" "2019-03-17 05:18:00.004"
TransitionBlock "2019-03-17 05:18:00.004" "2019-03-17 05:18:40.004"
"Unused Time" "2019-03-17 05:18:40.004" "2019-03-17 05:22:20.004"
CAL_OH231.8 "2019-03-17 05:22:20.004" "2019-03-17 05:25:20.004"
TransitionBlock "2019-03-17 05:25:20.004" "2019-03-17 05:25:40.004"
"Unused Time" "2019-03-17 05:25:40.004" "2019-03-17 05:26:00.004"
CAL_0736+017 "2019-03-17 05:26:00.004" "2019-03-17 05:29:00.004"
TransitionBlock "2019-03-17 05:29:00.004" "2019-03-17 05:29:20.004"
"Unused Time" "2019-03-17 05:29:20.004" "2019-03-17 06:17:00.006"
CAL_OH231.8 "2019-03-17 06:17:00.006" "2019-03-17 06:20:00.006"
TransitionBlock "2019-03-17 06:20:00.006" "2019-03-17 06:20:20.006"
"Unused Time" "2019-03-17 06:20:20.006" "2019-03-17 06:20:40.006"
CAL_0736+017 "2019-03-17 06:20:40.006" "2019-03-17 06:23:40.006"
TransitionBlock "2019-03-17 06:23:40.006" "2019-03-17 06:24:20.006"
"Unused Time" "2019-03-17 06:24:20.006" "2019-03-17 06:27:00.007"
CAL_V883Ori "2019-03-17 06:27:00.007" "2019-03-17 06:30:00.007"
TransitionBlock "2019-03-17 06:30:00.007" "2019-03-17 06:30:40.007"
"Unused Time" "2019-03-17 06:30:40.007" "2019-03-17 07:15:00.008"
CAL_OH231.8 "2019-03-17 07:15:00.008" "2019-03-17 07:18:00.008"
TransitionBlock "2019-03-17 07:18:00.008" "2019-03-17 07:18:20.008"
"Unused Time" "2019-03-17 07:18:20.008" "2019-03-17 07:18:40.008"
CAL_0736+017 "2019-03-17 07:18:40.008" "2019-03-17 07:21:40.008"
TransitionBlock "2019-03-17 07:21:40.008" "2019-03-17 07:22:20.008"
"Unused Time" "2019-03-17 07:22:20.008" "2019-03-17 07:24:40.009"
CAL_V883Ori "2019-03-17 07:24:40.009" "2019-03-17 07:27:40.009"
TransitionBlock "2019-03-17 07:27:40.009" "2019-03-17 07:28:20.009"
"Unused Time" "2019-03-17 07:28:20.009" "2019-03-17 08:18:40.011"
CAL_0736+017 "2019-03-17 08:18:40.011" "2019-03-17 08:21:40.011"
TransitionBlock "2019-03-17 08:21:40.011" "2019-03-17 08:22:00.011"
"Unused Time" "2019-03-17 08:22:00.011" "2019-03-17 08:25:20.011"
CAL_OH231.8 "2019-03-17 08:25:20.011" "2019-03-17 08:28:20.011"
TransitionBlock "2019-03-17 08:28:20.011" "2019-03-17 08:28:40.011"
"Unused Time" "2019-03-17 08:28:40.011" "2019-03-17 09:19:20.013"
CAL_0736+017 "2019-03-17 09:19:20.013" "2019-03-17 09:22:20.013"
TransitionBlock "2019-03-17 09:22:20.013" "2019-03-17 09:22:40.013"
"Unused Time" "2019-03-17 09:22:40.013" "2019-03-17 09:27:00.013"
CAL_OH231.8 "2019-03-17 09:27:00.013" "2019-03-17 09:30:00.013"
TransitionBlock "2019-03-17 09:30:00.013" "2019-03-17 09:32:00.013"
"Unused Time" "2019-03-17 09:32:00.013" "2019-03-17 11:16:40.017"
CAL_Arp220 "2019-03-17 11:16:40.017" "2019-03-17 11:19:40.017"
TransitionBlock "2019-03-17 11:19:40.017" "2019-03-17 11:20:00.017"
"Unused Time" "2019-03-17 11:20:00.017" "2019-03-17 11:22:00.017"
CAL_1633+382 "2019-03-17 11:22:00.017" "2019-03-17 11:25:00.017"
TransitionBlock "2019-03-17 11:25:00.017" "2019-03-17 11:25:20.017"
"Unused Time" "2019-03-17 11:25:20.017" "2019-03-17 12:18:40.019"
CAL_Arp220 "2019-03-17 12:18:40.019" "2019-03-17 12:21:40.019"
TransitionBlock "2019-03-17 12:21:40.019" "2019-03-17 12:22:00.019"
"Unused Time" "2019-03-17 12:22:00.019" "2019-03-17 12:24:20.020"
CAL_1633+382 "2019-03-17 12:24:20.020" "2019-03-17 12:27:20.020"
TransitionBlock "2019-03-17 12:27:20.020" "2019-03-17 12:28:00.020"
"Unused Time" "2019-03-17 12:28:00.020" "2019-03-17 12:32:40.020"
NEP-21 "2019-03-17 12:32:40.020" "2019-03-17 13:14:20.020"
TransitionBlock "2019-03-17 13:14:20.020" "2019-03-17 13:15:00.020"
"Unused Time" "2019-03-17 13:15:00.020" "2019-03-17 13:16:20.022"
CAL_1633+382 "2019-03-17 13:16:20.022" "2019-03-17 13:19:20.022"
TransitionBlock "2019-03-17 13:19:20.022" "2019-03-17 13:19:40.022"
"Unused Time" "2019-03-17 13:19:40.022" "2019-03-17 13:25:20.022"
CAL_Arp220 "2019-03-17 13:25:20.022" "2019-03-17 13:28:20.022"
TransitionBlock "2019-03-17 13:28:20.022" "2019-03-17 13:29:20.022"
"Unused Time" "2019-03-17 13:29:20.022" "2019-03-17 13:30:20.022"
NEP-17 "2019-03-17 13:30:20.022" "2019-03-17 14:12:00.022"
TransitionBlock "2019-03-17 14:12:00.022" "2019-03-17 14:13:00.022"
"Unused Time" "2019-03-17 14:13:00.022" "2019-03-17 14:20:00.024"
CAL_G34.3 "2019-03-17 14:20:00.024" "2019-03-17 14:23:00.024"
TransitionBlock "2019-03-17 14:23:00.024" "2019-03-17 14:24:00.024"
"Unused Time" "2019-03-17 14:24:00.024" "2019-03-17 14:26:00.024"
CAL_1633+382 "2019-03-17 14:26:00.024" "2019-03-17 14:29:00.024"
TransitionBlock "2019-03-17 14:29:00.024" "2019-03-17 14:29:40.024"
"Unused Time" "2019-03-17 14:29:40.024" "2019-03-17 14:31:40.024"
NEP-15 "2019-03-17 14:31:40.024" "2019-03-17 15:13:20.024"
TransitionBlock "2019-03-17 15:13:20.024" "2019-03-17 15:14:00.024"
"Unused Time" "2019-03-17 15:14:00.024" "2019-03-17 15:16:40.026"
CAL_1633+382 "2019-03-17 15:16:40.026" "2019-03-17 15:19:40.026"
TransitionBlock "2019-03-17 15:19:40.026" "2019-03-17 15:20:00.026"
"Unused Time" "2019-03-17 15:20:00.026" "2019-03-17 15:22:00.026"
CAL_Arp220 "2019-03-17 15:22:00.026" "2019-03-17 15:25:00.026"
TransitionBlock "2019-03-17 15:25:00.026" "2019-03-17 15:26:00.026"
"Unused Time" "2019-03-17 15:26:00.026" "2019-03-17 15:26:40.026"
CAL_G34.3 "2019-03-17 15:26:40.026" "2019-03-17 15:29:40.026"
TransitionBlock "2019-03-17 15:29:40.026" "2019-03-17 15:30:40.026"
"Unused Time" "2019-03-17 15:30:40.026" "2019-03-17 15:31:20.026"
NEP-17 "2019-03-17 15:31:20.026" "2019-03-17 16:13:00.026"
TransitionBlock "2019-03-17 16:13:00.026" "2019-03-17 16:14:00.026"
"Unused Time" "2019-03-17 16:14:00.026" "2019-03-17 16:15:00.028"
CAL_Arp220 "2019-03-17 16:15:00.028" "2019-03-17 16:18:00.028"
TransitionBlock "2019-03-17 16:18:00.028" "2019-03-17 16:18:20.028"
"Unused Time" "2019-03-17 16:18:20.028" "2019-03-17 16:18:40.028"
CAL_1633+382 "2019-03-17 16:18:40.028" "2019-03-17 16:21:40.028"
TransitionBlock "2019-03-17 16:21:40.028" "2019-03-17 16:22:40.028"
"Unused Time" "2019-03-17 16:22:40.028" "2019-03-17 16:24:40.028"
CAL_G34.3 "2019-03-17 16:24:40.028" "2019-03-17 16:27:40.028"
TransitionBlock "2019-03-17 16:27:40.028" "2019-03-17 16:28:40.028"
"Unused Time" "2019-03-17 16:28:40.028" "2019-03-17 16:29:40.029"
NEP-15 "2019-03-17 16:29:40.029" "2019-03-17 17:11:20.029"
TransitionBlock "2019-03-17 17:11:20.029" "2019-03-17 17:12:20.029"
"Unused Time" "2019-03-17 17:12:20.029" "2019-03-17 17:15:00.030"
CAL_Arp220 "2019-03-17 17:15:00.030" "2019-03-17 17:18:00.030"
TransitionBlock "2019-03-17 17:18:00.030" "2019-03-17 17:19:00.030"
"Unused Time" "2019-03-17 17:19:00.030" "2019-03-17 17:21:40.030"
CAL_G34.3 "2019-03-17 17:21:40.030" "2019-03-17 17:24:40.030"
TransitionBlock "2019-03-17 17:24:40.030" "2019-03-17 17:25:40.030"
"Unused Time" "2019-03-17 17:25:40.030" "2019-03-17 17:26:00.031"
CAL_1633+382 "2019-03-17 17:26:00.031" "2019-03-17 17:29:00.031"
TransitionBlock "2019-03-17 17:29:00.031" "2019-03-17 17:29:40.031"
"Unused Time" "2019-03-17 17:29:40.031" "2019-03-17 17:32:00.031"
NEP-15 "2019-03-17 17:32:00.031" "2019-03-17 18:13:40.031"
TransitionBlock "2019-03-17 18:13:40.031" "2019-03-17 18:14:20.031"
"Unused Time" "2019-03-17 18:14:20.031" "2019-03-17 18:15:20.032"
CAL_1633+382 "2019-03-17 18:15:20.032" "2019-03-17 18:18:20.032"
TransitionBlock "2019-03-17 18:18:20.032" "2019-03-17 18:19:20.032"
CAL_G34.3 "2019-03-17 18:19:20.032" "2019-03-17 18:22:20.032"
TransitionBlock "2019-03-17 18:22:20.032" "2019-03-17 18:23:20.032"
"Unused Time" "2019-03-17 18:23:20.032" "2019-03-17 18:23:40.033"
CAL_Arp220 "2019-03-17 18:23:40.033" "2019-03-17 18:26:40.033"
TransitionBlock "2019-03-17 18:26:40.033" "2019-03-17 18:27:40.033"
"Unused Time" "2019-03-17 18:27:40.033" "2019-03-17 18:29:40.033"
NEP-14 "2019-03-17 18:29:40.033" "2019-03-17 19:11:20.033"
TransitionBlock "2019-03-17 19:11:20.033" "2019-03-17 19:12:20.033"
"Unused Time" "2019-03-17 19:12:20.033" "2019-03-17 19:18:20.035"
CAL_G34.3 "2019-03-17 19:18:20.035" "2019-03-17 19:21:20.035"
TransitionBlock "2019-03-17 19:21:20.035" "2019-03-17 19:22:20.035"
"Unused Time" "2019-03-17 19:22:20.035" "2019-03-17 19:24:20.035"
CAL_1633+382 "2019-03-17 19:24:20.035" "2019-03-17 19:27:20.035"
TransitionBlock "2019-03-17 19:27:20.035" "2019-03-17 19:28:00.035"
"Unused Time" "2019-03-17 19:28:00.035" "2019-03-17 19:36:00.035"
NEP-15 "2019-03-17 19:36:00.035" "2019-03-17 20:17:40.035"
TransitionBlock "2019-03-17 20:17:40.035" "2019-03-17 20:18:40.035"
"Unused Time" "2019-03-17 20:18:40.035" "2019-03-17 20:27:00.000"
CAL_G34.3 "2019-03-17 20:27:00.000" "2019-03-17 20:30:00.000"
