target "start time (UTC)" "end time (UTC)"
IC348 "2019-04-07 03:30:00.000" "2019-04-07 04:12:00.000"
TransitionBlock "2019-04-07 04:12:00.000" "2019-04-07 04:12:20.000"
"Unused Time" "2019-04-07 04:12:20.000" "2019-04-07 04:18:20.002"
CAL_CRL618 "2019-04-07 04:18:20.002" "2019-04-07 04:21:20.002"
TransitionBlock "2019-04-07 04:21:20.002" "2019-04-07 04:22:20.002"
"Unused Time" "2019-04-07 04:22:20.002" "2019-04-07 04:25:40.002"
CAL_0917+449 "2019-04-07 04:25:40.002" "2019-04-07 04:28:40.002"
TransitionBlock "2019-04-07 04:28:40.002" "2019-04-07 04:29:40.002"
"Unused Time" "2019-04-07 04:29:40.002" "2019-04-07 05:15:00.004"
CAL_CRL618 "2019-04-07 05:15:00.004" "2019-04-07 05:18:00.004"
TransitionBlock "2019-04-07 05:18:00.004" "2019-04-07 05:19:00.004"
"Unused Time" "2019-04-07 05:19:00.004" "2019-04-07 05:22:00.004"
CAL_IRC+10216 "2019-04-07 05:22:00.004" "2019-04-07 05:25:00.004"
TransitionBlock "2019-04-07 05:25:00.004" "2019-04-07 05:25:40.004"
"Unused Time" "2019-04-07 05:25:40.004" "2019-04-07 05:26:00.004"
CAL_0917+449 "2019-04-07 05:26:00.004" "2019-04-07 05:29:00.004"
TransitionBlock "2019-04-07 05:29:00.004" "2019-04-07 05:30:00.004"
"Unused Time" "2019-04-07 05:30:00.004" "2019-04-07 05:31:40.004"
"NGC 2071" "2019-04-07 05:31:40.004" "2019-04-07 06:13:40.004"
TransitionBlock "2019-04-07 06:13:40.004" "2019-04-07 06:14:40.004"
"Unused Time" "2019-04-07 06:14:40.004" "2019-04-07 06:16:40.006"
CAL_IRC+10216 "2019-04-07 06:16:40.006" "2019-04-07 06:19:40.006"
TransitionBlock "2019-04-07 06:19:40.006" "2019-04-07 06:20:20.006"
"Unused Time" "2019-04-07 06:20:20.006" "2019-04-07 06:20:40.006"
CAL_0917+449 "2019-04-07 06:20:40.006" "2019-04-07 06:23:40.006"
TransitionBlock "2019-04-07 06:23:40.006" "2019-04-07 06:24:40.006"
"Unused Time" "2019-04-07 06:24:40.006" "2019-04-07 06:27:00.007"
CAL_CRL618 "2019-04-07 06:27:00.007" "2019-04-07 06:30:00.007"
TransitionBlock "2019-04-07 06:30:00.007" "2019-04-07 06:31:00.007"
"Unused Time" "2019-04-07 06:31:00.007" "2019-04-07 07:18:40.008"
CAL_0917+449 "2019-04-07 07:18:40.008" "2019-04-07 07:21:40.008"
"Unused Time" "2019-04-07 07:21:40.008" "2019-04-07 08:18:40.011"
CAL_0917+449 "2019-04-07 08:18:40.011" "2019-04-07 08:21:40.011"
TransitionBlock "2019-04-07 08:21:40.011" "2019-04-07 08:22:20.011"
"Unused Time" "2019-04-07 08:22:20.011" "2019-04-07 08:25:20.011"
CAL_IRC+10216 "2019-04-07 08:25:20.011" "2019-04-07 08:28:20.011"
TransitionBlock "2019-04-07 08:28:20.011" "2019-04-07 08:29:00.011"
"Unused Time" "2019-04-07 08:29:00.011" "2019-04-07 09:19:20.013"
CAL_0917+449 "2019-04-07 09:19:20.013" "2019-04-07 09:22:20.013"
TransitionBlock "2019-04-07 09:22:20.013" "2019-04-07 09:23:00.013"
"Unused Time" "2019-04-07 09:23:00.013" "2019-04-07 09:27:00.013"
CAL_IRC+10216 "2019-04-07 09:27:00.013" "2019-04-07 09:30:00.013"
TransitionBlock "2019-04-07 09:30:00.013" "2019-04-07 09:30:40.013"
"Unused Time" "2019-04-07 09:30:40.013" "2019-04-07 10:18:20.015"
CAL_0917+449 "2019-04-07 10:18:20.015" "2019-04-07 10:21:20.015"
TransitionBlock "2019-04-07 10:21:20.015" "2019-04-07 10:22:00.015"
