target "start time (UTC)" "end time (UTC)"
"Unused Time" "2019-01-05 03:30:00.000" "2019-01-05 04:17:20.002"
CAL_CRL618 "2019-01-05 04:17:20.002" "2019-01-05 04:20:20.002"
TransitionBlock "2019-01-05 04:20:20.002" "2019-01-05 04:21:00.002"
"Unused Time" "2019-01-05 04:21:00.002" "2019-01-05 04:22:40.002"
CAL_0219+428 "2019-01-05 04:22:40.002" "2019-01-05 04:25:40.002"
TransitionBlock "2019-01-05 04:25:40.002" "2019-01-05 04:26:00.002"
"Unused Time" "2019-01-05 04:26:00.002" "2019-01-05 04:26:40.002"
CAL_W3(OH) "2019-01-05 04:26:40.002" "2019-01-05 04:29:40.002"
TransitionBlock "2019-01-05 04:29:40.002" "2019-01-05 04:30:20.002"
"Unused Time" "2019-01-05 04:30:20.002" "2019-01-05 05:17:40.004"
CAL_CRL618 "2019-01-05 05:17:40.004" "2019-01-05 05:20:40.004"
TransitionBlock "2019-01-05 05:20:40.004" "2019-01-05 05:21:20.004"
CAL_W3(OH) "2019-01-05 05:21:20.004" "2019-01-05 05:24:20.004"
TransitionBlock "2019-01-05 05:24:20.004" "2019-01-05 05:24:40.004"
"Unused Time" "2019-01-05 05:24:40.004" "2019-01-05 05:25:20.004"
CAL_0219+428 "2019-01-05 05:25:20.004" "2019-01-05 05:28:20.004"
TransitionBlock "2019-01-05 05:28:20.004" "2019-01-05 05:29:00.004"
"Unused Time" "2019-01-05 05:29:00.004" "2019-01-05 05:33:00.005"
"IRAS 05411+6957" "2019-01-05 05:33:00.005" "2019-01-05 06:01:00.005"
TransitionBlock "2019-01-05 06:01:00.005" "2019-01-05 06:01:20.005"
"Unused Time" "2019-01-05 06:01:20.005" "2019-01-05 06:16:20.006"
CAL_W3(OH) "2019-01-05 06:16:20.006" "2019-01-05 06:19:20.006"
TransitionBlock "2019-01-05 06:19:20.006" "2019-01-05 06:20:00.006"
"Unused Time" "2019-01-05 06:20:00.006" "2019-01-05 06:22:00.006"
CAL_CRL618 "2019-01-05 06:22:00.006" "2019-01-05 06:25:00.006"
TransitionBlock "2019-01-05 06:25:00.006" "2019-01-05 06:25:40.006"
"Unused Time" "2019-01-05 06:25:40.006" "2019-01-05 06:26:40.006"
CAL_0219+428 "2019-01-05 06:26:40.006" "2019-01-05 06:29:40.006"
TransitionBlock "2019-01-05 06:29:40.006" "2019-01-05 06:31:00.006"
"Unused Time" "2019-01-05 06:31:00.006" "2019-01-05 06:46:00.007"
"IRAS 05069-3434" "2019-01-05 06:46:00.007" "2019-01-05 07:14:00.007"
TransitionBlock "2019-01-05 07:14:00.007" "2019-01-05 07:15:40.007"
"Unused Time" "2019-01-05 07:15:40.007" "2019-01-05 07:16:20.008"
CAL_W3(OH) "2019-01-05 07:16:20.008" "2019-01-05 07:19:20.008"
TransitionBlock "2019-01-05 07:19:20.008" "2019-01-05 07:19:40.008"
"Unused Time" "2019-01-05 07:19:40.008" "2019-01-05 07:20:40.008"
CAL_0219+428 "2019-01-05 07:20:40.008" "2019-01-05 07:23:40.008"
TransitionBlock "2019-01-05 07:23:40.008" "2019-01-05 07:24:20.008"
"Unused Time" "2019-01-05 07:24:20.008" "2019-01-05 07:25:00.009"
CAL_CRL618 "2019-01-05 07:25:00.009" "2019-01-05 07:28:00.009"
TransitionBlock "2019-01-05 07:28:00.009" "2019-01-05 07:29:00.009"
"Unused Time" "2019-01-05 07:29:00.009" "2019-01-05 07:29:20.009"
"IRAS 05069-3434" "2019-01-05 07:29:20.009" "2019-01-05 07:57:20.009"
TransitionBlock "2019-01-05 07:57:20.009" "2019-01-05 07:58:40.009"
"Unused Time" "2019-01-05 07:58:40.009" "2019-01-05 08:16:40.011"
CAL_0219+428 "2019-01-05 08:16:40.011" "2019-01-05 08:19:40.011"
TransitionBlock "2019-01-05 08:19:40.011" "2019-01-05 08:20:20.011"
"Unused Time" "2019-01-05 08:20:20.011" "2019-01-05 08:21:20.011"
CAL_CRL618 "2019-01-05 08:21:20.011" "2019-01-05 08:24:20.011"
TransitionBlock "2019-01-05 08:24:20.011" "2019-01-05 08:25:00.011"
"Unused Time" "2019-01-05 08:25:00.011" "2019-01-05 08:25:40.011"
CAL_W3(OH) "2019-01-05 08:25:40.011" "2019-01-05 08:28:40.011"
TransitionBlock "2019-01-05 08:28:40.011" "2019-01-05 08:30:20.011"
"Unused Time" "2019-01-05 08:30:20.011" "2019-01-05 08:41:40.011"
"IRAS 05069-3434" "2019-01-05 08:41:40.011" "2019-01-05 09:09:40.011"
TransitionBlock "2019-01-05 09:09:40.011" "2019-01-05 09:10:40.011"
"Unused Time" "2019-01-05 09:10:40.011" "2019-01-05 09:15:00.013"
CAL_CRL618 "2019-01-05 09:15:00.013" "2019-01-05 09:18:00.013"
TransitionBlock "2019-01-05 09:18:00.013" "2019-01-05 09:18:40.013"
"Unused Time" "2019-01-05 09:18:40.013" "2019-01-05 09:19:40.013"
CAL_0219+428 "2019-01-05 09:19:40.013" "2019-01-05 09:22:40.013"
TransitionBlock "2019-01-05 09:22:40.013" "2019-01-05 09:23:00.013"
"Unused Time" "2019-01-05 09:23:00.013" "2019-01-05 09:24:00.013"
CAL_W3(OH) "2019-01-05 09:24:00.013" "2019-01-05 09:27:00.013"
TransitionBlock "2019-01-05 09:27:00.013" "2019-01-05 09:28:40.013"
"Unused Time" "2019-01-05 09:28:40.013" "2019-01-05 09:46:00.014"
"IRAS 05069-3434" "2019-01-05 09:46:00.014" "2019-01-05 10:14:00.014"
TransitionBlock "2019-01-05 10:14:00.014" "2019-01-05 10:15:00.014"
"Unused Time" "2019-01-05 10:15:00.014" "2019-01-05 10:21:20.015"
CAL_CRL618 "2019-01-05 10:21:20.015" "2019-01-05 10:24:20.015"
TransitionBlock "2019-01-05 10:24:20.015" "2019-01-05 10:25:00.015"
"Unused Time" "2019-01-05 10:25:00.015" "2019-01-05 10:28:20.015"
"IRAS 05559+7430" "2019-01-05 10:28:20.015" "2019-01-05 10:56:20.015"
TransitionBlock "2019-01-05 10:56:20.015" "2019-01-05 10:57:00.015"
"Unused Time" "2019-01-05 10:57:00.015" "2019-01-05 11:15:40.017"
CAL_CRL618 "2019-01-05 11:15:40.017" "2019-01-05 11:18:40.017"
TransitionBlock "2019-01-05 11:18:40.017" "2019-01-05 11:19:40.017"
"Unused Time" "2019-01-05 11:19:40.017" "2019-01-05 11:21:00.017"
CAL_0917+449 "2019-01-05 11:21:00.017" "2019-01-05 11:24:00.017"
TransitionBlock "2019-01-05 11:24:00.017" "2019-01-05 11:24:40.017"
CAL_IRC+10216 "2019-01-05 11:24:40.017" "2019-01-05 11:27:40.017"
TransitionBlock "2019-01-05 11:27:40.017" "2019-01-05 11:28:20.017"
"Unused Time" "2019-01-05 11:28:20.017" "2019-01-05 11:34:40.018"
"IRAS 10580-1803" "2019-01-05 11:34:40.018" "2019-01-05 12:02:40.018"
TransitionBlock "2019-01-05 12:02:40.018" "2019-01-05 12:03:20.018"
"Unused Time" "2019-01-05 12:03:20.018" "2019-01-05 12:16:00.019"
CAL_IRC+10216 "2019-01-05 12:16:00.019" "2019-01-05 12:19:00.019"
TransitionBlock "2019-01-05 12:19:00.019" "2019-01-05 12:19:40.019"
"Unused Time" "2019-01-05 12:19:40.019" "2019-01-05 12:20:20.019"
CAL_0917+449 "2019-01-05 12:20:20.019" "2019-01-05 12:23:20.019"
TransitionBlock "2019-01-05 12:23:20.019" "2019-01-05 12:24:20.019"
"Unused Time" "2019-01-05 12:24:20.019" "2019-01-05 12:25:40.020"
CAL_CRL618 "2019-01-05 12:25:40.020" "2019-01-05 12:28:40.020"
TransitionBlock "2019-01-05 12:28:40.020" "2019-01-05 12:30:20.020"
"Unused Time" "2019-01-05 12:30:20.020" "2019-01-05 12:37:20.020"
"IRAS 10580-1803" "2019-01-05 12:37:20.020" "2019-01-05 13:05:20.020"
TransitionBlock "2019-01-05 13:05:20.020" "2019-01-05 13:06:20.020"
"Unused Time" "2019-01-05 13:06:20.020" "2019-01-05 13:21:00.022"
CAL_0917+449 "2019-01-05 13:21:00.022" "2019-01-05 13:24:00.022"
TransitionBlock "2019-01-05 13:24:00.022" "2019-01-05 13:25:00.022"
"Unused Time" "2019-01-05 13:25:00.022" "2019-01-05 13:45:00.023"
"IRAS 10580-1803" "2019-01-05 13:45:00.023" "2019-01-05 14:13:00.023"
TransitionBlock "2019-01-05 14:13:00.023" "2019-01-05 14:14:00.023"
"Unused Time" "2019-01-05 14:14:00.023" "2019-01-05 14:20:00.024"
CAL_0917+449 "2019-01-05 14:20:00.024" "2019-01-05 14:23:00.024"
TransitionBlock "2019-01-05 14:23:00.024" "2019-01-05 14:23:40.024"
"Unused Time" "2019-01-05 14:23:40.024" "2019-01-05 14:27:00.024"
CAL_IRC+10216 "2019-01-05 14:27:00.024" "2019-01-05 14:30:00.024"
TransitionBlock "2019-01-05 14:30:00.024" "2019-01-05 14:31:00.024"
"Unused Time" "2019-01-05 14:31:00.024" "2019-01-05 14:37:00.024"
"IRAS 12106-3350" "2019-01-05 14:37:00.024" "2019-01-05 15:05:00.024"
TransitionBlock "2019-01-05 15:05:00.024" "2019-01-05 15:06:20.024"
"Unused Time" "2019-01-05 15:06:20.024" "2019-01-05 15:19:40.026"
CAL_0917+449 "2019-01-05 15:19:40.026" "2019-01-05 15:22:40.026"
TransitionBlock "2019-01-05 15:22:40.026" "2019-01-05 15:23:20.026"
"Unused Time" "2019-01-05 15:23:20.026" "2019-01-05 15:26:40.026"
CAL_IRC+10216 "2019-01-05 15:26:40.026" "2019-01-05 15:29:40.026"
TransitionBlock "2019-01-05 15:29:40.026" "2019-01-05 15:31:00.026"
"Unused Time" "2019-01-05 15:31:00.026" "2019-01-05 15:40:40.027"
"IRAS 15341+1515" "2019-01-05 15:40:40.027" "2019-01-05 16:08:40.027"
TransitionBlock "2019-01-05 16:08:40.027" "2019-01-05 16:10:00.027"
"Unused Time" "2019-01-05 16:10:00.027" "2019-01-05 16:16:40.028"
