target "start time (UTC)" "end time (UTC)"
STUDIES-1_offset_N2 "2019-05-07 03:30:00.000" "2019-05-07 04:01:00.000"
TransitionBlock "2019-05-07 04:01:00.000" "2019-05-07 04:01:20.000"
"Unused Time" "2019-05-07 04:01:20.000" "2019-05-07 04:18:20.002"
CAL_1055+018 "2019-05-07 04:18:20.002" "2019-05-07 04:21:20.002"
TransitionBlock "2019-05-07 04:21:20.002" "2019-05-07 04:21:40.002"
"Unused Time" "2019-05-07 04:21:40.002" "2019-05-07 04:25:40.002"
CAL_IRC+10216 "2019-05-07 04:25:40.002" "2019-05-07 04:28:40.002"
TransitionBlock "2019-05-07 04:28:40.002" "2019-05-07 04:29:00.002"
"Unused Time" "2019-05-07 04:29:00.002" "2019-05-07 04:43:00.003"
STUDIES-1_offset_N2 "2019-05-07 04:43:00.003" "2019-05-07 05:14:00.003"
TransitionBlock "2019-05-07 05:14:00.003" "2019-05-07 05:14:20.003"
"Unused Time" "2019-05-07 05:14:20.003" "2019-05-07 05:26:00.004"
CAL_1055+018 "2019-05-07 05:26:00.004" "2019-05-07 05:29:00.004"
TransitionBlock "2019-05-07 05:29:00.004" "2019-05-07 05:29:20.004"
"Unused Time" "2019-05-07 05:29:20.004" "2019-05-07 05:48:40.005"
STUDIES-1_offset_N2 "2019-05-07 05:48:40.005" "2019-05-07 06:19:40.005"
TransitionBlock "2019-05-07 06:19:40.005" "2019-05-07 06:20:00.005"
"Unused Time" "2019-05-07 06:20:00.005" "2019-05-07 06:20:40.006"
CAL_IRC+10216 "2019-05-07 06:20:40.006" "2019-05-07 06:23:40.006"
TransitionBlock "2019-05-07 06:23:40.006" "2019-05-07 06:24:00.006"
"Unused Time" "2019-05-07 06:24:00.006" "2019-05-07 06:27:00.007"
CAL_1055+018 "2019-05-07 06:27:00.007" "2019-05-07 06:30:00.007"
TransitionBlock "2019-05-07 06:30:00.007" "2019-05-07 06:30:20.007"
"Unused Time" "2019-05-07 06:30:20.007" "2019-05-07 06:40:40.007"
STUDIES-1_offset_N2 "2019-05-07 06:40:40.007" "2019-05-07 07:11:40.007"
TransitionBlock "2019-05-07 07:11:40.007" "2019-05-07 07:12:00.007"
"Unused Time" "2019-05-07 07:12:00.007" "2019-05-07 07:15:00.008"
CAL_1055+018 "2019-05-07 07:15:00.008" "2019-05-07 07:18:00.008"
TransitionBlock "2019-05-07 07:18:00.008" "2019-05-07 07:18:20.008"
"Unused Time" "2019-05-07 07:18:20.008" "2019-05-07 07:18:40.008"
CAL_IRC+10216 "2019-05-07 07:18:40.008" "2019-05-07 07:21:40.008"
TransitionBlock "2019-05-07 07:21:40.008" "2019-05-07 07:23:00.008"
"Unused Time" "2019-05-07 07:23:00.008" "2019-05-07 07:24:40.009"
CAL_Arp220 "2019-05-07 07:24:40.009" "2019-05-07 07:27:40.009"
TransitionBlock "2019-05-07 07:27:40.009" "2019-05-07 07:29:00.009"
"Unused Time" "2019-05-07 07:29:00.009" "2019-05-07 07:37:00.009"
STUDIES-1_offset_N2 "2019-05-07 07:37:00.009" "2019-05-07 08:08:00.009"
TransitionBlock "2019-05-07 08:08:00.009" "2019-05-07 08:08:20.009"
"Unused Time" "2019-05-07 08:08:20.009" "2019-05-07 08:15:00.010"
CAL_1055+018 "2019-05-07 08:15:00.010" "2019-05-07 08:18:00.010"
TransitionBlock "2019-05-07 08:18:00.010" "2019-05-07 08:18:20.010"
"Unused Time" "2019-05-07 08:18:20.010" "2019-05-07 08:18:40.011"
CAL_IRC+10216 "2019-05-07 08:18:40.011" "2019-05-07 08:21:40.011"
TransitionBlock "2019-05-07 08:21:40.011" "2019-05-07 08:23:00.011"
"Unused Time" "2019-05-07 08:23:00.011" "2019-05-07 08:25:20.011"
CAL_Arp220 "2019-05-07 08:25:20.011" "2019-05-07 08:28:20.011"
TransitionBlock "2019-05-07 08:28:20.011" "2019-05-07 08:29:40.011"
"Unused Time" "2019-05-07 08:29:40.011" "2019-05-07 08:38:40.011"
STUDIES-1_offset_N2 "2019-05-07 08:38:40.011" "2019-05-07 09:09:40.011"
TransitionBlock "2019-05-07 09:09:40.011" "2019-05-07 09:10:00.011"
"Unused Time" "2019-05-07 09:10:00.011" "2019-05-07 09:16:00.013"
CAL_IRC+10216 "2019-05-07 09:16:00.013" "2019-05-07 09:19:00.013"
TransitionBlock "2019-05-07 09:19:00.013" "2019-05-07 09:20:20.013"
"Unused Time" "2019-05-07 09:20:20.013" "2019-05-07 09:21:20.013"
CAL_Arp220 "2019-05-07 09:21:20.013" "2019-05-07 09:24:20.013"
TransitionBlock "2019-05-07 09:24:20.013" "2019-05-07 09:25:20.013"
"Unused Time" "2019-05-07 09:25:20.013" "2019-05-07 09:26:00.013"
CAL_1055+018 "2019-05-07 09:26:00.013" "2019-05-07 09:29:00.013"
TransitionBlock "2019-05-07 09:29:00.013" "2019-05-07 09:29:20.013"
"BK Vir" "2019-05-07 09:29:20.013" "2019-05-07 10:13:40.013"
TransitionBlock "2019-05-07 10:13:40.013" "2019-05-07 10:14:40.013"
"Unused Time" "2019-05-07 10:14:40.013" "2019-05-07 10:15:00.015"
CAL_Arp220 "2019-05-07 10:15:00.015" "2019-05-07 10:18:00.015"
TransitionBlock "2019-05-07 10:18:00.015" "2019-05-07 10:18:40.015"
"Unused Time" "2019-05-07 10:18:40.015" "2019-05-07 10:19:00.015"
J131020.14+322859.4 "2019-05-07 10:19:00.015" "2019-05-07 11:21:40.015"
TransitionBlock "2019-05-07 11:21:40.015" "2019-05-07 11:23:00.015"
"Unused Time" "2019-05-07 11:23:00.015" "2019-05-07 11:24:20.017"
CAL_2021+317 "2019-05-07 11:24:20.017" "2019-05-07 11:27:20.017"
TransitionBlock "2019-05-07 11:27:20.017" "2019-05-07 11:28:00.017"
"Unused Time" "2019-05-07 11:28:00.017" "2019-05-07 11:28:20.018"
"W Aql" "2019-05-07 11:28:20.018" "2019-05-07 12:12:40.018"
TransitionBlock "2019-05-07 12:12:40.018" "2019-05-07 12:13:40.018"
"Unused Time" "2019-05-07 12:13:40.018" "2019-05-07 12:15:00.019"
CAL_W75N "2019-05-07 12:15:00.019" "2019-05-07 12:18:00.019"
TransitionBlock "2019-05-07 12:18:00.019" "2019-05-07 12:18:20.019"
"Unused Time" "2019-05-07 12:18:20.019" "2019-05-07 12:18:40.019"
