target "start time (UTC)" "end time (UTC)"
"Unused Time" "2019-04-30 03:30:00.000" "2019-04-30 04:22:40.002"
CAL_1044+719 "2019-04-30 04:22:40.002" "2019-04-30 04:25:40.002"
TransitionBlock "2019-04-30 04:25:40.002" "2019-04-30 04:26:40.002"
CAL_IRC+10216 "2019-04-30 04:26:40.002" "2019-04-30 04:29:40.002"
TransitionBlock "2019-04-30 04:29:40.002" "2019-04-30 04:30:40.002"
"Unused Time" "2019-04-30 04:30:40.002" "2019-04-30 05:25:20.004"
CAL_1044+719 "2019-04-30 05:25:20.004" "2019-04-30 05:28:20.004"
"Unused Time" "2019-04-30 05:28:20.004" "2019-04-30 06:22:00.006"
CAL_1044+719 "2019-04-30 06:22:00.006" "2019-04-30 06:25:00.006"
TransitionBlock "2019-04-30 06:25:00.006" "2019-04-30 06:26:00.006"
"Unused Time" "2019-04-30 06:26:00.006" "2019-04-30 06:26:40.006"
CAL_IRC+10216 "2019-04-30 06:26:40.006" "2019-04-30 06:29:40.006"
"Unused Time" "2019-04-30 06:29:40.006" "2019-04-30 07:16:20.008"
CAL_IRC+10216 "2019-04-30 07:16:20.008" "2019-04-30 07:19:20.008"
TransitionBlock "2019-04-30 07:19:20.008" "2019-04-30 07:20:20.008"
"Unused Time" "2019-04-30 07:20:20.008" "2019-04-30 07:20:40.008"
CAL_1044+719 "2019-04-30 07:20:40.008" "2019-04-30 07:23:40.008"
TransitionBlock "2019-04-30 07:23:40.008" "2019-04-30 07:24:40.008"
"Unused Time" "2019-04-30 07:24:40.008" "2019-04-30 07:25:00.009"
CAL_Arp220 "2019-04-30 07:25:00.009" "2019-04-30 07:28:00.009"
TransitionBlock "2019-04-30 07:28:00.009" "2019-04-30 07:29:00.009"
"Unused Time" "2019-04-30 07:29:00.009" "2019-04-30 08:16:40.011"
CAL_1044+719 "2019-04-30 08:16:40.011" "2019-04-30 08:19:40.011"
TransitionBlock "2019-04-30 08:19:40.011" "2019-04-30 08:20:40.011"
"Unused Time" "2019-04-30 08:20:40.011" "2019-04-30 08:21:20.011"
CAL_Arp220 "2019-04-30 08:21:20.011" "2019-04-30 08:24:20.011"
TransitionBlock "2019-04-30 08:24:20.011" "2019-04-30 08:25:40.011"
CAL_IRC+10216 "2019-04-30 08:25:40.011" "2019-04-30 08:28:40.011"
TransitionBlock "2019-04-30 08:28:40.011" "2019-04-30 08:30:00.011"
"Unused Time" "2019-04-30 08:30:00.011" "2019-04-30 09:15:00.013"
CAL_Arp220 "2019-04-30 09:15:00.013" "2019-04-30 09:18:00.013"
TransitionBlock "2019-04-30 09:18:00.013" "2019-04-30 09:19:00.013"
"Unused Time" "2019-04-30 09:19:00.013" "2019-04-30 09:19:40.013"
CAL_1044+719 "2019-04-30 09:19:40.013" "2019-04-30 09:22:40.013"
TransitionBlock "2019-04-30 09:22:40.013" "2019-04-30 09:23:40.013"
"Unused Time" "2019-04-30 09:23:40.013" "2019-04-30 09:24:00.013"
CAL_IRC+10216 "2019-04-30 09:24:00.013" "2019-04-30 09:27:00.013"
TransitionBlock "2019-04-30 09:27:00.013" "2019-04-30 09:28:20.013"
"Unused Time" "2019-04-30 09:28:20.013" "2019-04-30 10:21:20.015"
CAL_Arp220 "2019-04-30 10:21:20.015" "2019-04-30 10:24:20.015"
TransitionBlock "2019-04-30 10:24:20.015" "2019-04-30 10:25:20.015"
"Unused Time" "2019-04-30 10:25:20.015" "2019-04-30 10:31:20.015"
NEP-15 "2019-04-30 10:31:20.015" "2019-04-30 11:13:00.015"
TransitionBlock "2019-04-30 11:13:00.015" "2019-04-30 11:14:00.015"
"Unused Time" "2019-04-30 11:14:00.015" "2019-04-30 11:15:40.017"
CAL_G34.3 "2019-04-30 11:15:40.017" "2019-04-30 11:18:40.017"
TransitionBlock "2019-04-30 11:18:40.017" "2019-04-30 11:19:40.017"
"Unused Time" "2019-04-30 11:19:40.017" "2019-04-30 11:21:00.017"
CAL_1611+343 "2019-04-30 11:21:00.017" "2019-04-30 11:24:00.017"
TransitionBlock "2019-04-30 11:24:00.017" "2019-04-30 11:24:40.017"
"Unused Time" "2019-04-30 11:24:40.017" "2019-04-30 11:30:00.018"
NEP-15 "2019-04-30 11:30:00.018" "2019-04-30 12:11:40.018"
TransitionBlock "2019-04-30 12:11:40.018" "2019-04-30 12:12:40.018"
"Unused Time" "2019-04-30 12:12:40.018" "2019-04-30 12:16:00.019"
CAL_G34.3 "2019-04-30 12:16:00.019" "2019-04-30 12:19:00.019"
TransitionBlock "2019-04-30 12:19:00.019" "2019-04-30 12:20:00.019"
"Unused Time" "2019-04-30 12:20:00.019" "2019-04-30 12:20:20.019"
CAL_1611+343 "2019-04-30 12:20:20.019" "2019-04-30 12:23:20.019"
TransitionBlock "2019-04-30 12:23:20.019" "2019-04-30 12:24:20.019"
"Unused Time" "2019-04-30 12:24:20.019" "2019-04-30 12:25:40.020"
CAL_HD169142 "2019-04-30 12:25:40.020" "2019-04-30 12:28:40.020"
TransitionBlock "2019-04-30 12:28:40.020" "2019-04-30 12:30:20.020"
"Unused Time" "2019-04-30 12:30:20.020" "2019-04-30 12:32:00.020"
NEP-15 "2019-04-30 12:32:00.020" "2019-04-30 13:13:40.020"
TransitionBlock "2019-04-30 13:13:40.020" "2019-04-30 13:15:20.020"
"Unused Time" "2019-04-30 13:15:20.020" "2019-04-30 13:16:00.021"
CAL_HD169142 "2019-04-30 13:16:00.021" "2019-04-30 13:19:00.021"
TransitionBlock "2019-04-30 13:19:00.021" "2019-04-30 13:20:00.021"
"Unused Time" "2019-04-30 13:20:00.021" "2019-04-30 13:21:00.022"
CAL_1611+343 "2019-04-30 13:21:00.022" "2019-04-30 13:24:00.022"
TransitionBlock "2019-04-30 13:24:00.022" "2019-04-30 13:25:00.022"
CAL_G34.3 "2019-04-30 13:25:00.022" "2019-04-30 13:28:00.022"
TransitionBlock "2019-04-30 13:28:00.022" "2019-04-30 13:29:00.022"
"Unused Time" "2019-04-30 13:29:00.022" "2019-04-30 13:32:40.022"
NEP-15 "2019-04-30 13:32:40.022" "2019-04-30 14:14:20.022"
TransitionBlock "2019-04-30 14:14:20.022" "2019-04-30 14:15:20.022"
"Unused Time" "2019-04-30 14:15:20.022" "2019-04-30 14:15:40.024"
CAL_G34.3 "2019-04-30 14:15:40.024" "2019-04-30 14:18:40.024"
TransitionBlock "2019-04-30 14:18:40.024" "2019-04-30 14:19:40.024"
"Unused Time" "2019-04-30 14:19:40.024" "2019-04-30 14:20:00.024"
CAL_1611+343 "2019-04-30 14:20:00.024" "2019-04-30 14:23:00.024"
TransitionBlock "2019-04-30 14:23:00.024" "2019-04-30 14:24:00.024"
"Unused Time" "2019-04-30 14:24:00.024" "2019-04-30 14:27:00.024"
CAL_HD169142 "2019-04-30 14:27:00.024" "2019-04-30 14:30:00.024"
TransitionBlock "2019-04-30 14:30:00.024" "2019-04-30 14:31:40.024"
"Unused Time" "2019-04-30 14:31:40.024" "2019-04-30 14:32:00.024"
NEP-15 "2019-04-30 14:32:00.024" "2019-04-30 15:13:40.024"
TransitionBlock "2019-04-30 15:13:40.024" "2019-04-30 15:14:40.024"
"Unused Time" "2019-04-30 15:14:40.024" "2019-04-30 15:15:20.026"
CAL_G34.3 "2019-04-30 15:15:20.026" "2019-04-30 15:18:20.026"
TransitionBlock "2019-04-30 15:18:20.026" "2019-04-30 15:19:20.026"
"Unused Time" "2019-04-30 15:19:20.026" "2019-04-30 15:19:40.026"
CAL_1611+343 "2019-04-30 15:19:40.026" "2019-04-30 15:22:40.026"
TransitionBlock "2019-04-30 15:22:40.026" "2019-04-30 15:23:40.026"
"Unused Time" "2019-04-30 15:23:40.026" "2019-04-30 15:26:40.026"
CAL_HD169142 "2019-04-30 15:26:40.026" "2019-04-30 15:29:40.026"
TransitionBlock "2019-04-30 15:29:40.026" "2019-04-30 15:31:20.026"
NEP-15 "2019-04-30 15:31:20.026" "2019-04-30 16:13:00.026"
TransitionBlock "2019-04-30 16:13:00.026" "2019-04-30 16:13:40.026"
"Unused Time" "2019-04-30 16:13:40.026" "2019-04-30 16:15:20.028"
CAL_1611+343 "2019-04-30 16:15:20.028" "2019-04-30 16:18:20.028"
TransitionBlock "2019-04-30 16:18:20.028" "2019-04-30 16:19:20.028"
"Unused Time" "2019-04-30 16:19:20.028" "2019-04-30 16:22:40.028"
CAL_G34.3 "2019-04-30 16:22:40.028" "2019-04-30 16:25:40.028"
TransitionBlock "2019-04-30 16:25:40.028" "2019-04-30 16:26:20.028"
"Unused Time" "2019-04-30 16:26:20.028" "2019-04-30 16:27:00.000"
CAL_HD169142 "2019-04-30 16:27:00.000" "2019-04-30 16:30:00.000"
