target "start time (UTC)" "end time (UTC)"
"RT Vir" "2019-05-25 03:30:00.000" "2019-05-25 04:14:20.000"
TransitionBlock "2019-05-25 04:14:20.000" "2019-05-25 04:15:00.000"
"Unused Time" "2019-05-25 04:15:00.000" "2019-05-25 04:22:40.002"
CAL_1153+495 "2019-05-25 04:22:40.002" "2019-05-25 04:25:40.002"
TransitionBlock "2019-05-25 04:25:40.002" "2019-05-25 04:27:00.002"
"Unused Time" "2019-05-25 04:27:00.002" "2019-05-25 04:30:40.002"
"U Ant" "2019-05-25 04:30:40.002" "2019-05-25 05:15:00.002"
TransitionBlock "2019-05-25 05:15:00.002" "2019-05-25 05:16:00.002"
"Unused Time" "2019-05-25 05:16:00.002" "2019-05-25 05:17:40.004"
CAL_IRC+10216 "2019-05-25 05:17:40.004" "2019-05-25 05:20:40.004"
TransitionBlock "2019-05-25 05:20:40.004" "2019-05-25 05:21:20.004"
"Unused Time" "2019-05-25 05:21:20.004" "2019-05-25 05:25:20.004"
CAL_1153+495 "2019-05-25 05:25:20.004" "2019-05-25 05:28:20.004"
TransitionBlock "2019-05-25 05:28:20.004" "2019-05-25 05:29:00.004"
IRC+10216 "2019-05-25 05:29:00.004" "2019-05-25 06:13:20.004"
TransitionBlock "2019-05-25 06:13:20.004" "2019-05-25 06:14:00.004"
"Unused Time" "2019-05-25 06:14:00.004" "2019-05-25 06:16:20.006"
CAL_1153+495 "2019-05-25 06:16:20.006" "2019-05-25 06:19:20.006"
TransitionBlock "2019-05-25 06:19:20.006" "2019-05-25 06:20:20.006"
"Unused Time" "2019-05-25 06:20:20.006" "2019-05-25 06:22:00.006"
CAL_Arp220 "2019-05-25 06:22:00.006" "2019-05-25 06:25:00.006"
TransitionBlock "2019-05-25 06:25:00.006" "2019-05-25 06:26:20.006"
"Unused Time" "2019-05-25 06:26:20.006" "2019-05-25 06:26:40.006"
CAL_IRC+10216 "2019-05-25 06:26:40.006" "2019-05-25 06:29:40.006"
"Unused Time" "2019-05-25 06:29:40.006" "2019-05-25 06:30:00.007"
IRC+10216 "2019-05-25 06:30:00.007" "2019-05-25 07:14:20.007"
"Unused Time" "2019-05-25 07:14:20.007" "2019-05-25 07:16:20.008"
CAL_IRC+10216 "2019-05-25 07:16:20.008" "2019-05-25 07:19:20.008"
TransitionBlock "2019-05-25 07:19:20.008" "2019-05-25 07:20:00.008"
"Unused Time" "2019-05-25 07:20:00.008" "2019-05-25 07:20:40.008"
CAL_1153+495 "2019-05-25 07:20:40.008" "2019-05-25 07:23:40.008"
TransitionBlock "2019-05-25 07:23:40.008" "2019-05-25 07:24:40.008"
"Unused Time" "2019-05-25 07:24:40.008" "2019-05-25 07:25:00.009"
CAL_Arp220 "2019-05-25 07:25:00.009" "2019-05-25 07:28:00.009"
TransitionBlock "2019-05-25 07:28:00.009" "2019-05-25 07:28:40.009"
"Unused Time" "2019-05-25 07:28:40.009" "2019-05-25 07:31:40.009"
"SW Vir" "2019-05-25 07:31:40.009" "2019-05-25 08:16:00.009"
TransitionBlock "2019-05-25 08:16:00.009" "2019-05-25 08:16:40.009"
"Unused Time" "2019-05-25 08:16:40.009" "2019-05-25 08:21:20.011"
CAL_Arp220 "2019-05-25 08:21:20.011" "2019-05-25 08:24:20.011"
TransitionBlock "2019-05-25 08:24:20.011" "2019-05-25 08:25:20.011"
"Unused Time" "2019-05-25 08:25:20.011" "2019-05-25 08:25:40.011"
CAL_1153+495 "2019-05-25 08:25:40.011" "2019-05-25 08:28:40.011"
TransitionBlock "2019-05-25 08:28:40.011" "2019-05-25 08:29:20.011"
"RT Vir" "2019-05-25 08:29:20.011" "2019-05-25 09:13:40.011"
TransitionBlock "2019-05-25 09:13:40.011" "2019-05-25 09:14:20.011"
"Unused Time" "2019-05-25 09:14:20.011" "2019-05-25 09:15:00.013"
CAL_1153+495 "2019-05-25 09:15:00.013" "2019-05-25 09:18:00.013"
TransitionBlock "2019-05-25 09:18:00.013" "2019-05-25 09:18:20.013"
J132237.71+321439.4 "2019-05-25 09:18:20.013" "2019-05-25 10:21:00.013"
TransitionBlock "2019-05-25 10:21:00.013" "2019-05-25 10:21:20.013"
"Unused Time" "2019-05-25 10:21:20.013" "2019-05-25 10:21:40.015"
CAL_1153+495 "2019-05-25 10:21:40.015" "2019-05-25 10:24:40.015"
TransitionBlock "2019-05-25 10:24:40.015" "2019-05-25 10:25:40.015"
"Unused Time" "2019-05-25 10:25:40.015" "2019-05-25 10:27:00.015"
CAL_Arp220 "2019-05-25 10:27:00.015" "2019-05-25 10:30:00.015"
TransitionBlock "2019-05-25 10:30:00.015" "2019-05-25 10:31:00.015"
"Unused Time" "2019-05-25 10:31:00.015" "2019-05-25 11:15:40.017"
CAL_MWC349 "2019-05-25 11:15:40.017" "2019-05-25 11:18:40.017"
TransitionBlock "2019-05-25 11:18:40.017" "2019-05-25 11:19:20.017"
"Unused Time" "2019-05-25 11:19:20.017" "2019-05-25 11:21:00.017"
