target "start time (UTC)" "end time (UTC)"
"R Leo" "2019-07-05 03:30:00.000" "2019-07-05 04:14:20.000"
TransitionBlock "2019-07-05 04:14:20.000" "2019-07-05 04:15:20.000"
"Unused Time" "2019-07-05 04:15:20.000" "2019-07-05 04:22:40.002"
CAL_1418+546 "2019-07-05 04:22:40.002" "2019-07-05 04:25:40.002"
TransitionBlock "2019-07-05 04:25:40.002" "2019-07-05 04:26:20.002"
"Unused Time" "2019-07-05 04:26:20.002" "2019-07-05 04:26:40.002"
CAL_Arp220 "2019-07-05 04:26:40.002" "2019-07-05 04:29:40.002"
TransitionBlock "2019-07-05 04:29:40.002" "2019-07-05 04:31:00.002"
"Unused Time" "2019-07-05 04:31:00.002" "2019-07-05 04:31:40.002"
"R Crt" "2019-07-05 04:31:40.002" "2019-07-05 05:16:00.002"
TransitionBlock "2019-07-05 05:16:00.002" "2019-07-05 05:17:20.002"
"Unused Time" "2019-07-05 05:17:20.002" "2019-07-05 05:17:40.004"
CAL_Arp220 "2019-07-05 05:17:40.004" "2019-07-05 05:20:40.004"
TransitionBlock "2019-07-05 05:20:40.004" "2019-07-05 05:21:20.004"
"Unused Time" "2019-07-05 05:21:20.004" "2019-07-05 05:25:20.004"
CAL_1418+546 "2019-07-05 05:25:20.004" "2019-07-05 05:28:20.004"
TransitionBlock "2019-07-05 05:28:20.004" "2019-07-05 05:29:40.004"
"Unused Time" "2019-07-05 05:29:40.004" "2019-07-05 06:16:20.006"
CAL_16293-2422 "2019-07-05 06:16:20.006" "2019-07-05 06:19:20.006"
TransitionBlock "2019-07-05 06:19:20.006" "2019-07-05 06:20:20.006"
"Unused Time" "2019-07-05 06:20:20.006" "2019-07-05 06:21:20.006"
CAL_Arp220 "2019-07-05 06:21:20.006" "2019-07-05 06:24:20.006"
TransitionBlock "2019-07-05 06:24:20.006" "2019-07-05 06:25:00.006"
"Unused Time" "2019-07-05 06:25:00.006" "2019-07-05 06:26:20.006"
CAL_1418+546 "2019-07-05 06:26:20.006" "2019-07-05 06:29:20.006"
"Unused Time" "2019-07-05 06:29:20.006" "2019-07-05 07:16:20.008"
CAL_1418+546 "2019-07-05 07:16:20.008" "2019-07-05 07:19:20.008"
TransitionBlock "2019-07-05 07:19:20.008" "2019-07-05 07:20:40.008"
"Unused Time" "2019-07-05 07:20:40.008" "2019-07-05 07:25:00.009"
CAL_16293-2422 "2019-07-05 07:25:00.009" "2019-07-05 07:28:00.009"
TransitionBlock "2019-07-05 07:28:00.009" "2019-07-05 07:29:20.009"
"Unused Time" "2019-07-05 07:29:20.009" "2019-07-05 08:16:40.011"
