target "start time (UTC)" "end time (UTC)"
"NGC 1333" "2019-03-10 03:30:00.000" "2019-03-10 04:12:00.000"
TransitionBlock "2019-03-10 04:12:00.000" "2019-03-10 04:12:20.000"
"Unused Time" "2019-03-10 04:12:20.000" "2019-03-10 04:18:20.002"
CAL_CRL618 "2019-03-10 04:18:20.002" "2019-03-10 04:21:20.002"
TransitionBlock "2019-03-10 04:21:20.002" "2019-03-10 04:22:00.002"
"Unused Time" "2019-03-10 04:22:00.002" "2019-03-10 04:25:40.002"
CAL_0642+449 "2019-03-10 04:25:40.002" "2019-03-10 04:28:40.002"
TransitionBlock "2019-03-10 04:28:40.002" "2019-03-10 04:29:20.002"
"Unused Time" "2019-03-10 04:29:20.002" "2019-03-10 04:31:20.002"
"NGC 2071" "2019-03-10 04:31:20.002" "2019-03-10 05:13:20.002"
TransitionBlock "2019-03-10 05:13:20.002" "2019-03-10 05:14:00.002"
"Unused Time" "2019-03-10 05:14:00.002" "2019-03-10 05:15:00.004"
CAL_CRL618 "2019-03-10 05:15:00.004" "2019-03-10 05:18:00.004"
TransitionBlock "2019-03-10 05:18:00.004" "2019-03-10 05:19:00.004"
"Unused Time" "2019-03-10 05:19:00.004" "2019-03-10 05:21:40.004"
CAL_OH231.8 "2019-03-10 05:21:40.004" "2019-03-10 05:24:40.004"
TransitionBlock "2019-03-10 05:24:40.004" "2019-03-10 05:25:40.004"
"Unused Time" "2019-03-10 05:25:40.004" "2019-03-10 05:26:00.004"
CAL_0642+449 "2019-03-10 05:26:00.004" "2019-03-10 05:29:00.004"
TransitionBlock "2019-03-10 05:29:00.004" "2019-03-10 05:29:40.004"
"Unused Time" "2019-03-10 05:29:40.004" "2019-03-10 05:32:20.004"
IC348 "2019-03-10 05:32:20.004" "2019-03-10 06:14:20.004"
TransitionBlock "2019-03-10 06:14:20.004" "2019-03-10 06:15:40.004"
"Unused Time" "2019-03-10 06:15:40.004" "2019-03-10 06:16:20.006"
CAL_OH231.8 "2019-03-10 06:16:20.006" "2019-03-10 06:19:20.006"
TransitionBlock "2019-03-10 06:19:20.006" "2019-03-10 06:20:20.006"
"Unused Time" "2019-03-10 06:20:20.006" "2019-03-10 06:20:40.006"
CAL_0642+449 "2019-03-10 06:20:40.006" "2019-03-10 06:23:40.006"
TransitionBlock "2019-03-10 06:23:40.006" "2019-03-10 06:24:20.006"
"Unused Time" "2019-03-10 06:24:20.006" "2019-03-10 06:27:00.007"
CAL_CRL618 "2019-03-10 06:27:00.007" "2019-03-10 06:30:00.007"
TransitionBlock "2019-03-10 06:30:00.007" "2019-03-10 06:30:40.007"
"Unused Time" "2019-03-10 06:30:40.007" "2019-03-10 06:31:00.007"
NGC2024 "2019-03-10 06:31:00.007" "2019-03-10 07:13:00.007"
TransitionBlock "2019-03-10 07:13:00.007" "2019-03-10 07:14:00.007"
"Unused Time" "2019-03-10 07:14:00.007" "2019-03-10 07:18:40.008"
CAL_0642+449 "2019-03-10 07:18:40.008" "2019-03-10 07:21:40.008"
TransitionBlock "2019-03-10 07:21:40.008" "2019-03-10 07:22:20.008"
"Unused Time" "2019-03-10 07:22:20.008" "2019-03-10 07:24:40.009"
CAL_CRL618 "2019-03-10 07:24:40.009" "2019-03-10 07:27:40.009"
TransitionBlock "2019-03-10 07:27:40.009" "2019-03-10 07:28:20.009"
"Unused Time" "2019-03-10 07:28:20.009" "2019-03-10 07:34:00.009"
OMC2-3 "2019-03-10 07:34:00.009" "2019-03-10 08:16:00.009"
TransitionBlock "2019-03-10 08:16:00.009" "2019-03-10 08:17:00.009"
"Unused Time" "2019-03-10 08:17:00.009" "2019-03-10 08:18:40.011"
CAL_0642+449 "2019-03-10 08:18:40.011" "2019-03-10 08:21:40.011"
TransitionBlock "2019-03-10 08:21:40.011" "2019-03-10 08:22:40.011"
"Unused Time" "2019-03-10 08:22:40.011" "2019-03-10 08:25:20.011"
CAL_OH231.8 "2019-03-10 08:25:20.011" "2019-03-10 08:28:20.011"
TransitionBlock "2019-03-10 08:28:20.011" "2019-03-10 08:29:20.011"
"Unused Time" "2019-03-10 08:29:20.011" "2019-03-10 09:19:20.013"
CAL_0642+449 "2019-03-10 09:19:20.013" "2019-03-10 09:22:20.013"
TransitionBlock "2019-03-10 09:22:20.013" "2019-03-10 09:23:20.013"
"Unused Time" "2019-03-10 09:23:20.013" "2019-03-10 09:27:00.013"
CAL_OH231.8 "2019-03-10 09:27:00.013" "2019-03-10 09:30:00.013"
TransitionBlock "2019-03-10 09:30:00.013" "2019-03-10 09:31:00.013"
"Unused Time" "2019-03-10 09:31:00.013" "2019-03-10 10:19:20.015"
CAL_0642+449 "2019-03-10 10:19:20.015" "2019-03-10 10:22:20.015"
TransitionBlock "2019-03-10 10:22:20.015" "2019-03-10 10:24:00.015"
"Unused Time" "2019-03-10 10:24:00.015" "2019-03-10 11:16:40.017"
CAL_Arp220 "2019-03-10 11:16:40.017" "2019-03-10 11:19:40.017"
TransitionBlock "2019-03-10 11:19:40.017" "2019-03-10 11:20:00.017"
"Unused Time" "2019-03-10 11:20:00.017" "2019-03-10 11:22:00.017"
CAL_1611+343 "2019-03-10 11:22:00.017" "2019-03-10 11:25:00.017"
TransitionBlock "2019-03-10 11:25:00.017" "2019-03-10 11:25:20.017"
"Unused Time" "2019-03-10 11:25:20.017" "2019-03-10 12:18:40.019"
CAL_Arp220 "2019-03-10 12:18:40.019" "2019-03-10 12:21:40.019"
TransitionBlock "2019-03-10 12:21:40.019" "2019-03-10 12:22:00.019"
"Unused Time" "2019-03-10 12:22:00.019" "2019-03-10 12:24:20.020"
CAL_1611+343 "2019-03-10 12:24:20.020" "2019-03-10 12:27:20.020"
"Unused Time" "2019-03-10 12:27:20.020" "2019-03-10 13:16:20.022"
CAL_1611+343 "2019-03-10 13:16:20.022" "2019-03-10 13:19:20.022"
TransitionBlock "2019-03-10 13:19:20.022" "2019-03-10 13:19:40.022"
"Unused Time" "2019-03-10 13:19:40.022" "2019-03-10 13:25:20.022"
CAL_Arp220 "2019-03-10 13:25:20.022" "2019-03-10 13:28:20.022"
TransitionBlock "2019-03-10 13:28:20.022" "2019-03-10 13:29:20.022"
"Unused Time" "2019-03-10 13:29:20.022" "2019-03-10 13:33:20.022"
"Oph Core" "2019-03-10 13:33:20.022" "2019-03-10 14:15:20.022"
TransitionBlock "2019-03-10 14:15:20.022" "2019-03-10 14:16:00.022"
"Unused Time" "2019-03-10 14:16:00.022" "2019-03-10 14:20:00.024"
CAL_G34.3 "2019-03-10 14:20:00.024" "2019-03-10 14:23:00.024"
TransitionBlock "2019-03-10 14:23:00.024" "2019-03-10 14:24:00.024"
"Unused Time" "2019-03-10 14:24:00.024" "2019-03-10 14:26:00.024"
CAL_1611+343 "2019-03-10 14:26:00.024" "2019-03-10 14:29:00.024"
TransitionBlock "2019-03-10 14:29:00.024" "2019-03-10 14:29:40.024"
"Unused Time" "2019-03-10 14:29:40.024" "2019-03-10 14:32:00.024"
NEP-16 "2019-03-10 14:32:00.024" "2019-03-10 15:13:40.024"
TransitionBlock "2019-03-10 15:13:40.024" "2019-03-10 15:14:20.024"
"Unused Time" "2019-03-10 15:14:20.024" "2019-03-10 15:16:40.026"
CAL_1611+343 "2019-03-10 15:16:40.026" "2019-03-10 15:19:40.026"
TransitionBlock "2019-03-10 15:19:40.026" "2019-03-10 15:20:40.026"
"Unused Time" "2019-03-10 15:20:40.026" "2019-03-10 15:26:40.026"
CAL_G34.3 "2019-03-10 15:26:40.026" "2019-03-10 15:29:40.026"
TransitionBlock "2019-03-10 15:29:40.026" "2019-03-10 15:30:00.026"
"Unused Time" "2019-03-10 15:30:00.026" "2019-03-10 15:31:40.026"
"Serpens South" "2019-03-10 15:31:40.026" "2019-03-10 16:13:40.026"
TransitionBlock "2019-03-10 16:13:40.026" "2019-03-10 16:14:40.026"
"Unused Time" "2019-03-10 16:14:40.026" "2019-03-10 16:15:00.028"
CAL_Arp220 "2019-03-10 16:15:00.028" "2019-03-10 16:18:00.028"
TransitionBlock "2019-03-10 16:18:00.028" "2019-03-10 16:18:20.028"
"Unused Time" "2019-03-10 16:18:20.028" "2019-03-10 16:18:40.028"
CAL_1611+343 "2019-03-10 16:18:40.028" "2019-03-10 16:21:40.028"
TransitionBlock "2019-03-10 16:21:40.028" "2019-03-10 16:22:40.028"
"Unused Time" "2019-03-10 16:22:40.028" "2019-03-10 16:24:40.028"
CAL_G34.3 "2019-03-10 16:24:40.028" "2019-03-10 16:27:40.028"
TransitionBlock "2019-03-10 16:27:40.028" "2019-03-10 16:28:20.028"
"Unused Time" "2019-03-10 16:28:20.028" "2019-03-10 16:45:00.029"
