target "start time (UTC)" "end time (UTC)"
"Unused Time" "2019-04-29 03:30:00.000" "2019-04-29 04:18:20.002"
CAL_IRC+10216 "2019-04-29 04:18:20.002" "2019-04-29 04:21:20.002"
TransitionBlock "2019-04-29 04:21:20.002" "2019-04-29 04:22:20.002"
"Unused Time" "2019-04-29 04:22:20.002" "2019-04-29 04:25:40.002"
CAL_1044+719 "2019-04-29 04:25:40.002" "2019-04-29 04:28:40.002"
"Unused Time" "2019-04-29 04:28:40.002" "2019-04-29 05:26:00.004"
CAL_1044+719 "2019-04-29 05:26:00.004" "2019-04-29 05:29:00.004"
"Unused Time" "2019-04-29 05:29:00.004" "2019-04-29 06:20:40.006"
CAL_1044+719 "2019-04-29 06:20:40.006" "2019-04-29 06:23:40.006"
TransitionBlock "2019-04-29 06:23:40.006" "2019-04-29 06:24:40.006"
"Unused Time" "2019-04-29 06:24:40.006" "2019-04-29 06:27:00.007"
CAL_IRC+10216 "2019-04-29 06:27:00.007" "2019-04-29 06:30:00.007"
TransitionBlock "2019-04-29 06:30:00.007" "2019-04-29 06:31:00.007"
"Unused Time" "2019-04-29 06:31:00.007" "2019-04-29 07:18:40.008"
CAL_1044+719 "2019-04-29 07:18:40.008" "2019-04-29 07:21:40.008"
TransitionBlock "2019-04-29 07:21:40.008" "2019-04-29 07:22:40.008"
"Unused Time" "2019-04-29 07:22:40.008" "2019-04-29 07:24:40.009"
CAL_IRC+10216 "2019-04-29 07:24:40.009" "2019-04-29 07:27:40.009"
TransitionBlock "2019-04-29 07:27:40.009" "2019-04-29 07:28:40.009"
"Unused Time" "2019-04-29 07:28:40.009" "2019-04-29 08:18:40.011"
CAL_1044+719 "2019-04-29 08:18:40.011" "2019-04-29 08:21:40.011"
TransitionBlock "2019-04-29 08:21:40.011" "2019-04-29 08:22:40.011"
"Unused Time" "2019-04-29 08:22:40.011" "2019-04-29 08:25:20.011"
CAL_Arp220 "2019-04-29 08:25:20.011" "2019-04-29 08:28:20.011"
TransitionBlock "2019-04-29 08:28:20.011" "2019-04-29 08:29:40.011"
"Unused Time" "2019-04-29 08:29:40.011" "2019-04-29 09:15:00.013"
CAL_IRC+10216 "2019-04-29 09:15:00.013" "2019-04-29 09:18:00.013"
TransitionBlock "2019-04-29 09:18:00.013" "2019-04-29 09:19:00.013"
"Unused Time" "2019-04-29 09:19:00.013" "2019-04-29 09:19:20.013"
CAL_1044+719 "2019-04-29 09:19:20.013" "2019-04-29 09:22:20.013"
TransitionBlock "2019-04-29 09:22:20.013" "2019-04-29 09:23:20.013"
"Unused Time" "2019-04-29 09:23:20.013" "2019-04-29 09:27:00.013"
CAL_Arp220 "2019-04-29 09:27:00.013" "2019-04-29 09:30:00.013"
"Unused Time" "2019-04-29 09:30:00.013" "2019-04-29 10:18:20.015"
CAL_Arp220 "2019-04-29 10:18:20.015" "2019-04-29 10:21:20.015"
TransitionBlock "2019-04-29 10:21:20.015" "2019-04-29 10:22:00.015"
"Unused Time" "2019-04-29 10:22:00.015" "2019-04-29 10:24:40.015"
NEP-13 "2019-04-29 10:24:40.015" "2019-04-29 11:06:20.015"
TransitionBlock "2019-04-29 11:06:20.015" "2019-04-29 11:06:40.015"
"Unused Time" "2019-04-29 11:06:40.015" "2019-04-29 11:16:40.017"
CAL_1823+568 "2019-04-29 11:16:40.017" "2019-04-29 11:19:40.017"
TransitionBlock "2019-04-29 11:19:40.017" "2019-04-29 11:20:40.017"
"Unused Time" "2019-04-29 11:20:40.017" "2019-04-29 11:22:00.017"
CAL_G34.3 "2019-04-29 11:22:00.017" "2019-04-29 11:25:00.017"
TransitionBlock "2019-04-29 11:25:00.017" "2019-04-29 11:26:00.017"
"Unused Time" "2019-04-29 11:26:00.017" "2019-04-29 11:26:20.017"
NEP-18 "2019-04-29 11:26:20.017" "2019-04-29 12:08:00.017"
TransitionBlock "2019-04-29 12:08:00.017" "2019-04-29 12:08:20.017"
"Unused Time" "2019-04-29 12:08:20.017" "2019-04-29 12:18:40.019"
CAL_1823+568 "2019-04-29 12:18:40.019" "2019-04-29 12:21:40.019"
TransitionBlock "2019-04-29 12:21:40.019" "2019-04-29 12:22:40.019"
"Unused Time" "2019-04-29 12:22:40.019" "2019-04-29 12:24:20.020"
CAL_G34.3 "2019-04-29 12:24:20.020" "2019-04-29 12:27:20.020"
TransitionBlock "2019-04-29 12:27:20.020" "2019-04-29 12:28:20.020"
"Unused Time" "2019-04-29 12:28:20.020" "2019-04-29 12:30:20.020"
NEP-13 "2019-04-29 12:30:20.020" "2019-04-29 13:12:00.020"
TransitionBlock "2019-04-29 13:12:00.020" "2019-04-29 13:13:00.020"
"Unused Time" "2019-04-29 13:13:00.020" "2019-04-29 13:16:20.022"
CAL_G34.3 "2019-04-29 13:16:20.022" "2019-04-29 13:19:20.022"
TransitionBlock "2019-04-29 13:19:20.022" "2019-04-29 13:20:00.022"
"Unused Time" "2019-04-29 13:20:00.022" "2019-04-29 13:21:20.022"
CAL_MWC349 "2019-04-29 13:21:20.022" "2019-04-29 13:24:20.022"
TransitionBlock "2019-04-29 13:24:20.022" "2019-04-29 13:25:00.022"
"Unused Time" "2019-04-29 13:25:00.022" "2019-04-29 13:25:20.022"
CAL_1823+568 "2019-04-29 13:25:20.022" "2019-04-29 13:28:20.022"
TransitionBlock "2019-04-29 13:28:20.022" "2019-04-29 13:28:40.022"
"Unused Time" "2019-04-29 13:28:40.022" "2019-04-29 13:31:00.022"
NEP-18 "2019-04-29 13:31:00.022" "2019-04-29 14:12:40.022"
TransitionBlock "2019-04-29 14:12:40.022" "2019-04-29 14:13:20.022"
"Unused Time" "2019-04-29 14:13:20.022" "2019-04-29 14:15:00.024"
CAL_MWC349 "2019-04-29 14:15:00.024" "2019-04-29 14:18:00.024"
TransitionBlock "2019-04-29 14:18:00.024" "2019-04-29 14:18:40.024"
"Unused Time" "2019-04-29 14:18:40.024" "2019-04-29 14:20:00.024"
CAL_G34.3 "2019-04-29 14:20:00.024" "2019-04-29 14:23:00.024"
TransitionBlock "2019-04-29 14:23:00.024" "2019-04-29 14:24:00.024"
