target "start time (UTC)" "end time (UTC)"
"Rosette Field 2" "2019-03-29 03:30:00.000" "2019-03-29 04:11:00.000"
TransitionBlock "2019-03-29 04:11:00.000" "2019-03-29 04:11:40.000"
"Unused Time" "2019-03-29 04:11:40.000" "2019-03-29 04:18:20.002"
CAL_CRL618 "2019-03-29 04:18:20.002" "2019-03-29 04:21:20.002"
TransitionBlock "2019-03-29 04:21:20.002" "2019-03-29 04:22:20.002"
"Unused Time" "2019-03-29 04:22:20.002" "2019-03-29 04:25:40.002"
CAL_0754+100 "2019-03-29 04:25:40.002" "2019-03-29 04:28:40.002"
TransitionBlock "2019-03-29 04:28:40.002" "2019-03-29 04:29:20.002"
"Unused Time" "2019-03-29 04:29:20.002" "2019-03-29 04:39:20.003"
STUDIES-1_offset_N2 "2019-03-29 04:39:20.003" "2019-03-29 05:10:20.003"
TransitionBlock "2019-03-29 05:10:20.003" "2019-03-29 05:11:40.003"
"Unused Time" "2019-03-29 05:11:40.003" "2019-03-29 05:15:00.004"
CAL_CRL618 "2019-03-29 05:15:00.004" "2019-03-29 05:18:00.004"
TransitionBlock "2019-03-29 05:18:00.004" "2019-03-29 05:19:00.004"
"Unused Time" "2019-03-29 05:19:00.004" "2019-03-29 05:22:00.004"
CAL_OH231.8 "2019-03-29 05:22:00.004" "2019-03-29 05:25:00.004"
TransitionBlock "2019-03-29 05:25:00.004" "2019-03-29 05:25:40.004"
"Unused Time" "2019-03-29 05:25:40.004" "2019-03-29 05:26:00.004"
CAL_0754+100 "2019-03-29 05:26:00.004" "2019-03-29 05:29:00.004"
TransitionBlock "2019-03-29 05:29:00.004" "2019-03-29 05:29:40.004"
"Unused Time" "2019-03-29 05:29:40.004" "2019-03-29 05:33:20.005"
STUDIES-1_offset_N2 "2019-03-29 05:33:20.005" "2019-03-29 06:04:20.005"
TransitionBlock "2019-03-29 06:04:20.005" "2019-03-29 06:05:40.005"
"Unused Time" "2019-03-29 06:05:40.005" "2019-03-29 06:16:20.006"
CAL_CRL618 "2019-03-29 06:16:20.006" "2019-03-29 06:19:20.006"
TransitionBlock "2019-03-29 06:19:20.006" "2019-03-29 06:20:20.006"
"Unused Time" "2019-03-29 06:20:20.006" "2019-03-29 06:20:40.006"
CAL_0754+100 "2019-03-29 06:20:40.006" "2019-03-29 06:23:40.006"
TransitionBlock "2019-03-29 06:23:40.006" "2019-03-29 06:24:20.006"
"Unused Time" "2019-03-29 06:24:20.006" "2019-03-29 06:27:00.007"
CAL_OH231.8 "2019-03-29 06:27:00.007" "2019-03-29 06:30:00.007"
TransitionBlock "2019-03-29 06:30:00.007" "2019-03-29 06:30:40.007"
"Unused Time" "2019-03-29 06:30:40.007" "2019-03-29 06:42:00.007"
STUDIES-1_offset_N2 "2019-03-29 06:42:00.007" "2019-03-29 07:13:00.007"
TransitionBlock "2019-03-29 07:13:00.007" "2019-03-29 07:13:40.007"
"Unused Time" "2019-03-29 07:13:40.007" "2019-03-29 07:18:40.008"
CAL_0754+100 "2019-03-29 07:18:40.008" "2019-03-29 07:21:40.008"
TransitionBlock "2019-03-29 07:21:40.008" "2019-03-29 07:22:20.008"
"Unused Time" "2019-03-29 07:22:20.008" "2019-03-29 07:24:40.009"
CAL_OH231.8 "2019-03-29 07:24:40.009" "2019-03-29 07:27:40.009"
TransitionBlock "2019-03-29 07:27:40.009" "2019-03-29 07:28:20.009"
"Unused Time" "2019-03-29 07:28:20.009" "2019-03-29 07:37:00.009"
STUDIES-1_offset_N2 "2019-03-29 07:37:00.009" "2019-03-29 08:08:00.009"
TransitionBlock "2019-03-29 08:08:00.009" "2019-03-29 08:08:40.009"
"Unused Time" "2019-03-29 08:08:40.009" "2019-03-29 08:18:40.011"
CAL_0754+100 "2019-03-29 08:18:40.011" "2019-03-29 08:21:40.011"
TransitionBlock "2019-03-29 08:21:40.011" "2019-03-29 08:22:20.011"
"Unused Time" "2019-03-29 08:22:20.011" "2019-03-29 08:25:20.011"
CAL_OH231.8 "2019-03-29 08:25:20.011" "2019-03-29 08:28:20.011"
TransitionBlock "2019-03-29 08:28:20.011" "2019-03-29 08:29:00.011"
"Unused Time" "2019-03-29 08:29:00.011" "2019-03-29 08:38:40.011"
STUDIES-1_offset_N2 "2019-03-29 08:38:40.011" "2019-03-29 09:09:40.011"
TransitionBlock "2019-03-29 09:09:40.011" "2019-03-29 09:10:20.011"
"Unused Time" "2019-03-29 09:10:20.011" "2019-03-29 09:19:20.013"
CAL_0754+100 "2019-03-29 09:19:20.013" "2019-03-29 09:22:20.013"
TransitionBlock "2019-03-29 09:22:20.013" "2019-03-29 09:23:00.013"
"Unused Time" "2019-03-29 09:23:00.013" "2019-03-29 09:23:20.013"
STUDIES-1_offset_N2 "2019-03-29 09:23:20.013" "2019-03-29 09:54:20.013"
