target "start time (UTC)" "end time (UTC)"
"Unused Time" "2019-06-21 03:30:00.000" "2019-06-21 04:18:20.002"
CAL_Arp220 "2019-06-21 04:18:20.002" "2019-06-21 04:21:20.002"
TransitionBlock "2019-06-21 04:21:20.002" "2019-06-21 04:22:00.002"
"Unused Time" "2019-06-21 04:22:00.002" "2019-06-21 04:25:40.002"
CAL_1308+326 "2019-06-21 04:25:40.002" "2019-06-21 04:28:40.002"
TransitionBlock "2019-06-21 04:28:40.002" "2019-06-21 04:29:20.002"
"Unused Time" "2019-06-21 04:29:20.002" "2019-06-21 05:15:00.004"
CAL_Arp220 "2019-06-21 05:15:00.004" "2019-06-21 05:18:00.004"
TransitionBlock "2019-06-21 05:18:00.004" "2019-06-21 05:18:40.004"
"Unused Time" "2019-06-21 05:18:40.004" "2019-06-21 05:26:00.004"
CAL_1308+326 "2019-06-21 05:26:00.004" "2019-06-21 05:29:00.004"
TransitionBlock "2019-06-21 05:29:00.004" "2019-06-21 05:30:20.004"
"Unused Time" "2019-06-21 05:30:20.004" "2019-06-21 06:16:00.006"
CAL_16293-2422 "2019-06-21 06:16:00.006" "2019-06-21 06:19:00.006"
TransitionBlock "2019-06-21 06:19:00.006" "2019-06-21 06:20:20.006"
"Unused Time" "2019-06-21 06:20:20.006" "2019-06-21 06:20:40.006"
CAL_1308+326 "2019-06-21 06:20:40.006" "2019-06-21 06:23:40.006"
TransitionBlock "2019-06-21 06:23:40.006" "2019-06-21 06:24:20.006"
"Unused Time" "2019-06-21 06:24:20.006" "2019-06-21 06:27:00.007"
CAL_Arp220 "2019-06-21 06:27:00.007" "2019-06-21 06:30:00.007"
TransitionBlock "2019-06-21 06:30:00.007" "2019-06-21 06:31:00.007"
"Unused Time" "2019-06-21 06:31:00.007" "2019-06-21 06:33:00.007"
NEP-11 "2019-06-21 06:33:00.007" "2019-06-21 07:14:40.007"
TransitionBlock "2019-06-21 07:14:40.007" "2019-06-21 07:15:40.007"
"Unused Time" "2019-06-21 07:15:40.007" "2019-06-21 07:18:40.008"
CAL_1308+326 "2019-06-21 07:18:40.008" "2019-06-21 07:21:40.008"
TransitionBlock "2019-06-21 07:21:40.008" "2019-06-21 07:23:00.008"
"Unused Time" "2019-06-21 07:23:00.008" "2019-06-21 07:24:40.009"
CAL_16293-2422 "2019-06-21 07:24:40.009" "2019-06-21 07:27:40.009"
TransitionBlock "2019-06-21 07:27:40.009" "2019-06-21 07:29:00.009"
"Unused Time" "2019-06-21 07:29:00.009" "2019-06-21 07:34:20.009"
NEP-11 "2019-06-21 07:34:20.009" "2019-06-21 08:16:00.009"
TransitionBlock "2019-06-21 08:16:00.009" "2019-06-21 08:17:00.009"
"Unused Time" "2019-06-21 08:17:00.009" "2019-06-21 08:18:40.011"
CAL_1308+326 "2019-06-21 08:18:40.011" "2019-06-21 08:21:40.011"
TransitionBlock "2019-06-21 08:21:40.011" "2019-06-21 08:23:00.011"
"Unused Time" "2019-06-21 08:23:00.011" "2019-06-21 08:25:20.011"
CAL_16293-2422 "2019-06-21 08:25:20.011" "2019-06-21 08:28:20.011"
TransitionBlock "2019-06-21 08:28:20.011" "2019-06-21 08:29:40.011"
"Unused Time" "2019-06-21 08:29:40.011" "2019-06-21 08:33:00.011"
NEP-18 "2019-06-21 08:33:00.011" "2019-06-21 09:14:40.011"
TransitionBlock "2019-06-21 09:14:40.011" "2019-06-21 09:15:40.011"
"Unused Time" "2019-06-21 09:15:40.011" "2019-06-21 09:19:20.013"
CAL_1308+326 "2019-06-21 09:19:20.013" "2019-06-21 09:22:20.013"
TransitionBlock "2019-06-21 09:22:20.013" "2019-06-21 09:23:00.013"
"Unused Time" "2019-06-21 09:23:00.013" "2019-06-21 09:27:00.013"
CAL_Arp220 "2019-06-21 09:27:00.013" "2019-06-21 09:30:00.013"
TransitionBlock "2019-06-21 09:30:00.013" "2019-06-21 09:31:00.013"
"Unused Time" "2019-06-21 09:31:00.013" "2019-06-21 09:35:00.013"
NEP-18 "2019-06-21 09:35:00.013" "2019-06-21 10:16:40.013"
TransitionBlock "2019-06-21 10:16:40.013" "2019-06-21 10:17:40.013"
"Unused Time" "2019-06-21 10:17:40.013" "2019-06-21 10:18:20.015"
CAL_Arp220 "2019-06-21 10:18:20.015" "2019-06-21 10:21:20.015"
TransitionBlock "2019-06-21 10:21:20.015" "2019-06-21 10:22:20.015"
"Unused Time" "2019-06-21 10:22:20.015" "2019-06-21 10:24:40.015"
CAL_16293-2422 "2019-06-21 10:24:40.015" "2019-06-21 10:27:40.015"
TransitionBlock "2019-06-21 10:27:40.015" "2019-06-21 10:29:00.015"
"Unused Time" "2019-06-21 10:29:00.015" "2019-06-21 10:40:00.016"
"TW Peg" "2019-06-21 10:40:00.016" "2019-06-21 11:11:00.016"
TransitionBlock "2019-06-21 11:11:00.016" "2019-06-21 11:11:20.016"
"Unused Time" "2019-06-21 11:11:20.016" "2019-06-21 11:15:20.017"
CAL_CRL2688 "2019-06-21 11:15:20.017" "2019-06-21 11:18:20.017"
TransitionBlock "2019-06-21 11:18:20.017" "2019-06-21 11:18:40.017"
"Unused Time" "2019-06-21 11:18:40.017" "2019-06-21 11:19:00.017"
CAL_BLLAC "2019-06-21 11:19:00.017" "2019-06-21 11:22:00.017"
TransitionBlock "2019-06-21 11:22:00.017" "2019-06-21 11:22:20.017"
"Unused Time" "2019-06-21 11:22:20.017" "2019-06-21 11:26:20.017"
CAL_N7538IRS1 "2019-06-21 11:26:20.017" "2019-06-21 11:29:20.017"
TransitionBlock "2019-06-21 11:29:20.017" "2019-06-21 11:31:00.017"
"Unused Time" "2019-06-21 11:31:00.017" "2019-06-21 11:33:00.018"
"IRAS 20038-2722" "2019-06-21 11:33:00.018" "2019-06-21 12:04:00.018"
TransitionBlock "2019-06-21 12:04:00.018" "2019-06-21 12:05:00.018"
"Unused Time" "2019-06-21 12:05:00.018" "2019-06-21 12:15:00.019"
CAL_CRL2688 "2019-06-21 12:15:00.019" "2019-06-21 12:18:00.019"
TransitionBlock "2019-06-21 12:18:00.019" "2019-06-21 12:18:20.019"
"Unused Time" "2019-06-21 12:18:20.019" "2019-06-21 12:18:40.019"
CAL_BLLAC "2019-06-21 12:18:40.019" "2019-06-21 12:21:40.019"
TransitionBlock "2019-06-21 12:21:40.019" "2019-06-21 12:22:00.019"
