target "start time (UTC)" "end time (UTC)"
"NGC 1333" "2019-03-02 03:30:00.000" "2019-03-02 03:52:00.000"
TransitionBlock "2019-03-02 03:52:00.000" "2019-03-02 03:52:20.000"
"Unused Time" "2019-03-02 03:52:20.000" "2019-03-02 04:18:20.002"
CAL_CRL618 "2019-03-02 04:18:20.002" "2019-03-02 04:21:20.002"
TransitionBlock "2019-03-02 04:21:20.002" "2019-03-02 04:21:40.002"
"Unused Time" "2019-03-02 04:21:40.002" "2019-03-02 04:25:40.002"
CAL_0552+398 "2019-03-02 04:25:40.002" "2019-03-02 04:28:40.002"
TransitionBlock "2019-03-02 04:28:40.002" "2019-03-02 04:29:20.002"
"Unused Time" "2019-03-02 04:29:20.002" "2019-03-02 04:47:00.003"
IC348 "2019-03-02 04:47:00.003" "2019-03-02 05:09:00.003"
TransitionBlock "2019-03-02 05:09:00.003" "2019-03-02 05:09:20.003"
"Unused Time" "2019-03-02 05:09:20.003" "2019-03-02 05:15:00.004"
CAL_CRL618 "2019-03-02 05:15:00.004" "2019-03-02 05:18:00.004"
TransitionBlock "2019-03-02 05:18:00.004" "2019-03-02 05:18:40.004"
"Unused Time" "2019-03-02 05:18:40.004" "2019-03-02 05:22:00.004"
CAL_OMC1 "2019-03-02 05:22:00.004" "2019-03-02 05:25:00.004"
TransitionBlock "2019-03-02 05:25:00.004" "2019-03-02 05:25:40.004"
"Unused Time" "2019-03-02 05:25:40.004" "2019-03-02 05:26:00.004"
CAL_0552+398 "2019-03-02 05:26:00.004" "2019-03-02 05:29:00.004"
TransitionBlock "2019-03-02 05:29:00.004" "2019-03-02 05:29:40.004"
"Unused Time" "2019-03-02 05:29:40.004" "2019-03-02 05:54:00.005"
NGC2024 "2019-03-02 05:54:00.005" "2019-03-02 06:16:00.005"
TransitionBlock "2019-03-02 06:16:00.005" "2019-03-02 06:16:20.005"
"Unused Time" "2019-03-02 06:16:20.005" "2019-03-02 06:16:40.006"
CAL_OMC1 "2019-03-02 06:16:40.006" "2019-03-02 06:19:40.006"
TransitionBlock "2019-03-02 06:19:40.006" "2019-03-02 06:20:20.006"
"Unused Time" "2019-03-02 06:20:20.006" "2019-03-02 06:20:40.006"
CAL_0552+398 "2019-03-02 06:20:40.006" "2019-03-02 06:23:40.006"
TransitionBlock "2019-03-02 06:23:40.006" "2019-03-02 06:24:00.006"
"Unused Time" "2019-03-02 06:24:00.006" "2019-03-02 06:27:00.007"
CAL_CRL618 "2019-03-02 06:27:00.007" "2019-03-02 06:30:00.007"
TransitionBlock "2019-03-02 06:30:00.007" "2019-03-02 06:30:40.007"
"Unused Time" "2019-03-02 06:30:40.007" "2019-03-02 06:51:20.007"
"NGC 2071" "2019-03-02 06:51:20.007" "2019-03-02 07:13:20.007"
TransitionBlock "2019-03-02 07:13:20.007" "2019-03-02 07:14:00.007"
"Unused Time" "2019-03-02 07:14:00.007" "2019-03-02 07:15:00.008"
CAL_CRL618 "2019-03-02 07:15:00.008" "2019-03-02 07:18:00.008"
TransitionBlock "2019-03-02 07:18:00.008" "2019-03-02 07:18:20.008"
"Unused Time" "2019-03-02 07:18:20.008" "2019-03-02 07:18:40.008"
CAL_0552+398 "2019-03-02 07:18:40.008" "2019-03-02 07:21:40.008"
TransitionBlock "2019-03-02 07:21:40.008" "2019-03-02 07:22:20.008"
"Unused Time" "2019-03-02 07:22:20.008" "2019-03-02 07:24:00.009"
CAL_OMC1 "2019-03-02 07:24:00.009" "2019-03-02 07:27:00.009"
"Unused Time" "2019-03-02 07:27:00.009" "2019-03-02 07:39:00.009"
OMC2-3 "2019-03-02 07:39:00.009" "2019-03-02 08:01:00.009"
TransitionBlock "2019-03-02 08:01:00.009" "2019-03-02 08:01:40.009"
"Unused Time" "2019-03-02 08:01:40.009" "2019-03-02 08:15:00.010"
CAL_CRL618 "2019-03-02 08:15:00.010" "2019-03-02 08:18:00.010"
TransitionBlock "2019-03-02 08:18:00.010" "2019-03-02 08:18:20.010"
"Unused Time" "2019-03-02 08:18:20.010" "2019-03-02 08:18:40.011"
CAL_0552+398 "2019-03-02 08:18:40.011" "2019-03-02 08:21:40.011"
TransitionBlock "2019-03-02 08:21:40.011" "2019-03-02 08:22:20.011"
"Unused Time" "2019-03-02 08:22:20.011" "2019-03-02 08:25:20.011"
CAL_OMC1 "2019-03-02 08:25:20.011" "2019-03-02 08:28:20.011"
TransitionBlock "2019-03-02 08:28:20.011" "2019-03-02 08:29:20.011"
"Unused Time" "2019-03-02 08:29:20.011" "2019-03-02 08:38:40.011"
STUDIES-1_offset_N2 "2019-03-02 08:38:40.011" "2019-03-02 09:09:40.011"
TransitionBlock "2019-03-02 09:09:40.011" "2019-03-02 09:10:40.011"
"Unused Time" "2019-03-02 09:10:40.011" "2019-03-02 09:19:20.013"
CAL_0552+398 "2019-03-02 09:19:20.013" "2019-03-02 09:22:20.013"
TransitionBlock "2019-03-02 09:22:20.013" "2019-03-02 09:23:20.013"
"Unused Time" "2019-03-02 09:23:20.013" "2019-03-02 09:47:40.014"
STUDIES-1_offset_N2 "2019-03-02 09:47:40.014" "2019-03-02 10:18:40.014"
"Unused Time" "2019-03-02 10:18:40.014" "2019-03-02 10:37:40.016"
STUDIES-1_offset_N2 "2019-03-02 10:37:40.016" "2019-03-02 11:08:40.016"
TransitionBlock "2019-03-02 11:08:40.016" "2019-03-02 11:10:00.016"
"Unused Time" "2019-03-02 11:10:00.016" "2019-03-02 11:22:00.017"
CAL_Arp220 "2019-03-02 11:22:00.017" "2019-03-02 11:25:00.017"
TransitionBlock "2019-03-02 11:25:00.017" "2019-03-02 11:26:20.017"
"Unused Time" "2019-03-02 11:26:20.017" "2019-03-02 11:44:20.018"
