target "start time (UTC)" "end time (UTC)"
"Orion A Field 2" "2019-03-18 03:30:00.000" "2019-03-18 04:11:00.000"
TransitionBlock "2019-03-18 04:11:00.000" "2019-03-18 04:11:40.000"
"Unused Time" "2019-03-18 04:11:40.000" "2019-03-18 04:18:20.002"
CAL_CRL618 "2019-03-18 04:18:20.002" "2019-03-18 04:21:20.002"
TransitionBlock "2019-03-18 04:21:20.002" "2019-03-18 04:22:20.002"
"Unused Time" "2019-03-18 04:22:20.002" "2019-03-18 04:25:40.002"
CAL_0736+017 "2019-03-18 04:25:40.002" "2019-03-18 04:28:40.002"
TransitionBlock "2019-03-18 04:28:40.002" "2019-03-18 04:29:20.002"
"Unused Time" "2019-03-18 04:29:20.002" "2019-03-18 04:29:40.002"
"Orion A Field 1" "2019-03-18 04:29:40.002" "2019-03-18 05:10:40.002"
TransitionBlock "2019-03-18 05:10:40.002" "2019-03-18 05:11:20.002"
"Unused Time" "2019-03-18 05:11:20.002" "2019-03-18 05:15:00.004"
CAL_CRL618 "2019-03-18 05:15:00.004" "2019-03-18 05:18:00.004"
TransitionBlock "2019-03-18 05:18:00.004" "2019-03-18 05:19:00.004"
"Unused Time" "2019-03-18 05:19:00.004" "2019-03-18 05:22:20.004"
CAL_OH231.8 "2019-03-18 05:22:20.004" "2019-03-18 05:25:20.004"
TransitionBlock "2019-03-18 05:25:20.004" "2019-03-18 05:25:40.004"
"Unused Time" "2019-03-18 05:25:40.004" "2019-03-18 05:26:00.004"
CAL_0736+017 "2019-03-18 05:26:00.004" "2019-03-18 05:29:00.004"
TransitionBlock "2019-03-18 05:29:00.004" "2019-03-18 05:29:40.004"
"Unused Time" "2019-03-18 05:29:40.004" "2019-03-18 05:35:00.005"
"Orion A Field 1" "2019-03-18 05:35:00.005" "2019-03-18 06:16:00.005"
TransitionBlock "2019-03-18 06:16:00.005" "2019-03-18 06:16:40.005"
"Unused Time" "2019-03-18 06:16:40.005" "2019-03-18 06:17:00.006"
