target "start time (UTC)" "end time (UTC)"
XMM-LSS-027 "2019-01-14 03:30:00.000" "2019-01-14 04:11:40.000"
TransitionBlock "2019-01-14 04:11:40.000" "2019-01-14 04:12:40.000"
"Unused Time" "2019-01-14 04:12:40.000" "2019-01-14 04:18:20.002"
CAL_CRL618 "2019-01-14 04:18:20.002" "2019-01-14 04:21:20.002"
"Unused Time" "2019-01-14 04:21:20.002" "2019-01-14 04:22:00.002"
CAL_CRL618 "2019-01-14 04:22:00.002" "2019-01-14 04:25:00.002"
TransitionBlock "2019-01-14 04:25:00.002" "2019-01-14 04:25:20.002"
"Unused Time" "2019-01-14 04:25:20.002" "2019-01-14 04:25:40.002"
CAL_0300+471 "2019-01-14 04:25:40.002" "2019-01-14 04:28:40.002"
TransitionBlock "2019-01-14 04:28:40.002" "2019-01-14 04:29:40.002"
"Unused Time" "2019-01-14 04:29:40.002" "2019-01-14 04:30:00.002"
XMM-LSS-027 "2019-01-14 04:30:00.002" "2019-01-14 05:11:40.002"
TransitionBlock "2019-01-14 05:11:40.002" "2019-01-14 05:12:40.002"
"Unused Time" "2019-01-14 05:12:40.002" "2019-01-14 05:15:00.004"
CAL_CRL618 "2019-01-14 05:15:00.004" "2019-01-14 05:18:00.004"
CAL_CRL618 "2019-01-14 05:18:00.004" "2019-01-14 05:21:00.004"
TransitionBlock "2019-01-14 05:21:00.004" "2019-01-14 05:21:20.004"
"Unused Time" "2019-01-14 05:21:20.004" "2019-01-14 05:26:00.004"
CAL_0300+471 "2019-01-14 05:26:00.004" "2019-01-14 05:29:00.004"
TransitionBlock "2019-01-14 05:29:00.004" "2019-01-14 05:30:00.004"
"Unused Time" "2019-01-14 05:30:00.004" "2019-01-14 05:30:40.004"
XMM-LSS-027 "2019-01-14 05:30:40.004" "2019-01-14 06:12:20.004"
TransitionBlock "2019-01-14 06:12:20.004" "2019-01-14 06:13:20.004"
"Unused Time" "2019-01-14 06:13:20.004" "2019-01-14 06:20:40.006"
CAL_0300+471 "2019-01-14 06:20:40.006" "2019-01-14 06:23:40.006"
TransitionBlock "2019-01-14 06:23:40.006" "2019-01-14 06:24:00.006"
CAL_CRL618 "2019-01-14 06:24:00.006" "2019-01-14 06:27:00.007"
CAL_CRL618 "2019-01-14 06:27:00.007" "2019-01-14 06:30:00.007"
TransitionBlock "2019-01-14 06:30:00.007" "2019-01-14 06:31:00.007"
XMM-LSS-027 "2019-01-14 06:31:00.007" "2019-01-14 07:12:40.007"
TransitionBlock "2019-01-14 07:12:40.007" "2019-01-14 07:13:40.007"
"Unused Time" "2019-01-14 07:13:40.007" "2019-01-14 07:15:00.008"
CAL_CRL618 "2019-01-14 07:15:00.008" "2019-01-14 07:18:00.008"
TransitionBlock "2019-01-14 07:18:00.008" "2019-01-14 07:18:20.008"
"Unused Time" "2019-01-14 07:18:20.008" "2019-01-14 07:18:40.008"
CAL_0300+471 "2019-01-14 07:18:40.008" "2019-01-14 07:21:40.008"
TransitionBlock "2019-01-14 07:21:40.008" "2019-01-14 07:22:00.008"
"Unused Time" "2019-01-14 07:22:00.008" "2019-01-14 07:24:00.009"
CAL_CRL618 "2019-01-14 07:24:00.009" "2019-01-14 07:27:00.009"
TransitionBlock "2019-01-14 07:27:00.009" "2019-01-14 07:28:00.009"
"Unused Time" "2019-01-14 07:28:00.009" "2019-01-14 07:28:40.009"
XMM-LSS-027 "2019-01-14 07:28:40.009" "2019-01-14 08:10:20.009"
TransitionBlock "2019-01-14 08:10:20.009" "2019-01-14 08:11:20.009"
"Unused Time" "2019-01-14 08:11:20.009" "2019-01-14 08:15:00.010"
CAL_CRL618 "2019-01-14 08:15:00.010" "2019-01-14 08:18:00.010"
TransitionBlock "2019-01-14 08:18:00.010" "2019-01-14 08:18:20.010"
"Unused Time" "2019-01-14 08:18:20.010" "2019-01-14 08:18:40.011"
CAL_0300+471 "2019-01-14 08:18:40.011" "2019-01-14 08:21:40.011"
TransitionBlock "2019-01-14 08:21:40.011" "2019-01-14 08:22:00.011"
"Unused Time" "2019-01-14 08:22:00.011" "2019-01-14 08:25:20.011"
CAL_CRL618 "2019-01-14 08:25:20.011" "2019-01-14 08:28:20.011"
TransitionBlock "2019-01-14 08:28:20.011" "2019-01-14 08:28:40.011"
"Unused Time" "2019-01-14 08:28:40.011" "2019-01-14 09:19:20.013"
CAL_0300+471 "2019-01-14 09:19:20.013" "2019-01-14 09:22:20.013"
TransitionBlock "2019-01-14 09:22:20.013" "2019-01-14 09:22:40.013"
"Unused Time" "2019-01-14 09:22:40.013" "2019-01-14 09:23:20.013"
CAL_CRL618 "2019-01-14 09:23:20.013" "2019-01-14 09:26:20.013"
"Unused Time" "2019-01-14 09:26:20.013" "2019-01-14 09:27:00.013"
CAL_CRL618 "2019-01-14 09:27:00.013" "2019-01-14 09:30:00.013"
TransitionBlock "2019-01-14 09:30:00.013" "2019-01-14 09:30:20.013"
"Unused Time" "2019-01-14 09:30:20.013" "2019-01-14 10:15:00.015"
CAL_0300+471 "2019-01-14 10:15:00.015" "2019-01-14 10:18:00.015"
