target "start time (UTC)" "end time (UTC)"
XMM-LSS-027 "2019-01-07 03:30:00.000" "2019-01-07 04:11:40.000"
TransitionBlock "2019-01-07 04:11:40.000" "2019-01-07 04:12:40.000"
"Unused Time" "2019-01-07 04:12:40.000" "2019-01-07 04:18:20.002"
CAL_CRL618 "2019-01-07 04:18:20.002" "2019-01-07 04:21:20.002"
TransitionBlock "2019-01-07 04:21:20.002" "2019-01-07 04:22:00.002"
CAL_W3(OH) "2019-01-07 04:22:00.002" "2019-01-07 04:25:00.002"
TransitionBlock "2019-01-07 04:25:00.002" "2019-01-07 04:25:20.002"
"Unused Time" "2019-01-07 04:25:20.002" "2019-01-07 04:25:40.002"
CAL_0219+428 "2019-01-07 04:25:40.002" "2019-01-07 04:28:40.002"
TransitionBlock "2019-01-07 04:28:40.002" "2019-01-07 04:29:20.002"
"Unused Time" "2019-01-07 04:29:20.002" "2019-01-07 04:31:40.002"
XMM-LSS-027 "2019-01-07 04:31:40.002" "2019-01-07 05:13:20.002"
TransitionBlock "2019-01-07 05:13:20.002" "2019-01-07 05:14:20.002"
"Unused Time" "2019-01-07 05:14:20.002" "2019-01-07 05:15:00.004"
CAL_CRL618 "2019-01-07 05:15:00.004" "2019-01-07 05:18:00.004"
TransitionBlock "2019-01-07 05:18:00.004" "2019-01-07 05:18:40.004"
"Unused Time" "2019-01-07 05:18:40.004" "2019-01-07 05:22:20.004"
CAL_W3(OH) "2019-01-07 05:22:20.004" "2019-01-07 05:25:20.004"
TransitionBlock "2019-01-07 05:25:20.004" "2019-01-07 05:25:40.004"
"Unused Time" "2019-01-07 05:25:40.004" "2019-01-07 05:26:00.004"
CAL_0219+428 "2019-01-07 05:26:00.004" "2019-01-07 05:29:00.004"
TransitionBlock "2019-01-07 05:29:00.004" "2019-01-07 05:29:40.004"
"Unused Time" "2019-01-07 05:29:40.004" "2019-01-07 05:38:40.005"
"IRAS 05411+6957" "2019-01-07 05:38:40.005" "2019-01-07 06:06:40.005"
TransitionBlock "2019-01-07 06:06:40.005" "2019-01-07 06:07:20.005"
"Unused Time" "2019-01-07 06:07:20.005" "2019-01-07 06:16:40.006"
CAL_CRL618 "2019-01-07 06:16:40.006" "2019-01-07 06:19:40.006"
TransitionBlock "2019-01-07 06:19:40.006" "2019-01-07 06:20:20.006"
"Unused Time" "2019-01-07 06:20:20.006" "2019-01-07 06:20:40.006"
CAL_0219+428 "2019-01-07 06:20:40.006" "2019-01-07 06:23:40.006"
TransitionBlock "2019-01-07 06:23:40.006" "2019-01-07 06:24:00.006"
"Unused Time" "2019-01-07 06:24:00.006" "2019-01-07 06:27:00.007"
CAL_W3(OH) "2019-01-07 06:27:00.007" "2019-01-07 06:30:00.007"
TransitionBlock "2019-01-07 06:30:00.007" "2019-01-07 06:30:20.007"
"Unused Time" "2019-01-07 06:30:20.007" "2019-01-07 06:42:20.007"
"IRAS 05559+7430" "2019-01-07 06:42:20.007" "2019-01-07 07:10:20.007"
TransitionBlock "2019-01-07 07:10:20.007" "2019-01-07 07:10:40.007"
"Unused Time" "2019-01-07 07:10:40.007" "2019-01-07 07:15:00.008"
CAL_W3(OH) "2019-01-07 07:15:00.008" "2019-01-07 07:18:00.008"
TransitionBlock "2019-01-07 07:18:00.008" "2019-01-07 07:18:20.008"
"Unused Time" "2019-01-07 07:18:20.008" "2019-01-07 07:18:40.008"
CAL_0219+428 "2019-01-07 07:18:40.008" "2019-01-07 07:21:40.008"
TransitionBlock "2019-01-07 07:21:40.008" "2019-01-07 07:22:20.008"
"Unused Time" "2019-01-07 07:22:20.008" "2019-01-07 07:24:40.009"
CAL_CRL618 "2019-01-07 07:24:40.009" "2019-01-07 07:27:40.009"
TransitionBlock "2019-01-07 07:27:40.009" "2019-01-07 07:28:40.009"
"Unused Time" "2019-01-07 07:28:40.009" "2019-01-07 07:37:40.009"
"IRAS 05069-3434" "2019-01-07 07:37:40.009" "2019-01-07 08:05:40.009"
TransitionBlock "2019-01-07 08:05:40.009" "2019-01-07 08:07:00.009"
"Unused Time" "2019-01-07 08:07:00.009" "2019-01-07 08:18:40.011"
CAL_0219+428 "2019-01-07 08:18:40.011" "2019-01-07 08:21:40.011"
TransitionBlock "2019-01-07 08:21:40.011" "2019-01-07 08:22:00.011"
"Unused Time" "2019-01-07 08:22:00.011" "2019-01-07 08:25:20.011"
CAL_W3(OH) "2019-01-07 08:25:20.011" "2019-01-07 08:28:20.011"
TransitionBlock "2019-01-07 08:28:20.011" "2019-01-07 08:30:00.011"
"Unused Time" "2019-01-07 08:30:00.011" "2019-01-07 08:33:00.011"
"IRAS 04387-3819" "2019-01-07 08:33:00.011" "2019-01-07 09:01:00.011"
