target "start time (UTC)" "end time (UTC)"
M31-pointing-1h "2019-01-16 03:30:00.000" "2019-01-16 04:11:40.000"
TransitionBlock "2019-01-16 04:11:40.000" "2019-01-16 04:12:20.000"
"Unused Time" "2019-01-16 04:12:20.000" "2019-01-16 04:18:20.002"
CAL_CRL618 "2019-01-16 04:18:20.002" "2019-01-16 04:21:20.002"
"Unused Time" "2019-01-16 04:21:20.002" "2019-01-16 04:22:00.002"
CAL_CRL618 "2019-01-16 04:22:00.002" "2019-01-16 04:25:00.002"
TransitionBlock "2019-01-16 04:25:00.002" "2019-01-16 04:25:20.002"
"Unused Time" "2019-01-16 04:25:20.002" "2019-01-16 04:25:40.002"
CAL_0300+471 "2019-01-16 04:25:40.002" "2019-01-16 04:28:40.002"
TransitionBlock "2019-01-16 04:28:40.002" "2019-01-16 04:29:20.002"
"Unused Time" "2019-01-16 04:29:20.002" "2019-01-16 04:30:00.002"
M31-pointing-2j "2019-01-16 04:30:00.002" "2019-01-16 05:11:40.002"
TransitionBlock "2019-01-16 05:11:40.002" "2019-01-16 05:12:20.002"
"Unused Time" "2019-01-16 05:12:20.002" "2019-01-16 05:15:00.004"
CAL_CRL618 "2019-01-16 05:15:00.004" "2019-01-16 05:18:00.004"
CAL_CRL618 "2019-01-16 05:18:00.004" "2019-01-16 05:21:00.004"
TransitionBlock "2019-01-16 05:21:00.004" "2019-01-16 05:21:20.004"
"Unused Time" "2019-01-16 05:21:20.004" "2019-01-16 05:26:00.004"
CAL_0300+471 "2019-01-16 05:26:00.004" "2019-01-16 05:29:00.004"
TransitionBlock "2019-01-16 05:29:00.004" "2019-01-16 05:29:40.004"
"Unused Time" "2019-01-16 05:29:40.004" "2019-01-16 05:36:40.005"
M31-pointing-1h "2019-01-16 05:36:40.005" "2019-01-16 06:18:20.005"
TransitionBlock "2019-01-16 06:18:20.005" "2019-01-16 06:19:00.005"
"Unused Time" "2019-01-16 06:19:00.005" "2019-01-16 06:20:40.006"
CAL_0300+471 "2019-01-16 06:20:40.006" "2019-01-16 06:23:40.006"
TransitionBlock "2019-01-16 06:23:40.006" "2019-01-16 06:24:00.006"
CAL_CRL618 "2019-01-16 06:24:00.006" "2019-01-16 06:27:00.007"
CAL_CRL618 "2019-01-16 06:27:00.007" "2019-01-16 06:30:00.007"
TransitionBlock "2019-01-16 06:30:00.007" "2019-01-16 06:30:40.007"
"Unused Time" "2019-01-16 06:30:40.007" "2019-01-16 06:31:00.007"
M31-pointing-1h "2019-01-16 06:31:00.007" "2019-01-16 07:12:40.007"
TransitionBlock "2019-01-16 07:12:40.007" "2019-01-16 07:13:20.007"
"Unused Time" "2019-01-16 07:13:20.007" "2019-01-16 07:15:00.008"
CAL_CRL618 "2019-01-16 07:15:00.008" "2019-01-16 07:18:00.008"
TransitionBlock "2019-01-16 07:18:00.008" "2019-01-16 07:18:20.008"
"Unused Time" "2019-01-16 07:18:20.008" "2019-01-16 07:18:40.008"
CAL_0300+471 "2019-01-16 07:18:40.008" "2019-01-16 07:21:40.008"
TransitionBlock "2019-01-16 07:21:40.008" "2019-01-16 07:22:00.008"
"Unused Time" "2019-01-16 07:22:00.008" "2019-01-16 07:24:00.009"
CAL_CRL618 "2019-01-16 07:24:00.009" "2019-01-16 07:27:00.009"
TransitionBlock "2019-01-16 07:27:00.009" "2019-01-16 07:27:40.009"
"Unused Time" "2019-01-16 07:27:40.009" "2019-01-16 07:29:20.009"
"NGC 2264 Field 2" "2019-01-16 07:29:20.009" "2019-01-16 08:10:20.009"
TransitionBlock "2019-01-16 08:10:20.009" "2019-01-16 08:11:00.009"
"Unused Time" "2019-01-16 08:11:00.009" "2019-01-16 08:15:00.010"
CAL_CRL618 "2019-01-16 08:15:00.010" "2019-01-16 08:18:00.010"
TransitionBlock "2019-01-16 08:18:00.010" "2019-01-16 08:18:20.010"
"Unused Time" "2019-01-16 08:18:20.010" "2019-01-16 08:18:40.011"
