target "start time (UTC)" "end time (UTC)"
"Rosette Field 2" "2019-03-26 03:30:00.000" "2019-03-26 04:11:00.000"
TransitionBlock "2019-03-26 04:11:00.000" "2019-03-26 04:11:40.000"
"Unused Time" "2019-03-26 04:11:40.000" "2019-03-26 04:18:20.002"
CAL_CRL618 "2019-03-26 04:18:20.002" "2019-03-26 04:21:20.002"
TransitionBlock "2019-03-26 04:21:20.002" "2019-03-26 04:22:20.002"
"Unused Time" "2019-03-26 04:22:20.002" "2019-03-26 04:25:40.002"
CAL_0754+100 "2019-03-26 04:25:40.002" "2019-03-26 04:28:40.002"
TransitionBlock "2019-03-26 04:28:40.002" "2019-03-26 04:29:20.002"
"Unused Time" "2019-03-26 04:29:20.002" "2019-03-26 04:41:40.003"
STUDIES-1_offset_N2 "2019-03-26 04:41:40.003" "2019-03-26 05:12:40.003"
TransitionBlock "2019-03-26 05:12:40.003" "2019-03-26 05:14:00.003"
"Unused Time" "2019-03-26 05:14:00.003" "2019-03-26 05:15:00.004"
CAL_CRL618 "2019-03-26 05:15:00.004" "2019-03-26 05:18:00.004"
TransitionBlock "2019-03-26 05:18:00.004" "2019-03-26 05:19:00.004"
"Unused Time" "2019-03-26 05:19:00.004" "2019-03-26 05:22:00.004"
CAL_OH231.8 "2019-03-26 05:22:00.004" "2019-03-26 05:25:00.004"
TransitionBlock "2019-03-26 05:25:00.004" "2019-03-26 05:25:40.004"
"Unused Time" "2019-03-26 05:25:40.004" "2019-03-26 05:26:00.004"
CAL_0754+100 "2019-03-26 05:26:00.004" "2019-03-26 05:29:00.004"
TransitionBlock "2019-03-26 05:29:00.004" "2019-03-26 05:29:40.004"
"Unused Time" "2019-03-26 05:29:40.004" "2019-03-26 05:30:00.004"
STUDIES-1_offset_N2 "2019-03-26 05:30:00.004" "2019-03-26 06:01:00.004"
TransitionBlock "2019-03-26 06:01:00.004" "2019-03-26 06:01:40.004"
"Unused Time" "2019-03-26 06:01:40.004" "2019-03-26 06:16:40.006"
CAL_OH231.8 "2019-03-26 06:16:40.006" "2019-03-26 06:19:40.006"
TransitionBlock "2019-03-26 06:19:40.006" "2019-03-26 06:20:20.006"
"Unused Time" "2019-03-26 06:20:20.006" "2019-03-26 06:20:40.006"
CAL_0754+100 "2019-03-26 06:20:40.006" "2019-03-26 06:23:40.006"
TransitionBlock "2019-03-26 06:23:40.006" "2019-03-26 06:24:40.006"
"Unused Time" "2019-03-26 06:24:40.006" "2019-03-26 06:27:00.007"
CAL_CRL618 "2019-03-26 06:27:00.007" "2019-03-26 06:30:00.007"
TransitionBlock "2019-03-26 06:30:00.007" "2019-03-26 06:31:20.007"
"Unused Time" "2019-03-26 06:31:20.007" "2019-03-26 06:41:00.007"
STUDIES-1_offset_N2 "2019-03-26 06:41:00.007" "2019-03-26 07:12:00.007"
TransitionBlock "2019-03-26 07:12:00.007" "2019-03-26 07:12:40.007"
"Unused Time" "2019-03-26 07:12:40.007" "2019-03-26 07:18:40.008"
CAL_0754+100 "2019-03-26 07:18:40.008" "2019-03-26 07:21:40.008"
TransitionBlock "2019-03-26 07:21:40.008" "2019-03-26 07:22:20.008"
"Unused Time" "2019-03-26 07:22:20.008" "2019-03-26 07:24:40.009"
CAL_OH231.8 "2019-03-26 07:24:40.009" "2019-03-26 07:27:40.009"
TransitionBlock "2019-03-26 07:27:40.009" "2019-03-26 07:28:20.009"
"Unused Time" "2019-03-26 07:28:20.009" "2019-03-26 07:37:00.009"
STUDIES-1_offset_N2 "2019-03-26 07:37:00.009" "2019-03-26 08:08:00.009"
TransitionBlock "2019-03-26 08:08:00.009" "2019-03-26 08:08:40.009"
"Unused Time" "2019-03-26 08:08:40.009" "2019-03-26 08:18:40.011"
CAL_0754+100 "2019-03-26 08:18:40.011" "2019-03-26 08:21:40.011"
TransitionBlock "2019-03-26 08:21:40.011" "2019-03-26 08:22:20.011"
"Unused Time" "2019-03-26 08:22:20.011" "2019-03-26 08:25:20.011"
CAL_OH231.8 "2019-03-26 08:25:20.011" "2019-03-26 08:28:20.011"
TransitionBlock "2019-03-26 08:28:20.011" "2019-03-26 08:29:00.011"
"Unused Time" "2019-03-26 08:29:00.011" "2019-03-26 08:45:00.012"
STUDIES-1_offset_N2 "2019-03-26 08:45:00.012" "2019-03-26 09:16:00.012"
TransitionBlock "2019-03-26 09:16:00.012" "2019-03-26 09:16:40.012"
"Unused Time" "2019-03-26 09:16:40.012" "2019-03-26 09:19:20.013"
CAL_0754+100 "2019-03-26 09:19:20.013" "2019-03-26 09:22:20.013"
TransitionBlock "2019-03-26 09:22:20.013" "2019-03-26 09:23:00.013"
"Unused Time" "2019-03-26 09:23:00.013" "2019-03-26 09:24:00.013"
STUDIES-1_offset_N2 "2019-03-26 09:24:00.013" "2019-03-26 09:55:00.013"
"Unused Time" "2019-03-26 09:55:00.013" "2019-03-26 10:00:40.014"
STUDIES-1_offset_N2 "2019-03-26 10:00:40.014" "2019-03-26 10:31:40.014"
"Unused Time" "2019-03-26 10:31:40.014" "2019-03-26 10:38:00.016"
STUDIES-1_offset_N2 "2019-03-26 10:38:00.016" "2019-03-26 11:09:00.016"
TransitionBlock "2019-03-26 11:09:00.016" "2019-03-26 11:10:20.016"
"Unused Time" "2019-03-26 11:10:20.016" "2019-03-26 11:16:40.017"
CAL_Arp220 "2019-03-26 11:16:40.017" "2019-03-26 11:19:40.017"
TransitionBlock "2019-03-26 11:19:40.017" "2019-03-26 11:20:00.017"
"Unused Time" "2019-03-26 11:20:00.017" "2019-03-26 11:22:00.017"
CAL_1633+382 "2019-03-26 11:22:00.017" "2019-03-26 11:25:00.017"
TransitionBlock "2019-03-26 11:25:00.017" "2019-03-26 11:26:20.017"
"Unused Time" "2019-03-26 11:26:20.017" "2019-03-26 11:29:00.018"
STUDIES-1_offset_N2 "2019-03-26 11:29:00.018" "2019-03-26 12:00:00.018"
TransitionBlock "2019-03-26 12:00:00.018" "2019-03-26 12:01:20.018"
"Unused Time" "2019-03-26 12:01:20.018" "2019-03-26 12:18:40.019"
CAL_Arp220 "2019-03-26 12:18:40.019" "2019-03-26 12:21:40.019"
TransitionBlock "2019-03-26 12:21:40.019" "2019-03-26 12:22:00.019"
"Unused Time" "2019-03-26 12:22:00.019" "2019-03-26 12:24:20.020"
CAL_1633+382 "2019-03-26 12:24:20.020" "2019-03-26 12:27:20.020"
TransitionBlock "2019-03-26 12:27:20.020" "2019-03-26 12:28:00.020"
"Unused Time" "2019-03-26 12:28:00.020" "2019-03-26 12:32:20.020"
NEP-15 "2019-03-26 12:32:20.020" "2019-03-26 13:14:00.020"
TransitionBlock "2019-03-26 13:14:00.020" "2019-03-26 13:15:00.020"
"Unused Time" "2019-03-26 13:15:00.020" "2019-03-26 13:16:20.022"
CAL_G34.3 "2019-03-26 13:16:20.022" "2019-03-26 13:19:20.022"
TransitionBlock "2019-03-26 13:19:20.022" "2019-03-26 13:20:20.022"
"Unused Time" "2019-03-26 13:20:20.022" "2019-03-26 13:25:20.022"
CAL_1633+382 "2019-03-26 13:25:20.022" "2019-03-26 13:28:20.022"
TransitionBlock "2019-03-26 13:28:20.022" "2019-03-26 13:29:00.022"
"Unused Time" "2019-03-26 13:29:00.022" "2019-03-26 13:45:00.023"
"IRAS 19503+2219" "2019-03-26 13:45:00.023" "2019-03-26 14:16:00.023"
TransitionBlock "2019-03-26 14:16:00.023" "2019-03-26 14:16:40.023"
"Unused Time" "2019-03-26 14:16:40.023" "2019-03-26 14:20:00.024"
CAL_G34.3 "2019-03-26 14:20:00.024" "2019-03-26 14:23:00.024"
TransitionBlock "2019-03-26 14:23:00.024" "2019-03-26 14:24:00.024"
"Unused Time" "2019-03-26 14:24:00.024" "2019-03-26 14:26:00.024"
CAL_1633+382 "2019-03-26 14:26:00.024" "2019-03-26 14:29:00.024"
TransitionBlock "2019-03-26 14:29:00.024" "2019-03-26 14:30:20.024"
"Unused Time" "2019-03-26 14:30:20.024" "2019-03-26 14:32:40.024"
"NGC 6334 Field 1" "2019-03-26 14:32:40.024" "2019-03-26 15:13:40.024"
TransitionBlock "2019-03-26 15:13:40.024" "2019-03-26 15:14:20.024"
"Unused Time" "2019-03-26 15:14:20.024" "2019-03-26 15:16:40.026"
CAL_G34.3 "2019-03-26 15:16:40.026" "2019-03-26 15:19:40.026"
TransitionBlock "2019-03-26 15:19:40.026" "2019-03-26 15:20:40.026"
"Unused Time" "2019-03-26 15:20:40.026" "2019-03-26 15:22:00.026"
CAL_Arp220 "2019-03-26 15:22:00.026" "2019-03-26 15:25:00.026"
TransitionBlock "2019-03-26 15:25:00.026" "2019-03-26 15:25:20.026"
"Unused Time" "2019-03-26 15:25:20.026" "2019-03-26 15:26:40.026"
CAL_1633+382 "2019-03-26 15:26:40.026" "2019-03-26 15:29:40.026"
TransitionBlock "2019-03-26 15:29:40.026" "2019-03-26 15:31:00.026"
"Unused Time" "2019-03-26 15:31:00.026" "2019-03-26 15:35:40.027"
"NGC 6334 Field 2" "2019-03-26 15:35:40.027" "2019-03-26 16:16:40.027"
TransitionBlock "2019-03-26 16:16:40.027" "2019-03-26 16:17:40.027"
"Unused Time" "2019-03-26 16:17:40.027" "2019-03-26 16:18:40.028"
CAL_Arp220 "2019-03-26 16:18:40.028" "2019-03-26 16:21:40.028"
TransitionBlock "2019-03-26 16:21:40.028" "2019-03-26 16:22:00.028"
"Unused Time" "2019-03-26 16:22:00.028" "2019-03-26 16:24:40.028"
CAL_1633+382 "2019-03-26 16:24:40.028" "2019-03-26 16:27:40.028"
TransitionBlock "2019-03-26 16:27:40.028" "2019-03-26 16:29:00.028"
"Unused Time" "2019-03-26 16:29:00.028" "2019-03-26 16:39:00.029"
"IRAS 19007-3826" "2019-03-26 16:39:00.029" "2019-03-26 17:10:00.029"
TransitionBlock "2019-03-26 17:10:00.029" "2019-03-26 17:10:40.029"
"Unused Time" "2019-03-26 17:10:40.029" "2019-03-26 17:15:00.030"
CAL_G34.3 "2019-03-26 17:15:00.030" "2019-03-26 17:18:00.030"
TransitionBlock "2019-03-26 17:18:00.030" "2019-03-26 17:19:00.030"
"Unused Time" "2019-03-26 17:19:00.030" "2019-03-26 17:21:40.030"
CAL_Arp220 "2019-03-26 17:21:40.030" "2019-03-26 17:24:40.030"
TransitionBlock "2019-03-26 17:24:40.030" "2019-03-26 17:25:00.030"
"Unused Time" "2019-03-26 17:25:00.030" "2019-03-26 17:26:00.031"
CAL_1633+382 "2019-03-26 17:26:00.031" "2019-03-26 17:29:00.031"
TransitionBlock "2019-03-26 17:29:00.031" "2019-03-26 17:30:20.031"
"Unused Time" "2019-03-26 17:30:20.031" "2019-03-26 17:39:00.031"
"IRAS 19093-3256" "2019-03-26 17:39:00.031" "2019-03-26 18:10:00.031"
TransitionBlock "2019-03-26 18:10:00.031" "2019-03-26 18:11:20.031"
"Unused Time" "2019-03-26 18:11:20.031" "2019-03-26 18:15:20.032"
CAL_1633+382 "2019-03-26 18:15:20.032" "2019-03-26 18:18:20.032"
TransitionBlock "2019-03-26 18:18:20.032" "2019-03-26 18:19:20.032"
"Unused Time" "2019-03-26 18:19:20.032" "2019-03-26 18:23:40.033"
CAL_G34.3 "2019-03-26 18:23:40.033" "2019-03-26 18:26:40.033"
TransitionBlock "2019-03-26 18:26:40.033" "2019-03-26 18:28:00.033"
"Unused Time" "2019-03-26 18:28:00.033" "2019-03-26 18:32:20.033"
M31-pointing-1h "2019-03-26 18:32:20.033" "2019-03-26 19:14:00.033"
TransitionBlock "2019-03-26 19:14:00.033" "2019-03-26 19:15:20.033"
"Unused Time" "2019-03-26 19:15:20.033" "2019-03-26 19:18:20.035"
CAL_G34.3 "2019-03-26 19:18:20.035" "2019-03-26 19:21:20.035"
TransitionBlock "2019-03-26 19:21:20.035" "2019-03-26 19:22:40.035"
"Unused Time" "2019-03-26 19:22:40.035" "2019-03-26 19:34:40.035"
M31-pointing-1h "2019-03-26 19:34:40.035" "2019-03-26 20:16:20.035"
TransitionBlock "2019-03-26 20:16:20.035" "2019-03-26 20:17:40.035"
"Unused Time" "2019-03-26 20:17:40.035" "2019-03-26 20:27:00.000"
CAL_G34.3 "2019-03-26 20:27:00.000" "2019-03-26 20:30:00.000"
