target "start time (UTC)" "end time (UTC)"
OMC2-3 "2019-05-02 03:30:00.000" "2019-05-02 03:52:00.000"
TransitionBlock "2019-05-02 03:52:00.000" "2019-05-02 03:52:20.000"
"Unused Time" "2019-05-02 03:52:20.000" "2019-05-02 03:54:40.001"
NGC2024 "2019-05-02 03:54:40.001" "2019-05-02 04:16:40.001"
TransitionBlock "2019-05-02 04:16:40.001" "2019-05-02 04:18:00.001"
"Unused Time" "2019-05-02 04:18:00.001" "2019-05-02 04:18:20.002"
CAL_1044+719 "2019-05-02 04:18:20.002" "2019-05-02 04:21:20.002"
TransitionBlock "2019-05-02 04:21:20.002" "2019-05-02 04:22:20.002"
"Unused Time" "2019-05-02 04:22:20.002" "2019-05-02 04:25:40.002"
CAL_IRC+10216 "2019-05-02 04:25:40.002" "2019-05-02 04:28:40.002"
TransitionBlock "2019-05-02 04:28:40.002" "2019-05-02 04:29:40.002"
"Unused Time" "2019-05-02 04:29:40.002" "2019-05-02 04:45:20.003"
"NGC 2071" "2019-05-02 04:45:20.003" "2019-05-02 05:07:20.003"
TransitionBlock "2019-05-02 05:07:20.003" "2019-05-02 05:08:40.003"
"Unused Time" "2019-05-02 05:08:40.003" "2019-05-02 05:26:00.004"
CAL_1044+719 "2019-05-02 05:26:00.004" "2019-05-02 05:29:00.004"
TransitionBlock "2019-05-02 05:29:00.004" "2019-05-02 05:30:00.004"
"Unused Time" "2019-05-02 05:30:00.004" "2019-05-02 05:43:00.005"
STUDIES-1_offset_N2 "2019-05-02 05:43:00.005" "2019-05-02 06:14:00.005"
TransitionBlock "2019-05-02 06:14:00.005" "2019-05-02 06:14:20.005"
"Unused Time" "2019-05-02 06:14:20.005" "2019-05-02 06:20:40.006"
CAL_IRC+10216 "2019-05-02 06:20:40.006" "2019-05-02 06:23:40.006"
TransitionBlock "2019-05-02 06:23:40.006" "2019-05-02 06:24:40.006"
"Unused Time" "2019-05-02 06:24:40.006" "2019-05-02 06:27:00.007"
CAL_1044+719 "2019-05-02 06:27:00.007" "2019-05-02 06:30:00.007"
TransitionBlock "2019-05-02 06:30:00.007" "2019-05-02 06:31:00.007"
"Unused Time" "2019-05-02 06:31:00.007" "2019-05-02 06:42:00.007"
STUDIES-1_offset_N2 "2019-05-02 06:42:00.007" "2019-05-02 07:13:00.007"
TransitionBlock "2019-05-02 07:13:00.007" "2019-05-02 07:13:20.007"
"Unused Time" "2019-05-02 07:13:20.007" "2019-05-02 07:18:40.008"
