target "start time (UTC)" "end time (UTC)"
"NGC 1333" "2019-04-22 03:30:00.000" "2019-04-22 04:12:00.000"
TransitionBlock "2019-04-22 04:12:00.000" "2019-04-22 04:12:20.000"
"Unused Time" "2019-04-22 04:12:20.000" "2019-04-22 04:18:20.002"
CAL_CRL618 "2019-04-22 04:18:20.002" "2019-04-22 04:21:20.002"
TransitionBlock "2019-04-22 04:21:20.002" "2019-04-22 04:22:20.002"
"Unused Time" "2019-04-22 04:22:20.002" "2019-04-22 04:25:40.002"
CAL_0917+449 "2019-04-22 04:25:40.002" "2019-04-22 04:28:40.002"
TransitionBlock "2019-04-22 04:28:40.002" "2019-04-22 04:29:40.002"
"Unused Time" "2019-04-22 04:29:40.002" "2019-04-22 04:31:20.002"
OMC2-3 "2019-04-22 04:31:20.002" "2019-04-22 05:13:20.002"
TransitionBlock "2019-04-22 05:13:20.002" "2019-04-22 05:14:00.002"
"Unused Time" "2019-04-22 05:14:00.002" "2019-04-22 05:15:00.004"
CAL_CRL618 "2019-04-22 05:15:00.004" "2019-04-22 05:18:00.004"
TransitionBlock "2019-04-22 05:18:00.004" "2019-04-22 05:19:00.004"
"Unused Time" "2019-04-22 05:19:00.004" "2019-04-22 05:22:00.004"
CAL_IRC+10216 "2019-04-22 05:22:00.004" "2019-04-22 05:25:00.004"
TransitionBlock "2019-04-22 05:25:00.004" "2019-04-22 05:25:40.004"
"Unused Time" "2019-04-22 05:25:40.004" "2019-04-22 05:26:00.004"
CAL_0917+449 "2019-04-22 05:26:00.004" "2019-04-22 05:29:00.004"
"Unused Time" "2019-04-22 05:29:00.004" "2019-04-22 06:20:40.006"
CAL_0917+449 "2019-04-22 06:20:40.006" "2019-04-22 06:23:40.006"
"Unused Time" "2019-04-22 06:23:40.006" "2019-04-22 07:18:40.008"
CAL_0917+449 "2019-04-22 07:18:40.008" "2019-04-22 07:21:40.008"
TransitionBlock "2019-04-22 07:21:40.008" "2019-04-22 07:22:20.008"
"Unused Time" "2019-04-22 07:22:20.008" "2019-04-22 07:24:40.009"
CAL_IRC+10216 "2019-04-22 07:24:40.009" "2019-04-22 07:27:40.009"
TransitionBlock "2019-04-22 07:27:40.009" "2019-04-22 07:28:20.009"
"Unused Time" "2019-04-22 07:28:20.009" "2019-04-22 08:18:40.011"
CAL_0917+449 "2019-04-22 08:18:40.011" "2019-04-22 08:21:40.011"
TransitionBlock "2019-04-22 08:21:40.011" "2019-04-22 08:22:20.011"
"Unused Time" "2019-04-22 08:22:20.011" "2019-04-22 08:25:20.011"
CAL_IRC+10216 "2019-04-22 08:25:20.011" "2019-04-22 08:28:20.011"
TransitionBlock "2019-04-22 08:28:20.011" "2019-04-22 08:29:00.011"
"Unused Time" "2019-04-22 08:29:00.011" "2019-04-22 09:19:20.013"
CAL_0917+449 "2019-04-22 09:19:20.013" "2019-04-22 09:22:20.013"
TransitionBlock "2019-04-22 09:22:20.013" "2019-04-22 09:23:00.013"
"Unused Time" "2019-04-22 09:23:00.013" "2019-04-22 09:27:00.013"
CAL_IRC+10216 "2019-04-22 09:27:00.013" "2019-04-22 09:30:00.013"
"Unused Time" "2019-04-22 09:30:00.013" "2019-04-22 10:15:00.015"
CAL_IRC+10216 "2019-04-22 10:15:00.015" "2019-04-22 10:18:00.015"
TransitionBlock "2019-04-22 10:18:00.015" "2019-04-22 10:19:20.015"
"Unused Time" "2019-04-22 10:19:20.015" "2019-04-22 10:33:20.016"
NEP-16 "2019-04-22 10:33:20.016" "2019-04-22 11:15:00.016"
TransitionBlock "2019-04-22 11:15:00.016" "2019-04-22 11:15:20.016"
"Unused Time" "2019-04-22 11:15:20.016" "2019-04-22 11:15:40.017"
CAL_1823+568 "2019-04-22 11:15:40.017" "2019-04-22 11:18:40.017"
TransitionBlock "2019-04-22 11:18:40.017" "2019-04-22 11:19:40.017"
"Unused Time" "2019-04-22 11:19:40.017" "2019-04-22 11:24:40.017"
CAL_G34.3 "2019-04-22 11:24:40.017" "2019-04-22 11:27:40.017"
TransitionBlock "2019-04-22 11:27:40.017" "2019-04-22 11:28:40.017"
"Unused Time" "2019-04-22 11:28:40.017" "2019-04-22 11:30:00.018"
NEP-16 "2019-04-22 11:30:00.018" "2019-04-22 12:11:40.018"
TransitionBlock "2019-04-22 12:11:40.018" "2019-04-22 12:12:00.018"
"Unused Time" "2019-04-22 12:12:00.018" "2019-04-22 12:18:40.019"
CAL_1823+568 "2019-04-22 12:18:40.019" "2019-04-22 12:21:40.019"
TransitionBlock "2019-04-22 12:21:40.019" "2019-04-22 12:22:40.019"
"Unused Time" "2019-04-22 12:22:40.019" "2019-04-22 12:24:20.020"
CAL_G34.3 "2019-04-22 12:24:20.020" "2019-04-22 12:27:20.020"
TransitionBlock "2019-04-22 12:27:20.020" "2019-04-22 12:28:20.020"
"Unused Time" "2019-04-22 12:28:20.020" "2019-04-22 12:31:40.020"
NEP-16 "2019-04-22 12:31:40.020" "2019-04-22 13:13:20.020"
TransitionBlock "2019-04-22 13:13:20.020" "2019-04-22 13:14:20.020"
"Unused Time" "2019-04-22 13:14:20.020" "2019-04-22 13:16:20.022"
CAL_G34.3 "2019-04-22 13:16:20.022" "2019-04-22 13:19:20.022"
TransitionBlock "2019-04-22 13:19:20.022" "2019-04-22 13:20:00.022"
"Unused Time" "2019-04-22 13:20:00.022" "2019-04-22 13:21:20.022"
CAL_MWC349 "2019-04-22 13:21:20.022" "2019-04-22 13:24:20.022"
TransitionBlock "2019-04-22 13:24:20.022" "2019-04-22 13:25:00.022"
"Unused Time" "2019-04-22 13:25:00.022" "2019-04-22 13:25:20.022"
CAL_1823+568 "2019-04-22 13:25:20.022" "2019-04-22 13:28:20.022"
TransitionBlock "2019-04-22 13:28:20.022" "2019-04-22 13:28:40.022"
NEP-16 "2019-04-22 13:28:40.022" "2019-04-22 14:10:20.022"
TransitionBlock "2019-04-22 14:10:20.022" "2019-04-22 14:11:00.022"
"Unused Time" "2019-04-22 14:11:00.022" "2019-04-22 14:15:00.024"
CAL_MWC349 "2019-04-22 14:15:00.024" "2019-04-22 14:18:00.024"
TransitionBlock "2019-04-22 14:18:00.024" "2019-04-22 14:18:40.024"
"Unused Time" "2019-04-22 14:18:40.024" "2019-04-22 14:20:00.024"
CAL_G34.3 "2019-04-22 14:20:00.024" "2019-04-22 14:23:00.024"
TransitionBlock "2019-04-22 14:23:00.024" "2019-04-22 14:24:00.024"
"Unused Time" "2019-04-22 14:24:00.024" "2019-04-22 14:26:00.024"
CAL_1823+568 "2019-04-22 14:26:00.024" "2019-04-22 14:29:00.024"
TransitionBlock "2019-04-22 14:29:00.024" "2019-04-22 14:29:20.024"
"Unused Time" "2019-04-22 14:29:20.024" "2019-04-22 14:31:20.024"
NEP-16 "2019-04-22 14:31:20.024" "2019-04-22 15:13:00.024"
TransitionBlock "2019-04-22 15:13:00.024" "2019-04-22 15:14:00.024"
"Unused Time" "2019-04-22 15:14:00.024" "2019-04-22 15:16:40.026"
CAL_G34.3 "2019-04-22 15:16:40.026" "2019-04-22 15:19:40.026"
TransitionBlock "2019-04-22 15:19:40.026" "2019-04-22 15:20:20.026"
"Unused Time" "2019-04-22 15:20:20.026" "2019-04-22 15:22:00.026"
CAL_MWC349 "2019-04-22 15:22:00.026" "2019-04-22 15:25:00.026"
TransitionBlock "2019-04-22 15:25:00.026" "2019-04-22 15:25:40.026"
"Unused Time" "2019-04-22 15:25:40.026" "2019-04-22 15:26:40.026"
CAL_1823+568 "2019-04-22 15:26:40.026" "2019-04-22 15:29:40.026"
TransitionBlock "2019-04-22 15:29:40.026" "2019-04-22 15:30:40.026"
"Unused Time" "2019-04-22 15:30:40.026" "2019-04-22 15:31:40.026"
"Serpens South" "2019-04-22 15:31:40.026" "2019-04-22 16:13:40.026"
TransitionBlock "2019-04-22 16:13:40.026" "2019-04-22 16:14:40.026"
"Unused Time" "2019-04-22 16:14:40.026" "2019-04-22 16:18:40.028"
CAL_MWC349 "2019-04-22 16:18:40.028" "2019-04-22 16:21:40.028"
TransitionBlock "2019-04-22 16:21:40.028" "2019-04-22 16:22:20.028"
"Unused Time" "2019-04-22 16:22:20.028" "2019-04-22 16:24:40.028"
CAL_1823+568 "2019-04-22 16:24:40.028" "2019-04-22 16:27:40.028"
TransitionBlock "2019-04-22 16:27:40.028" "2019-04-22 16:28:00.028"
"Unused Time" "2019-04-22 16:28:00.028" "2019-04-22 16:29:00.029"
NEP-16 "2019-04-22 16:29:00.029" "2019-04-22 17:10:40.029"
TransitionBlock "2019-04-22 17:10:40.029" "2019-04-22 17:11:20.029"
"Unused Time" "2019-04-22 17:11:20.029" "2019-04-22 17:17:40.030"
CAL_MWC349 "2019-04-22 17:17:40.030" "2019-04-22 17:20:40.030"
TransitionBlock "2019-04-22 17:20:40.030" "2019-04-22 17:21:20.030"
"Unused Time" "2019-04-22 17:21:20.030" "2019-04-22 17:21:40.030"
CAL_G34.3 "2019-04-22 17:21:40.030" "2019-04-22 17:24:40.030"
TransitionBlock "2019-04-22 17:24:40.030" "2019-04-22 17:25:40.030"
"Unused Time" "2019-04-22 17:25:40.030" "2019-04-22 17:26:00.031"
CAL_1823+568 "2019-04-22 17:26:00.031" "2019-04-22 17:29:00.031"
TransitionBlock "2019-04-22 17:29:00.031" "2019-04-22 17:29:20.031"
NEP-16 "2019-04-22 17:29:20.031" "2019-04-22 18:11:00.031"
TransitionBlock "2019-04-22 18:11:00.031" "2019-04-22 18:11:40.031"
"Unused Time" "2019-04-22 18:11:40.031" "2019-04-22 18:15:20.032"
CAL_MWC349 "2019-04-22 18:15:20.032" "2019-04-22 18:18:20.032"
TransitionBlock "2019-04-22 18:18:20.032" "2019-04-22 18:19:00.032"
"Unused Time" "2019-04-22 18:19:00.032" "2019-04-22 18:19:20.033"
CAL_G34.3 "2019-04-22 18:19:20.033" "2019-04-22 18:22:20.033"
TransitionBlock "2019-04-22 18:22:20.033" "2019-04-22 18:23:20.033"
"Unused Time" "2019-04-22 18:23:20.033" "2019-04-22 18:23:40.033"
