target "start time (UTC)" "end time (UTC)"
"IRAS 05073+5248" "2019-04-06 03:30:00.000" "2019-04-06 04:01:00.000"
TransitionBlock "2019-04-06 04:01:00.000" "2019-04-06 04:02:00.000"
"Unused Time" "2019-04-06 04:02:00.000" "2019-04-06 04:18:20.002"
CAL_IRC+10216 "2019-04-06 04:18:20.002" "2019-04-06 04:21:20.002"
TransitionBlock "2019-04-06 04:21:20.002" "2019-04-06 04:22:00.002"
"Unused Time" "2019-04-06 04:22:00.002" "2019-04-06 04:25:40.002"
CAL_0917+449 "2019-04-06 04:25:40.002" "2019-04-06 04:28:40.002"
TransitionBlock "2019-04-06 04:28:40.002" "2019-04-06 04:29:40.002"
"Unused Time" "2019-04-06 04:29:40.002" "2019-04-06 04:35:20.002"
"IRAS 06176-1036" "2019-04-06 04:35:20.002" "2019-04-06 05:06:20.002"
TransitionBlock "2019-04-06 05:06:20.002" "2019-04-06 05:07:20.002"
"Unused Time" "2019-04-06 05:07:20.002" "2019-04-06 05:15:00.004"
CAL_CRL618 "2019-04-06 05:15:00.004" "2019-04-06 05:18:00.004"
TransitionBlock "2019-04-06 05:18:00.004" "2019-04-06 05:19:00.004"
"Unused Time" "2019-04-06 05:19:00.004" "2019-04-06 05:22:00.004"
CAL_IRC+10216 "2019-04-06 05:22:00.004" "2019-04-06 05:25:00.004"
TransitionBlock "2019-04-06 05:25:00.004" "2019-04-06 05:25:40.004"
"Unused Time" "2019-04-06 05:25:40.004" "2019-04-06 05:26:00.004"
CAL_0917+449 "2019-04-06 05:26:00.004" "2019-04-06 05:29:00.004"
TransitionBlock "2019-04-06 05:29:00.004" "2019-04-06 05:29:40.004"
"Unused Time" "2019-04-06 05:29:40.004" "2019-04-06 05:38:00.005"
"IRAS 05073+5248" "2019-04-06 05:38:00.005" "2019-04-06 06:09:00.005"
TransitionBlock "2019-04-06 06:09:00.005" "2019-04-06 06:10:00.005"
"Unused Time" "2019-04-06 06:10:00.005" "2019-04-06 06:16:40.006"
CAL_IRC+10216 "2019-04-06 06:16:40.006" "2019-04-06 06:19:40.006"
TransitionBlock "2019-04-06 06:19:40.006" "2019-04-06 06:20:20.006"
"Unused Time" "2019-04-06 06:20:20.006" "2019-04-06 06:20:40.006"
CAL_0917+449 "2019-04-06 06:20:40.006" "2019-04-06 06:23:40.006"
TransitionBlock "2019-04-06 06:23:40.006" "2019-04-06 06:24:40.006"
"Unused Time" "2019-04-06 06:24:40.006" "2019-04-06 06:27:00.007"
CAL_CRL618 "2019-04-06 06:27:00.007" "2019-04-06 06:30:00.007"
TransitionBlock "2019-04-06 06:30:00.007" "2019-04-06 06:30:20.007"
"Unused Time" "2019-04-06 06:30:20.007" "2019-04-06 06:31:20.007"
"IRAS 05073+5248" "2019-04-06 06:31:20.007" "2019-04-06 07:02:20.007"
TransitionBlock "2019-04-06 07:02:20.007" "2019-04-06 07:03:00.007"
"Unused Time" "2019-04-06 07:03:00.007" "2019-04-06 07:18:40.008"
CAL_0917+449 "2019-04-06 07:18:40.008" "2019-04-06 07:21:40.008"
TransitionBlock "2019-04-06 07:21:40.008" "2019-04-06 07:23:00.008"
"Unused Time" "2019-04-06 07:23:00.008" "2019-04-06 07:42:40.009"
"V919 Cen" "2019-04-06 07:42:40.009" "2019-04-06 08:13:40.009"
TransitionBlock "2019-04-06 08:13:40.009" "2019-04-06 08:15:00.009"
