target "start time (UTC)" "end time (UTC)"
"Unused Time" "2019-06-11 03:30:00.000" "2019-06-11 04:22:40.002"
CAL_1308+326 "2019-06-11 04:22:40.002" "2019-06-11 04:25:40.002"
TransitionBlock "2019-06-11 04:25:40.002" "2019-06-11 04:26:40.002"
CAL_IRC+10216 "2019-06-11 04:26:40.002" "2019-06-11 04:29:40.002"
TransitionBlock "2019-06-11 04:29:40.002" "2019-06-11 04:31:00.002"
"Unused Time" "2019-06-11 04:31:00.002" "2019-06-11 05:17:40.004"
CAL_Arp220 "2019-06-11 05:17:40.004" "2019-06-11 05:20:40.004"
TransitionBlock "2019-06-11 05:20:40.004" "2019-06-11 05:21:20.004"
"Unused Time" "2019-06-11 05:21:20.004" "2019-06-11 05:25:20.004"
CAL_1308+326 "2019-06-11 05:25:20.004" "2019-06-11 05:28:20.004"
TransitionBlock "2019-06-11 05:28:20.004" "2019-06-11 05:29:20.004"
"Unused Time" "2019-06-11 05:29:20.004" "2019-06-11 06:16:20.006"
CAL_IRC+10216 "2019-06-11 06:16:20.006" "2019-06-11 06:19:20.006"
TransitionBlock "2019-06-11 06:19:20.006" "2019-06-11 06:20:40.006"
"Unused Time" "2019-06-11 06:20:40.006" "2019-06-11 06:22:00.006"
CAL_Arp220 "2019-06-11 06:22:00.006" "2019-06-11 06:25:00.006"
TransitionBlock "2019-06-11 06:25:00.006" "2019-06-11 06:25:40.006"
"Unused Time" "2019-06-11 06:25:40.006" "2019-06-11 06:26:40.006"
CAL_1308+326 "2019-06-11 06:26:40.006" "2019-06-11 06:29:40.006"
"Unused Time" "2019-06-11 06:29:40.006" "2019-06-11 07:16:20.008"
CAL_1308+326 "2019-06-11 07:16:20.008" "2019-06-11 07:19:20.008"
TransitionBlock "2019-06-11 07:19:20.008" "2019-06-11 07:20:00.008"
"Unused Time" "2019-06-11 07:20:00.008" "2019-06-11 07:25:00.009"
CAL_Arp220 "2019-06-11 07:25:00.009" "2019-06-11 07:28:00.009"
TransitionBlock "2019-06-11 07:28:00.009" "2019-06-11 07:28:40.009"
"Unused Time" "2019-06-11 07:28:40.009" "2019-06-11 08:21:20.011"
CAL_1308+326 "2019-06-11 08:21:20.011" "2019-06-11 08:24:20.011"
"Unused Time" "2019-06-11 08:24:20.011" "2019-06-11 09:18:00.013"
CAL_1308+326 "2019-06-11 09:18:00.013" "2019-06-11 09:21:00.013"
TransitionBlock "2019-06-11 09:21:00.013" "2019-06-11 09:21:40.013"
"Unused Time" "2019-06-11 09:21:40.013" "2019-06-11 09:24:40.013"
CAL_Arp220 "2019-06-11 09:24:40.013" "2019-06-11 09:27:40.013"
TransitionBlock "2019-06-11 09:27:40.013" "2019-06-11 09:28:20.013"
"Unused Time" "2019-06-11 09:28:20.013" "2019-06-11 10:15:00.015"
CAL_1308+326 "2019-06-11 10:15:00.015" "2019-06-11 10:18:00.015"
TransitionBlock "2019-06-11 10:18:00.015" "2019-06-11 10:18:40.015"
"Unused Time" "2019-06-11 10:18:40.015" "2019-06-11 10:21:20.015"
CAL_Arp220 "2019-06-11 10:21:20.015" "2019-06-11 10:24:20.015"
TransitionBlock "2019-06-11 10:24:20.015" "2019-06-11 10:25:20.015"
"Unused Time" "2019-06-11 10:25:20.015" "2019-06-11 11:15:40.017"
CAL_CRL2688 "2019-06-11 11:15:40.017" "2019-06-11 11:18:40.017"
TransitionBlock "2019-06-11 11:18:40.017" "2019-06-11 11:19:40.017"
"Unused Time" "2019-06-11 11:19:40.017" "2019-06-11 11:21:00.017"
CAL_1958-179 "2019-06-11 11:21:00.017" "2019-06-11 11:24:00.017"
TransitionBlock "2019-06-11 11:24:00.017" "2019-06-11 11:25:00.017"
CAL_W75N "2019-06-11 11:25:00.017" "2019-06-11 11:28:00.017"
TransitionBlock "2019-06-11 11:28:00.017" "2019-06-11 11:28:20.017"
"Unused Time" "2019-06-11 11:28:20.017" "2019-06-11 12:16:00.019"
CAL_CRL2688 "2019-06-11 12:16:00.019" "2019-06-11 12:19:00.019"
TransitionBlock "2019-06-11 12:19:00.019" "2019-06-11 12:20:00.019"
"Unused Time" "2019-06-11 12:20:00.019" "2019-06-11 12:20:20.019"
CAL_1958-179 "2019-06-11 12:20:20.019" "2019-06-11 12:23:20.019"
TransitionBlock "2019-06-11 12:23:20.019" "2019-06-11 12:24:20.019"
"Unused Time" "2019-06-11 12:24:20.019" "2019-06-11 12:25:40.020"
CAL_W75N "2019-06-11 12:25:40.020" "2019-06-11 12:28:40.020"
TransitionBlock "2019-06-11 12:28:40.020" "2019-06-11 12:29:00.020"
"Unused Time" "2019-06-11 12:29:00.020" "2019-06-11 13:16:00.021"
CAL_CRL2688 "2019-06-11 13:16:00.021" "2019-06-11 13:19:00.021"
TransitionBlock "2019-06-11 13:19:00.021" "2019-06-11 13:20:00.021"
"Unused Time" "2019-06-11 13:20:00.021" "2019-06-11 13:21:00.022"
CAL_1958-179 "2019-06-11 13:21:00.022" "2019-06-11 13:24:00.022"
TransitionBlock "2019-06-11 13:24:00.022" "2019-06-11 13:25:00.022"
CAL_W75N "2019-06-11 13:25:00.022" "2019-06-11 13:28:00.022"
"Unused Time" "2019-06-11 13:28:00.022" "2019-06-11 14:15:40.024"
CAL_W75N "2019-06-11 14:15:40.024" "2019-06-11 14:18:40.024"
TransitionBlock "2019-06-11 14:18:40.024" "2019-06-11 14:19:40.024"
"Unused Time" "2019-06-11 14:19:40.024" "2019-06-11 14:20:00.024"
CAL_1958-179 "2019-06-11 14:20:00.024" "2019-06-11 14:23:00.024"
TransitionBlock "2019-06-11 14:23:00.024" "2019-06-11 14:24:00.024"
"Unused Time" "2019-06-11 14:24:00.024" "2019-06-11 14:27:00.024"
CAL_CRL2688 "2019-06-11 14:27:00.024" "2019-06-11 14:30:00.024"
TransitionBlock "2019-06-11 14:30:00.024" "2019-06-11 14:31:00.024"
"Unused Time" "2019-06-11 14:31:00.024" "2019-06-11 15:15:20.026"
CAL_1958-179 "2019-06-11 15:15:20.026" "2019-06-11 15:18:20.026"
TransitionBlock "2019-06-11 15:18:20.026" "2019-06-11 15:19:20.026"
"Unused Time" "2019-06-11 15:19:20.026" "2019-06-11 15:19:40.026"
CAL_CRL2688 "2019-06-11 15:19:40.026" "2019-06-11 15:22:40.026"
TransitionBlock "2019-06-11 15:22:40.026" "2019-06-11 15:23:00.026"
"Unused Time" "2019-06-11 15:23:00.026" "2019-06-11 15:26:40.026"
CAL_W75N "2019-06-11 15:26:40.026" "2019-06-11 15:29:40.026"
"Unused Time" "2019-06-11 15:29:40.026" "2019-06-11 16:16:40.028"
CAL_W75N "2019-06-11 16:16:40.028" "2019-06-11 16:19:40.028"
TransitionBlock "2019-06-11 16:19:40.028" "2019-06-11 16:20:00.028"
"Unused Time" "2019-06-11 16:20:00.028" "2019-06-11 16:27:00.000"
CAL_CRL2688 "2019-06-11 16:27:00.000" "2019-06-11 16:30:00.000"
