isoTime,mean,median,count
2018-01-01,0.04720313555743169,0.0426,9472
2018-01-02,0.04946536918138007,0.0473,19936
2018-01-03,,,0
2018-01-04,0.12983078967675296,0.1204,11663
2018-01-05,0.15678698252069978,0.1366,15218
2018-01-06,0.18280079632685403,0.1754,13939
2018-01-07,0.16999543758967084,0.1532,3485
2018-01-08,0.16426026900696486,0.1609,10483
2018-01-09,,,0
2018-01-10,0.044222740262490415,0.0414,18896
2018-01-11,0.08826470737340439,0.0893,35506
2018-01-12,0.11119248535183662,0.1074,35158
2018-01-13,0.10434592132626319,0.105,34141
2018-01-14,0.15946342752591477,0.1579,34433
2018-01-15,0.06893876338736703,0.0686,34174
2018-01-16,0.0489726116551232,0.0486,33496
2018-01-17,0.04635421418724139,0.0464,31916
2018-01-18,0.03852614043918875,0.0394,31786
2018-01-19,0.05166136349906468,0.0517,33106
2018-01-20,0.05848505687693732,0.0575,32878
2018-01-21,0.15198039378813086,0.1416,3606
2018-01-22,0.14486986249286996,0.1426,15781
2018-01-23,,,0
2018-01-24,0.24519095346904812,0.2337,9628
2018-01-25,0.15182236341657793,0.1448,33917
2018-01-26,0.32257030009365745,0.3215,24559
2018-01-27,,,0
2018-01-28,,,0
2018-01-29,0.13997479146768044,0.1324,31410
2018-01-30,0.06350515946921269,0.0641,34364
2018-01-31,0.08020580198075257,0.0784,35643
2018-02-01,0.13995986726417023,0.1395,35258
2018-02-02,,,0
2018-02-03,0.17514652737917483,0.16645,17422
2018-02-04,0.12019351475882081,0.1081,34725
2018-02-05,0.23414843304843327,0.2369,22464
2018-02-06,,,0
2018-02-07,0.06577242524917103,0.0664,31003
2018-02-08,0.10651997978216836,0.10045000000000001,30666
2018-02-09,0.1066489800609117,0.1024,34806
2018-02-10,0.09569199677759734,0.094,35998
2018-02-11,0.09588983685328323,0.0909,35796
2018-02-12,0.06976423976104251,0.0701,34818
2018-02-13,0.10815201283976379,0.1101,33957
2018-02-14,0.3306306855046528,0.3327,32983
2018-02-15,0.12186435419707357,0.1211,34941
2018-02-16,0.13478885511651467,0.1265,987
2018-02-17,0.08340483488345916,0.077,26557
2018-02-18,0.14756899578651503,0.1403,19936
2018-02-19,,,0
2018-02-20,,,0
2018-02-21,0.0863945510602153,0.0707,15893
2018-02-22,,,0
2018-02-23,,,0
2018-02-24,,,0
2018-02-25,,,0
2018-02-26,,,0
2018-02-27,0.27309124767225257,0.2735,15036
2018-02-28,0.30826005230372083,0.3102,34032
2018-03-01,0.29651821349192403,0.294,33294
2018-03-02,0.2588438608776847,0.2527,34272
2018-03-03,0.3119092869083893,0.2993,34694
